Day,Date,Revenue
1,2013-01-01,2.0
2,2013-01-03,3.5
3,2013-01-04,2.0
4,2013-01-06,1.0
5,2013-01-07,10.5
6,2013-01-09,1.5
7,2013-01-10,0.5
8,2013-01-11,10.5
9,2013-01-12,1.0
10,2013-01-13,7.5
11,2013-01-14,6.0
12,2013-01-15,2.0
13,2013-01-16,4.5
14,2013-01-17,5.0
15,2013-01-18,2.5
16,2013-01-22,2.0
17,2013-01-23,7.0
18,2013-01-24,7.0
19,2013-01-26,1.0
20,2013-01-28,9.0
21,2013-01-30,2.0
22,2013-01-31,5.0
23,2013-02-01,6.0
24,2013-02-03,2.0
25,2013-02-04,1.0
26,2013-02-05,5.0
27,2013-02-06,7.0
28,2013-02-07,1.0
29,2013-02-08,5.0
30,2013-02-10,2.0
31,2013-02-11,2.0
32,2013-02-13,7.0
33,2013-02-14,4.0
34,2013-02-15,5.0
35,2013-02-17,0.5
36,2013-02-18,2.0
37,2013-02-19,2.0
38,2013-02-20,2.0
39,2013-02-21,4.0
40,2013-02-22,3.5
41,2013-02-23,2.5
42,2013-02-25,3.0
43,2013-02-26,4.0
44,2013-02-27,2.0
45,2013-02-28,4.0
46,2013-03-01,7.5
47,2013-03-05,2.0
48,2013-03-06,9.0
49,2013-03-07,4.0
50,2013-03-08,3.0
51,2013-03-10,8.0
52,2013-03-11,11.5
53,2013-03-13,3.0
54,2013-03-14,3.5
55,2013-03-15,5.0
56,2013-03-18,3.0
57,2013-03-19,6.0
58,2013-03-20,2.0
59,2013-03-21,3.5
60,2013-03-22,8.5
61,2013-03-23,3.0
62,2013-03-24,4.0
63,2013-03-25,4.0
64,2013-03-26,2.0
65,2013-03-27,5.0
66,2013-03-28,2.0
67,2013-03-29,1.5
68,2013-03-30,14.0
69,2013-03-31,6.0
70,2013-04-01,6.0
71,2013-04-02,1.5
72,2013-04-03,2.5
73,2013-04-04,0.5
74,2013-04-05,1.0
75,2013-04-06,5.0
76,2013-04-08,3.0
77,2013-04-09,0.5
78,2013-04-10,2.0
79,2013-04-11,1.5
80,2013-04-12,3.0
81,2013-04-13,1.0
82,2013-04-14,3.0
83,2013-04-15,1.0
84,2013-04-16,29.05
85,2013-04-17,1.11
86,2013-04-18,2.0
87,2013-04-19,1.0
88,2013-04-21,15.0
89,2013-04-22,4.0
90,2013-04-23,0.5
91,2013-04-24,4.5
92,2013-04-25,14.2
93,2013-04-26,3.0
94,2013-04-27,12.0
95,2013-04-28,1.0
96,2013-04-29,15.0
97,2013-05-01,1.0
98,2013-05-02,2.5
99,2013-05-03,1.0
100,2013-05-04,5.5
