Day,Date,Revenue
1,2013-01-05,2.0
2,2013-01-08,1.0
3,2013-01-23,0.5
4,2013-02-01,0.5
5,2013-02-08,1.0
6,2013-02-10,2.0
7,2013-02-14,7.0
8,2013-02-20,2.0
9,2013-03-06,1.0
10,2013-03-17,1.0
11,2013-03-20,1.0
12,2013-04-10,2.0
13,2013-04-25,1.0
14,2013-04-30,1.0
15,2013-05-08,0.5
16,2013-05-13,3.0
17,2013-05-17,2.5
18,2013-06-05,2.0
19,2013-06-23,1.0
20,2013-06-28,2.0
21,2013-06-30,3.5
22,2013-07-09,9.5
23,2013-08-05,0.5
24,2013-09-02,3.0
25,2013-09-10,2.0
26,2013-09-24,1.0
27,2013-09-25,2.0
28,2013-09-30,1.0
29,2013-10-03,1.0
30,2013-10-16,2.0
31,2013-10-21,1.0
32,2013-10-25,2.0
33,2013-10-28,0.5
34,2013-10-29,1.0
35,2013-11-01,1.0
36,2013-11-15,1.0
37,2013-11-16,29.5
38,2013-11-27,2.0
39,2013-11-29,1.0
40,2013-12-02,26.0
41,2013-12-14,2.0
42,2013-12-15,2.0
43,2013-12-29,1.0
44,2014-01-01,15.05
45,2014-01-06,14.85
46,2014-01-07,64.4
47,2014-01-08,62.5
48,2014-01-10,37.7
49,2014-01-14,40.8
50,2014-01-18,24.05
51,2014-01-19,25.05
52,2014-01-21,40.05
53,2014-01-22,49.25
54,2014-01-23,55.7
55,2014-01-24,20.1
56,2014-01-27,3.25
57,2014-01-29,3.25
58,2014-01-31,66.15
59,2014-02-02,17.05
60,2014-02-03,38.65
61,2014-02-04,9.45
62,2014-02-05,30.1
63,2014-02-06,50.55
64,2014-02-07,6.5
65,2014-02-08,52.150000000000006
66,2014-02-09,19.25
67,2014-02-12,15.25
68,2014-02-14,28.55
69,2014-02-15,9.05
70,2014-02-16,21.1
71,2014-02-17,3.25
72,2014-02-18,42.3
73,2014-02-19,26.45
74,2014-02-20,24.65
75,2014-02-22,25.25
76,2014-02-24,78.15
77,2014-02-26,4.85
78,2014-02-27,3.25
79,2014-02-28,39.5
80,2014-03-01,5.25
81,2014-03-06,29.5
82,2014-03-07,40.15
83,2014-03-10,10.85
84,2014-03-12,14.25
85,2014-03-15,40.0
86,2014-03-16,15.899999999999999
87,2014-03-19,5.05
88,2014-03-20,79.75
89,2014-03-21,29.85
90,2014-03-24,21.950000000000003
91,2014-03-25,28.5
92,2014-03-26,12.65
93,2014-03-27,32.05
94,2014-03-28,16.85
95,2014-04-02,20.1
96,2014-04-04,9.65
97,2014-04-05,17.3
98,2014-04-09,21.25
99,2014-04-11,14.45
100,2014-04-13,3.45
101,2014-04-16,34.5
102,2014-04-18,6.5
103,2014-04-20,22.05
104,2014-04-24,16.65
105,2014-04-25,3.25
106,2014-04-26,48.85
107,2014-04-28,21.9
108,2014-05-01,34.25
109,2014-05-03,4.25
110,2014-05-04,18.65
111,2014-05-06,20.1
112,2014-05-07,40.9
113,2014-05-11,58.900000000000006
114,2014-05-13,64.05
115,2014-05-14,23.75
116,2014-05-15,50.0
117,2014-05-17,16.05
118,2014-05-19,12.299999999999999
119,2014-05-21,28.150000000000002
120,2014-05-22,57.9
121,2014-05-23,31.05
122,2014-05-27,6.85
123,2014-05-28,10.45
124,2014-05-31,51.5
125,2014-06-01,16.7
126,2014-06-02,20.1
127,2014-06-05,39.45
128,2014-06-08,3.45
129,2014-06-10,75.3
130,2014-06-11,19.45
131,2014-06-12,15.05
132,2014-06-17,35.55
133,2014-06-21,10.9
134,2014-06-23,35.2
135,2014-07-01,13.85
136,2014-07-04,40.77
137,2014-07-05,17.7
