Day,Date,Revenue
1,2013-01-04,2.0
2,2013-01-08,1.0
3,2013-01-10,3.0
4,2013-01-11,1.0
5,2013-01-14,1.5
6,2013-01-16,1.0
7,2013-01-17,1.0
8,2013-01-18,2.0
9,2013-01-19,3.0
10,2013-01-22,5.0
11,2013-01-27,1.0
12,2013-02-01,1.5
13,2013-02-05,2.0
14,2013-02-09,2.0
15,2013-02-11,1.0
16,2013-02-13,1.0
17,2013-02-15,1.0
18,2013-02-16,3.0
19,2013-02-17,1.0
20,2013-02-18,2.0
21,2013-02-19,1.0
22,2013-02-22,9.0
23,2013-02-25,3.0
24,2013-02-27,2.0
25,2013-03-02,1.0
26,2013-03-03,1.0
27,2013-03-04,2.0
28,2013-03-05,3.0
29,2013-03-07,1.0
30,2013-03-08,1.0
31,2013-03-09,4.0
32,2013-03-10,12.5
33,2013-03-13,2.0
34,2013-03-16,14.5
35,2013-03-20,5.0
36,2013-03-22,3.0
37,2013-03-26,1.5
38,2013-03-27,8.5
39,2013-04-01,26.5
40,2013-04-02,1.0
41,2013-04-05,1.0
42,2013-04-06,1.0
43,2013-04-07,1.0
44,2013-04-08,1.0
45,2013-04-09,0.5
46,2013-04-10,1.0
47,2013-04-11,2.0
48,2013-04-13,2.0
49,2013-04-14,1.0
50,2013-04-20,2.0
51,2013-04-21,1.0
52,2013-04-22,8.5
53,2013-04-24,1.0
54,2013-04-25,1.0
55,2013-04-28,1.0
56,2013-05-01,2.0
57,2013-05-02,1.5
58,2013-05-05,1.5
59,2013-05-07,2.5
60,2013-05-08,1.5
61,2013-05-09,2.5
62,2013-05-10,1.5
63,2013-05-13,1.0
64,2013-05-20,1.0
65,2013-05-21,0.5
66,2013-05-22,4.5
67,2013-05-23,4.5
68,2013-05-24,4.5
69,2013-05-27,1.5
70,2013-05-29,1.0
71,2013-06-01,1.0
72,2013-06-02,20.0
73,2013-06-05,2.5
74,2013-06-08,4.0
75,2013-06-09,49.0
76,2013-06-11,2.0
77,2013-06-12,1.0
78,2013-06-13,3.5
79,2013-06-17,2.0
80,2013-06-19,3.0
81,2013-06-20,4.0
82,2013-06-23,50.0
83,2013-06-25,28.0
84,2013-06-26,22.0
85,2013-06-27,3.0
86,2013-06-29,39.0
87,2013-06-30,2.5
88,2013-07-01,1.0
89,2013-07-02,2.0
90,2013-07-03,33.5
91,2013-07-04,19.5
92,2013-07-05,2.0
93,2013-07-06,10.0
94,2013-07-09,5.5
95,2013-07-10,34.0
96,2013-07-11,1.5
97,2013-07-12,23.0
98,2013-07-14,32.5
99,2013-07-15,25.0
100,2013-07-16,24.0
101,2013-07-17,1.0
102,2013-07-19,48.5
103,2013-07-20,8.0
104,2013-07-23,1.0
105,2013-07-30,50.0
106,2013-07-31,51.5
107,2013-08-01,44.0
108,2013-08-02,3.5
109,2013-08-03,40.0
110,2013-08-04,2.0
