Day,Date,Revenue
1,2013-01-01,13.5
2,2013-01-02,24.0
3,2013-01-03,27.0
4,2013-01-04,18.5
5,2013-01-05,1.0
6,2013-01-06,4.0
7,2013-01-07,40.54
8,2013-01-08,24.33
9,2013-01-10,46.75
10,2013-01-11,16.0
11,2013-01-12,4.0
12,2013-01-14,35.0
13,2013-01-15,38.5
14,2013-01-16,51.5
15,2013-01-17,32.5
16,2013-01-18,38.5
17,2013-01-21,2.0
18,2013-01-22,32.5
19,2013-01-23,36.5
20,2013-01-24,39.67
21,2013-01-25,44.5
22,2013-01-26,2.5
23,2013-01-28,56.66
24,2013-01-29,37.06
25,2013-01-30,29.1
26,2013-01-31,45.5
27,2013-02-01,37.5
28,2013-02-02,4.0
29,2013-02-03,2.5
30,2013-02-04,41.0
31,2013-02-05,24.0
32,2013-02-06,106.38999999999999
33,2013-02-07,38.0
34,2013-02-08,63.73
35,2013-02-09,1.0
36,2013-02-10,2.5
37,2013-02-11,43.75
38,2013-02-12,5.0
39,2013-02-13,30.34
40,2013-02-14,41.0
41,2013-02-15,60.5
42,2013-02-16,1.5
43,2013-02-17,1.0
44,2013-02-18,2.0
45,2013-02-19,38.5
46,2013-02-20,29.0
47,2013-02-22,36.16
48,2013-02-24,4.0
49,2013-02-25,50.32
50,2013-02-26,52.54
51,2013-02-27,41.44
52,2013-02-28,35.5
53,2013-03-02,7.5
54,2013-03-04,3.0
55,2013-03-05,49.0
56,2013-03-06,42.5
57,2013-03-07,27.49
58,2013-03-08,34.54
59,2013-03-09,2.5
60,2013-03-10,2.0
61,2013-03-11,42.05
62,2013-03-12,32.94
63,2013-03-13,34.66
64,2013-03-14,51.55
65,2013-03-15,29.5
66,2013-03-16,1.5
67,2013-03-18,24.0
68,2013-03-19,50.79
69,2013-03-20,52.0
70,2013-03-21,30.0
71,2013-03-22,37.1
72,2013-03-23,1.0
73,2013-03-24,16.0
74,2013-03-25,21.5
75,2013-03-26,40.1
76,2013-03-27,42.0
77,2013-03-28,40.0
78,2013-03-29,37.55
79,2013-03-30,2.5
80,2013-03-31,2.0
81,2013-04-01,40.0
82,2013-04-02,49.5
83,2013-04-03,39.0
84,2013-04-04,98.37
85,2013-04-05,62.79
86,2013-04-06,3.0
87,2013-04-07,21.5
88,2013-04-08,31.54
89,2013-04-09,14.5
90,2013-04-10,28.52
91,2013-04-11,32.22
92,2013-04-12,42.010000000000005
93,2013-04-13,1.0
94,2013-04-15,25.5
95,2013-04-16,28.5
96,2013-04-17,26.1
97,2013-04-18,240.78000000000003
98,2013-04-19,32.5
99,2013-04-20,3.0
100,2013-04-21,3.0
101,2013-04-23,54.5
102,2013-04-24,35.5
103,2013-04-25,39.5
104,2013-04-26,53.0
105,2013-04-28,4.5
106,2013-04-29,14.5
107,2013-04-30,42.0
108,2013-05-01,69.5
109,2013-05-02,51.0
110,2013-05-03,26.84
111,2013-05-04,48.5
112,2013-05-05,6.5
113,2013-05-06,23.0
114,2013-05-07,29.5
115,2013-05-08,26.6
116,2013-05-09,35.5
117,2013-05-10,26.0
118,2013-05-11,1.0
119,2013-05-13,27.0
120,2013-05-14,13.17
121,2013-05-15,18.560000000000002
122,2013-05-16,41.15
123,2013-05-17,24.0
124,2013-05-19,1.0
125,2013-05-20,32.0
126,2013-05-21,24.0
127,2013-05-22,26.5
128,2013-05-23,31.5
129,2013-05-24,54.0
130,2013-05-25,1.0
131,2013-05-26,2.0
132,2013-05-27,1.0
133,2013-05-28,23.0
134,2013-05-29,28.0
135,2013-05-30,29.990000000000002
136,2013-05-31,26.18
137,2013-06-02,5.5
138,2013-06-03,41.519999999999996
139,2013-06-04,42.5
140,2013-06-05,24.5
141,2013-06-06,25.0
142,2013-06-07,21.0
143,2013-06-08,1.0
144,2013-06-09,3.5
145,2013-06-10,36.0
146,2013-06-11,39.0
147,2013-06-12,37.0
148,2013-06-13,39.06
149,2013-06-14,42.0
150,2013-06-15,5.0
151,2013-06-16,7.5
152,2013-06-17,35.5
153,2013-06-18,45.68
