Day,Date,Revenue
1,2013-01-07,3.0
2,2013-01-09,2.0
3,2013-01-13,1.0
4,2013-01-14,2.0
5,2013-01-19,2.0
6,2013-01-20,36.25
7,2013-01-31,5.5
8,2013-02-02,1.0
9,2013-02-04,2.0
10,2013-02-09,6.36
11,2013-02-11,3.0
12,2013-02-12,1.0
13,2013-02-13,17.4
14,2013-02-18,2.0
15,2013-02-20,3.5
16,2013-02-23,4.0
17,2013-03-01,2.0
18,2013-03-04,1.0
19,2013-03-08,1.0
20,2013-03-10,33.5
21,2013-03-15,2.0
22,2013-03-17,47.0
23,2013-03-23,3.0
24,2013-03-24,3.5
25,2013-03-25,1.0
26,2013-03-26,26.5
27,2013-03-27,2.0
28,2013-03-29,7.5
29,2013-03-30,2.5
30,2013-04-01,3.0
31,2013-04-02,6.5
32,2013-04-04,2.0
33,2013-04-15,5.0
34,2013-04-16,1.5
35,2013-04-20,1.0
36,2013-04-21,2.0
37,2013-04-24,2.5
38,2013-04-26,2.0
39,2013-04-28,3.0
40,2013-04-29,2.0
41,2013-05-01,3.5
42,2013-05-02,1.0
43,2013-05-03,2.0
44,2013-05-08,2.0
45,2013-05-09,39.5
46,2013-05-11,1.0
47,2013-05-13,2.0
48,2013-05-15,47.0
49,2013-05-16,2.0
50,2013-05-17,5.0
51,2013-05-19,1.0
52,2013-05-25,2.0
53,2013-05-28,4.0
54,2013-05-29,1.0
55,2013-06-02,17.0
56,2013-06-03,2.0
57,2013-06-05,4.0
58,2013-06-08,3.0
59,2013-06-09,6.0
60,2013-06-10,2.0
61,2013-06-12,3.0
62,2013-06-13,2.0
63,2013-06-15,2.0
64,2013-06-17,2.0
65,2013-06-20,38.0
66,2013-06-23,2.0
67,2013-06-24,2.0
68,2013-06-27,2.5
69,2013-06-30,2.0
70,2013-07-04,2.0
71,2013-07-07,11.75
72,2013-07-10,2.0
73,2013-07-13,3.0
74,2013-07-21,3.51
75,2013-07-22,3.0
76,2013-07-24,2.0
77,2013-07-25,29.0
78,2013-07-26,5.0
79,2013-08-02,6.0
80,2013-08-03,1.0
81,2013-08-12,2.0
82,2013-08-15,4.5
83,2013-08-16,2.0
84,2013-08-17,2.0
85,2013-08-18,4.0
86,2013-08-19,77.0
87,2013-08-22,6.0
88,2013-08-24,4.0
89,2013-08-25,2.0
90,2013-08-30,1.5
91,2013-08-31,5.0
92,2013-09-01,5.0
93,2013-09-07,1.0
94,2013-09-08,20.5
95,2013-09-09,8.0
96,2013-09-10,1.0
97,2013-09-12,6.5
98,2013-09-14,1.0
99,2013-09-15,6.0
100,2013-09-16,5.0
101,2013-09-17,2.0
102,2013-09-20,2.0
103,2013-09-24,13.0
104,2013-09-27,2.0
105,2013-09-30,5.0
106,2013-10-03,2.0
107,2013-10-10,16.5
108,2013-10-13,4.0
109,2013-10-19,25.0
110,2013-10-20,16.75
111,2013-10-21,2.0
112,2013-10-23,2.0
113,2013-10-25,2.0
114,2013-11-02,2.0
115,2013-11-04,4.5
116,2013-11-08,2.0
117,2013-11-10,6.5
118,2013-11-12,2.0
119,2013-11-16,1.0
120,2013-11-17,3.0
121,2013-11-18,8.5
122,2013-11-20,2.0
123,2013-11-21,2.0
124,2013-11-22,3.0
125,2013-11-24,8.0
126,2013-11-26,2.0
127,2013-11-28,5.5
128,2013-11-29,1.0
129,2013-11-30,4.0
130,2013-12-01,3.0
131,2013-12-02,2.0
132,2013-12-03,0.75
133,2013-12-04,2.0
134,2013-12-05,2.0
135,2013-12-10,2.0
136,2013-12-11,2.0
137,2013-12-12,1.0
138,2013-12-13,3.0
139,2013-12-20,2.0
140,2013-12-25,1.0
141,2013-12-28,1.0
142,2013-12-30,2.0
143,2014-01-02,67.35
144,2014-01-03,27.05
145,2014-01-06,16.25
146,2014-01-08,28.05
147,2014-01-09,74.25
148,2014-01-10,34.25
149,2014-01-11,81.39999999999999
150,2014-01-13,41.9
151,2014-01-15,32.85
152,2014-01-18,22.85
153,2014-01-19,21.95
154,2014-01-20,97.35
155,2014-01-22,98.95
156,2014-01-24,28.05
157,2014-01-25,43.69
158,2014-01-26,43.9
159,2014-01-28,34.7
160,2014-01-29,37.5
161,2014-01-30,28.45
162,2014-01-31,35.9
163,2014-02-01,5.85
164,2014-02-02,3.45
165,2014-02-03,113.30000000000001
166,2014-02-05,41.1
