Day,Date,Revenue
1,2013-01-01,34.0
2,2013-01-02,3.0
3,2013-01-03,4.0
4,2013-01-04,3.0
5,2013-01-05,7.0
6,2013-01-06,8.0
7,2013-01-07,7.0
8,2013-01-08,7.5
9,2013-01-09,4.0
10,2013-01-10,1.0
11,2013-01-11,2.0
12,2013-01-12,14.0
13,2013-01-13,4.5
14,2013-01-14,6.0
15,2013-01-15,3.5
16,2013-01-16,3.5
17,2013-01-17,3.0
18,2013-01-18,6.0
19,2013-01-19,10.0
20,2013-01-20,16.5
21,2013-01-21,6.0
22,2013-01-22,3.5
23,2013-01-23,7.0
24,2013-01-24,25.5
25,2013-01-25,3.0
26,2013-01-26,8.0
27,2013-01-27,23.0
28,2013-01-28,9.25
29,2013-01-29,6.0
30,2013-01-31,3.0
31,2013-02-01,2.0
32,2013-02-02,36.5
33,2013-02-03,12.0
34,2013-02-04,10.5
35,2013-02-05,7.5
36,2013-02-06,9.0
37,2013-02-07,1.0
38,2013-02-08,55.0
39,2013-02-09,15.0
40,2013-02-10,9.0
41,2013-02-11,8.5
42,2013-02-12,26.0
43,2013-02-13,5.0
44,2013-02-14,16.0
45,2013-02-15,4.0
46,2013-02-16,13.25
47,2013-02-17,8.5
48,2013-02-18,5.5
49,2013-02-19,3.0
50,2013-02-21,6.0
51,2013-02-22,3.0
52,2013-02-23,12.5
53,2013-02-24,3.5
54,2013-02-25,3.0
55,2013-02-26,1.0
56,2013-02-28,18.5
57,2013-03-01,6.0
58,2013-03-02,10.0
59,2013-03-03,17.0
60,2013-03-04,2.0
61,2013-03-05,3.0
62,2013-03-06,1.0
63,2013-03-07,5.5
64,2013-03-08,3.0
65,2013-03-09,4.0
66,2013-03-10,28.0
67,2013-03-11,2.0
68,2013-03-12,2.0
69,2013-03-13,1.5
70,2013-03-15,10.5
71,2013-03-16,15.0
72,2013-03-17,17.0
73,2013-03-18,8.0
74,2013-03-19,1.0
75,2013-03-20,4.0
76,2013-03-21,3.0
77,2013-03-23,4.0
78,2013-03-24,17.0
79,2013-03-25,8.0
80,2013-03-26,3.0
81,2013-03-27,4.0
82,2013-03-28,9.0
83,2013-03-29,6.0
84,2013-03-30,12.0
85,2013-03-31,9.0
86,2013-04-01,10.25
87,2013-04-04,4.0
88,2013-04-05,13.0
89,2013-04-06,2.0
90,2013-04-07,18.5
91,2013-04-08,3.0
92,2013-04-09,5.0
93,2013-04-11,5.0
94,2013-04-12,2.0
95,2013-04-13,3.0
96,2013-04-14,10.5
97,2013-04-15,12.0
98,2013-04-16,6.0
99,2013-04-17,2.0
100,2013-04-18,2.0
101,2013-04-19,45.25
102,2013-04-20,3.0
103,2013-04-21,11.5
104,2013-04-22,2.0
105,2013-04-25,1.3599999999999999
106,2013-04-26,2.0
107,2013-04-27,4.0
108,2013-04-28,6.0
109,2013-04-30,1.0
110,2013-05-01,2.0
111,2013-05-02,3.0
112,2013-05-03,3.5
113,2013-05-04,3.75
114,2013-05-05,14.0
115,2013-05-06,4.99
116,2013-05-07,1.0
117,2013-05-08,6.0
118,2013-05-09,1.0
119,2013-05-10,4.0
120,2013-05-11,12.0
121,2013-05-12,10.0
122,2013-05-13,5.0
123,2013-05-14,7.5600000000000005
124,2013-05-15,1.0
125,2013-05-16,1.0
126,2013-05-17,5.0
127,2013-05-19,24.5
128,2013-05-20,2.5
129,2013-05-21,7.0
130,2013-05-22,2.0
131,2013-05-23,9.5
132,2013-05-24,9.5
133,2013-05-25,5.5
134,2013-05-26,9.25
135,2013-05-27,18.0
136,2013-05-28,25.0
137,2013-05-29,2.0
138,2013-05-30,6.0
139,2013-05-31,5.5
140,2013-06-01,10.5
141,2013-06-02,20.0
142,2013-06-03,5.25
143,2013-06-04,4.5
144,2013-06-05,3.0
145,2013-06-06,2.5
146,2013-06-07,7.0
147,2013-06-08,16.5
148,2013-06-09,7.5
149,2013-06-10,1.5
150,2013-06-11,1.0
151,2013-06-12,6.0
152,2013-06-13,5.0
