Day,Date,Revenue
1,2013-01-01,1.0
2,2013-01-02,2.0
3,2013-01-06,1.5
4,2013-01-09,1.0
5,2013-01-10,2.0
6,2013-01-13,1.0
7,2013-01-14,1.0
8,2013-01-15,1.0
9,2013-01-16,1.0
10,2013-01-18,3.0
11,2013-01-22,0.5
12,2013-01-29,2.0
13,2013-02-06,2.0
14,2013-02-07,1.0
15,2013-02-10,1.0
16,2013-02-11,24.0
17,2013-02-13,1.0
18,2013-02-17,3.5
19,2013-02-19,1.0
20,2013-02-21,2.0
21,2013-02-27,2.0
22,2013-03-01,4.0
23,2013-03-05,1.5
24,2013-03-09,36.0
25,2013-03-12,1.5
26,2013-03-13,0.5
27,2013-03-14,3.5
28,2013-03-26,3.5
29,2013-04-11,2.0
30,2013-04-14,1.0
31,2013-04-17,1.5
32,2013-04-21,0.5
33,2013-04-23,0.5
34,2013-04-25,2.5
35,2013-05-03,49.0
36,2013-05-10,2.0
37,2013-05-13,1.0
38,2013-05-16,1.0
39,2013-05-19,2.0
40,2013-05-20,0.5
41,2013-05-21,7.0
42,2013-05-22,1.5
43,2013-05-26,1.0
44,2013-05-29,20.0
45,2013-05-31,0.5
46,2013-06-06,40.0
47,2013-06-07,2.0
48,2013-06-11,2.0
49,2013-06-16,1.0
50,2013-07-01,23.5
51,2013-07-03,2.0
52,2013-07-05,1.0
53,2013-07-12,33.0
54,2013-07-22,2.0
55,2013-07-24,20.5
56,2013-07-27,2.0
57,2013-07-30,39.5
58,2013-07-31,40.0
59,2013-08-01,56.0
60,2013-08-04,2.0
61,2013-08-08,2.0
62,2013-08-12,60.0
63,2013-08-13,45.5
64,2013-08-14,2.0
65,2013-08-18,1.0
66,2013-08-19,0.5
67,2013-08-23,1.5
68,2013-09-04,44.0
69,2013-09-07,38.0
70,2013-09-08,42.5
71,2013-09-18,3.5
72,2013-09-19,6.0
73,2013-09-23,71.0
74,2013-09-28,2.0
75,2013-09-30,2.0
76,2013-10-04,3.0
77,2013-10-05,42.0
78,2013-10-07,2.5
79,2013-10-09,3.0
80,2013-10-20,1.0
81,2013-10-22,2.0
82,2013-10-25,2.0
83,2013-10-26,1.0
84,2013-10-27,4.5
85,2013-10-31,1.0
86,2013-11-01,1.5
87,2013-11-06,0.5
88,2013-11-09,0.5
89,2013-11-11,1.0
90,2013-11-17,4.0
91,2013-11-19,4.0
92,2013-11-22,2.0
93,2013-11-25,4.5
94,2013-11-28,1.5
95,2013-11-30,2.0
96,2013-12-08,1.0
97,2013-12-09,3.5
98,2013-12-15,1.0
99,2013-12-16,3.0
100,2013-12-29,1.5
