Day,Date,Revenue
1,2013-01-01,4.0
2,2013-01-02,1.0
3,2013-01-04,1.5
4,2013-01-05,1.5
5,2013-01-06,4.3
6,2013-01-07,2.0
7,2013-01-08,2.0
8,2013-01-09,5.0
9,2013-01-10,4.5
10,2013-01-12,2.0
11,2013-01-13,3.0
12,2013-01-15,3.0
13,2013-01-19,1.0
14,2013-01-20,2.0
15,2013-01-21,6.5
16,2013-01-22,1.5
17,2013-01-26,3.0
18,2013-01-27,1.0
19,2013-01-28,1.5
20,2013-01-29,4.0
21,2013-01-30,1.0
22,2013-01-31,4.0
23,2013-02-01,5.5
24,2013-02-02,2.5
25,2013-02-04,4.5
26,2013-02-06,3.0
27,2013-02-07,2.0
28,2013-02-09,10.0
29,2013-02-10,1.0
30,2013-02-11,3.0
31,2013-02-12,1.5
32,2013-02-13,2.5
33,2013-02-15,3.0
34,2013-02-16,6.0
35,2013-02-17,5.0
36,2013-02-18,4.0
37,2013-02-20,2.0
38,2013-02-21,1.0
39,2013-02-22,3.5
40,2013-02-23,1.0
41,2013-02-24,3.0
42,2013-03-01,32.0
43,2013-03-02,22.12
44,2013-03-03,3.0
45,2013-03-04,5.0
46,2013-03-05,1.0
47,2013-03-06,2.0
48,2013-03-07,3.0
49,2013-03-08,4.0
50,2013-03-09,3.0
51,2013-03-10,5.0
52,2013-03-11,4.0
53,2013-03-12,5.0
54,2013-03-14,3.0
55,2013-03-15,5.0
56,2013-03-16,8.0
57,2013-03-17,3.5
58,2013-03-18,7.5
59,2013-03-21,1.0
60,2013-03-23,5.0
61,2013-03-24,15.5
62,2013-03-27,1.6600000000000001
63,2013-03-28,4.0
64,2013-03-30,4.5
65,2013-03-31,5.029999999999999
66,2013-04-01,8.0
67,2013-04-02,1.0
68,2013-04-03,3.5
69,2013-04-05,2.75
70,2013-04-06,1.0
71,2013-04-07,5.0
72,2013-04-08,1.0
73,2013-04-10,1.0
74,2013-04-11,8.5
75,2013-04-13,4.5
76,2013-04-14,2.0
77,2013-04-15,1.0
78,2013-04-16,3.0
79,2013-04-17,9.5
80,2013-04-18,8.0
81,2013-04-20,1.5
82,2013-04-21,5.5
83,2013-04-22,4.0
84,2013-04-23,1.0
85,2013-04-24,1.5
86,2013-04-25,3.5
87,2013-04-26,4.0
88,2013-04-27,13.5
89,2013-04-28,5.0
90,2013-04-29,1.0
91,2013-05-02,11.5
92,2013-05-03,2.0
93,2013-05-04,4.0
94,2013-05-05,2.0
95,2013-05-06,3.77
96,2013-05-07,2.0
97,2013-05-08,0.5
98,2013-05-09,2.0
99,2013-05-10,5.5
100,2013-05-11,3.0
101,2013-05-12,1.0
102,2013-05-13,1.5
103,2013-05-14,2.0
104,2013-05-15,5.0
105,2013-05-16,1.0
106,2013-05-17,2.0
107,2013-05-18,13.5
108,2013-05-19,4.5
109,2013-05-21,1.0
110,2013-05-22,2.0
111,2013-05-23,2.0
112,2013-05-24,2.0
113,2013-05-26,3.5
114,2013-05-28,1.0
115,2013-05-30,1.0
116,2013-06-01,4.0
117,2013-06-02,2.0
118,2013-06-03,1.0
119,2013-06-05,1.0
120,2013-06-06,1.0
121,2013-06-07,1.5
122,2013-06-08,8.0
123,2013-06-09,2.0
124,2013-06-10,1.0
125,2013-06-12,2.0
