Day,Date,Revenue
1,2013-01-01,1.0
2,2013-01-04,6.0
3,2013-01-05,1.0
4,2013-01-06,4.0
5,2013-01-08,1.0
6,2013-01-09,1.0
7,2013-01-10,1.0
8,2013-01-11,1.5
9,2013-01-14,1.0
10,2013-01-16,1.5
11,2013-01-21,1.0
12,2013-01-27,2.0
13,2013-01-28,1.0
14,2013-01-29,2.0
15,2013-01-31,22.0
16,2013-02-01,2.0
17,2013-02-06,4.0
18,2013-02-07,6.5
19,2013-02-08,2.0
20,2013-02-14,2.0
21,2013-02-16,1.0
22,2013-02-18,2.5
23,2013-02-22,2.0
24,2013-02-23,1.0
25,2013-02-25,1.5
26,2013-02-26,0.5
27,2013-02-27,6.0
28,2013-03-01,4.0
29,2013-03-02,2.5
30,2013-03-07,1.0
31,2013-03-09,1.0
32,2013-03-20,1.5
33,2013-03-21,1.0
34,2013-03-22,2.0
35,2013-03-25,0.5
36,2013-03-26,6.0
37,2013-03-30,1.0
38,2013-03-31,1.0
39,2013-04-02,1.0
40,2013-04-03,1.0
41,2013-04-06,3.5
42,2013-04-09,2.0
43,2013-04-12,3.0
44,2013-04-14,2.0
45,2013-04-16,5.5
46,2013-04-17,3.0
47,2013-04-18,5.5
48,2013-04-19,4.0
49,2013-04-22,1.0
50,2013-04-23,1.0
51,2013-04-25,1.0
52,2013-04-27,2.0
53,2013-04-28,2.5
54,2013-04-29,8.0
55,2013-05-01,4.5
56,2013-05-02,2.0
57,2013-05-03,0.5
58,2013-05-06,1.0
59,2013-05-07,1.0
60,2013-05-08,3.5
61,2013-05-10,1.0
62,2013-05-11,2.0
63,2013-05-15,0.5
64,2013-05-16,13.0
65,2013-05-18,0.5
66,2013-05-21,5.0
67,2013-05-23,3.5
68,2013-05-24,1.0
69,2013-05-27,1.0
70,2013-05-29,2.0
71,2013-05-30,1.0
72,2013-06-04,1.0
73,2013-06-05,1.0
74,2013-06-10,19.0
75,2013-06-11,4.0
76,2013-06-12,1.0
77,2013-06-13,1.0
78,2013-06-15,1.0
79,2013-06-16,1.0
80,2013-06-18,1.0
81,2013-06-19,1.0
82,2013-06-21,1.0
83,2013-06-22,1.0
84,2013-06-23,3.0
85,2013-06-24,1.0
86,2013-06-25,2.0
87,2013-06-27,4.0
88,2013-06-29,0.5
89,2013-06-30,2.0
90,2013-07-01,8.0
91,2013-07-09,1.0
92,2013-07-11,2.0
