Day,Date,Revenue
1,2013-01-01,15.5
2,2013-01-02,9.0
3,2013-01-03,9.5
4,2013-01-04,32.0
5,2013-01-05,8.5
6,2013-01-06,4.5
7,2013-01-07,29.5
8,2013-01-08,2.5
9,2013-01-09,6.5
10,2013-01-10,26.5
11,2013-01-11,31.0
12,2013-01-12,21.0
13,2013-01-13,6.0
14,2013-01-14,6.5
15,2013-01-15,4.5
16,2013-01-16,10.5
17,2013-01-17,4.5
18,2013-01-19,12.0
19,2013-01-20,90.5
20,2013-01-21,15.25
21,2013-01-22,58.0
22,2013-01-23,9.0
23,2013-01-24,22.5
24,2013-01-25,7.5
25,2013-01-26,47.0
26,2013-01-27,9.5
27,2013-01-28,21.0
28,2013-01-29,3.0
29,2013-01-30,5.5
30,2013-01-31,18.5
31,2013-02-01,33.0
32,2013-02-02,24.0
33,2013-02-03,1438.49
34,2013-02-04,14.0
35,2013-02-05,10.24
36,2013-02-06,5.5
37,2013-02-07,12.0
38,2013-02-08,16.5
39,2013-02-09,59.0
40,2013-02-10,6.5
41,2013-02-11,11.0
42,2013-02-12,11.0
43,2013-02-13,11.0
44,2013-02-14,10.5
45,2013-02-15,21.0
46,2013-02-16,34.0
47,2013-02-17,27.0
48,2013-02-18,66.5
49,2013-02-19,55.5
50,2013-02-20,12.0
51,2013-02-21,24.0
52,2013-02-22,12.5
53,2013-02-23,34.5
54,2013-02-24,15.0
55,2013-02-25,14.5
56,2013-02-26,26.5
57,2013-02-27,12.5
58,2013-02-28,20.5
59,2013-03-01,27.53
60,2013-03-02,20.0
61,2013-03-03,19.0
62,2013-03-04,19.0
63,2013-03-05,19.0
64,2013-03-06,5.5
65,2013-03-07,27.25
66,2013-03-08,57.5
67,2013-03-09,42.0
68,2013-03-10,25.0
69,2013-03-11,13.5
70,2013-03-12,17.5
71,2013-03-13,19.0
72,2013-03-14,26.5
73,2013-03-15,75.5
74,2013-03-16,64.5
75,2013-03-17,46.0
76,2013-03-18,10.5
77,2013-03-19,40.0
78,2013-03-20,18.0
79,2013-03-21,16.5
80,2013-03-22,26.5
81,2013-03-23,18.0
82,2013-03-24,27.75
83,2013-03-25,14.5
84,2013-03-26,10.5
85,2013-03-27,9.5
86,2013-03-28,13.5
87,2013-03-29,27.5
88,2013-03-30,19.5
89,2013-03-31,19.5
90,2013-04-01,41.0
91,2013-04-02,7.5
92,2013-04-03,18.0
93,2013-04-04,32.0
94,2013-04-05,27.0
95,2013-04-06,32.61
96,2013-04-07,20.5
97,2013-04-08,9.5
98,2013-04-09,8.5
99,2013-04-10,9.5
100,2013-04-11,15.0
101,2013-04-12,38.5
102,2013-04-13,7.5
103,2013-04-14,40.0
104,2013-04-15,12.0
105,2013-04-16,12.5
106,2013-04-17,12.5
107,2013-04-18,14.5
108,2013-04-19,31.5
109,2013-04-20,33.0
110,2013-04-21,19.0
111,2013-04-22,32.0
112,2013-04-23,26.0
113,2013-04-24,21.5
114,2013-04-25,38.0
115,2013-04-26,67.5
116,2013-04-27,37.0
117,2013-04-28,32.5
118,2013-04-29,17.0
119,2013-04-30,56.5
120,2013-05-01,14.0
121,2013-05-02,22.0
122,2013-05-03,30.04
123,2013-05-04,26.0
124,2013-05-05,56.0
125,2013-05-06,23.5
126,2013-05-07,17.5
127,2013-05-08,45.5
128,2013-05-09,19.0
129,2013-05-10,25.0
130,2013-05-11,65.5
131,2013-05-12,19.5
132,2013-05-13,39.0
133,2013-05-14,42.0
134,2013-05-15,26.5
135,2013-05-16,25.0
136,2013-05-17,38.28
137,2013-05-18,88.03
138,2013-05-19,39.5
139,2013-05-20,36.0
140,2013-05-21,39.0
141,2013-05-22,38.0
142,2013-05-23,30.5
143,2013-05-24,28.0
144,2013-05-25,31.5
145,2013-05-26,33.5
146,2013-05-27,21.0
147,2013-05-28,17.5
148,2013-05-29,16.0
149,2013-05-30,43.01
150,2013-05-31,38.0
151,2013-06-01,26.5
152,2013-06-02,9.5
153,2013-06-03,43.0
154,2013-06-04,33.16
155,2013-06-05,11.0
156,2013-06-06,25.0
157,2013-06-07,26.5
158,2013-06-08,110.0
159,2013-06-09,15.0
160,2013-06-10,30.5
161,2013-06-11,62.0
162,2013-06-12,61.0
163,2013-06-13,23.5
164,2013-06-14,48.5
165,2013-06-15,96.5
166,2013-06-16,33.5
167,2013-06-17,101.0
168,2013-06-18,40.0
169,2013-06-19,133.5
170,2013-06-20,19.0
171,2013-06-21,29.5
172,2013-06-22,26.0
173,2013-06-23,24.0
174,2013-06-24,31.5
175,2013-06-25,30.5
176,2013-06-26,8.5
177,2013-06-27,12.0
178,2013-06-28,50.0
179,2013-06-29,47.75
180,2013-06-30,29.0
181,2013-07-01,30.0
182,2013-07-02,52.5
183,2013-07-03,43.5
184,2013-07-04,89.0
185,2013-07-05,54.5
186,2013-07-06,89.25
187,2013-07-07,67.5
188,2013-07-08,56.0
189,2013-07-09,21.0
190,2013-07-10,9.5
191,2013-07-11,33.0
192,2013-07-12,65.0
193,2013-07-13,69.5
194,2013-07-14,108.03
195,2013-07-15,80.44
196,2013-07-16,12.0
197,2013-07-17,75.0
198,2013-07-18,50.5
199,2013-07-19,89.0
200,2013-07-20,63.0
201,2013-07-21,90.5
202,2013-07-22,37.0
203,2013-07-23,31.0
204,2013-07-24,19.5
205,2013-07-25,32.5
206,2013-07-26,62.0
207,2013-07-27,52.0
208,2013-07-28,28.5
209,2013-07-29,24.0
210,2013-07-30,83.0
211,2013-07-31,84.01
212,2013-08-01,35.0
