Day,Date,Revenue
1,2013-01-01,62.34
2,2013-01-02,88.0
3,2013-01-03,116.0
4,2013-01-04,112.0
5,2013-01-05,86.0
6,2013-01-06,48.5
7,2013-01-07,96.0
8,2013-01-08,99.5
9,2013-01-09,69.0
10,2013-01-10,97.5
11,2013-01-11,98.5
12,2013-01-12,149.0
13,2013-01-13,51.0
14,2013-01-14,63.5
15,2013-01-15,66.0
16,2013-01-16,90.5
17,2013-01-17,72.51
18,2013-01-18,158.5
19,2013-01-19,138.0
20,2013-01-20,120.56
21,2013-01-21,145.0
22,2013-01-22,68.41
23,2013-01-23,72.03999999999999
24,2013-01-24,127.5
25,2013-01-25,135.5
26,2013-01-26,113.5
27,2013-01-27,104.5
28,2013-01-28,91.5
29,2013-01-29,84.5
30,2013-01-30,140.5
31,2013-01-31,141.5
32,2013-02-01,132.8
33,2013-02-02,163.84
34,2013-02-03,82.5
35,2013-02-04,95.0
36,2013-02-05,82.5
37,2013-02-06,104.0
38,2013-02-07,8949.11
39,2013-02-08,153.5
40,2013-02-09,136.5
41,2013-02-10,148.5
42,2013-02-11,117.5
43,2013-02-12,111.5
44,2013-02-13,186.0
45,2013-02-14,179.0
46,2013-02-15,195.25
47,2013-02-16,206.0
48,2013-02-17,155.5
49,2013-02-18,222.0
50,2013-02-19,133.0
51,2013-02-20,158.0
52,2013-02-21,160.5
53,2013-02-22,140.5
54,2013-02-23,160.0
55,2013-02-24,91.5
56,2013-02-25,91.5
57,2013-02-26,64.0
58,2013-02-27,105.0
59,2013-02-28,122.5
60,2013-03-01,158.5
61,2013-03-02,160.0
62,2013-03-03,94.0
63,2013-03-04,106.0
64,2013-03-05,76.5
65,2013-03-06,185.51
66,2013-03-07,166.39999999999998
67,2013-03-08,131.5
68,2013-03-09,151.5
69,2013-03-10,139.5
70,2013-03-11,160.5
71,2013-03-12,142.5
72,2013-03-13,177.0
73,2013-03-14,223.0
74,2013-03-15,190.5
75,2013-03-16,173.0
76,2013-03-17,130.0
77,2013-03-18,173.5
78,2013-03-19,142.0
79,2013-03-20,158.0
80,2013-03-21,263.5
81,2013-03-22,234.5
82,2013-03-23,284.5
83,2013-03-24,154.5
84,2013-03-25,221.0
85,2013-03-26,162.5
86,2013-03-27,179.94
87,2013-03-28,181.5
88,2013-03-29,257.5
89,2013-03-30,226.0
90,2013-03-31,159.0
91,2013-04-01,210.0
92,2013-04-02,222.5
93,2013-04-03,277.02
94,2013-04-04,247.0
95,2013-04-05,298.5
96,2013-04-06,241.0
97,2013-04-07,108.0
98,2013-04-08,174.06
99,2013-04-09,120.5
100,2013-04-10,122.5
101,2013-04-11,171.5
102,2013-04-12,258.75
103,2013-04-13,201.5
104,2013-04-14,141.5
105,2013-04-15,142.8
106,2013-04-16,101.0
107,2013-04-17,204.5
108,2013-04-18,165.55
109,2013-04-19,282.02
110,2013-04-20,222.5
111,2013-04-21,184.0
112,2013-04-22,155.15
113,2013-04-23,130.0
114,2013-04-24,193.5
115,2013-04-25,214.5
116,2013-04-26,177.16
117,2013-04-27,142.5
118,2013-04-28,147.0
119,2013-04-29,95.0
120,2013-04-30,153.0
121,2013-05-01,130.5
122,2013-05-02,194.05
123,2013-05-03,233.0
124,2013-05-04,181.51
125,2013-05-05,109.5
126,2013-05-06,236.0
127,2013-05-07,143.5
128,2013-05-08,104.75
129,2013-05-09,155.94
130,2013-05-10,282.94
131,2013-05-11,181.5
132,2013-05-12,112.5
133,2013-05-13,156.5
134,2013-05-14,121.0
135,2013-05-15,128.5
136,2013-05-16,213.85
137,2013-05-17,194.5
138,2013-05-18,202.5
139,2013-05-19,151.0
140,2013-05-20,159.11
141,2013-05-21,116.5
142,2013-05-22,122.5
143,2013-05-23,227.5
144,2013-05-24,245.5
145,2013-05-25,270.0
146,2013-05-26,225.5
147,2013-05-27,162.0
148,2013-05-28,144.0
149,2013-05-29,116.5
150,2013-05-30,235.0
151,2013-05-31,210.75
152,2013-06-01,125.0
153,2013-06-02,152.0
154,2013-06-03,127.05
155,2013-06-04,114.0
156,2013-06-05,125.5
157,2013-06-06,236.0
158,2013-06-07,217.38
159,2013-06-08,245.0
160,2013-06-09,265.0
161,2013-06-10,173.0
162,2013-06-11,167.0
163,2013-06-12,184.1
164,2013-06-13,313.0
165,2013-06-14,518.0
166,2013-06-15,610.5
167,2013-06-16,348.5
168,2013-06-17,281.5
169,2013-06-18,151.5
170,2013-06-19,167.0
171,2013-06-20,290.5
172,2013-06-21,191.5
173,2013-06-22,212.0
174,2013-06-23,191.0
