Day,Date,Revenue
1,2013-01-01,55.0
2,2013-01-02,11.5
3,2013-01-03,13.5
4,2013-01-04,8.5
5,2013-01-05,23.0
6,2013-01-06,16.5
7,2013-01-07,18.0
8,2013-01-08,9.0
9,2013-01-09,9.0
10,2013-01-10,10.5
11,2013-01-11,49.5
12,2013-01-12,22.5
13,2013-01-13,29.5
14,2013-01-14,13.0
15,2013-01-15,8.0
16,2013-01-16,25.5
17,2013-01-17,19.0
18,2013-01-18,21.5
19,2013-01-19,23.5
20,2013-01-20,14.5
21,2013-01-21,13.0
22,2013-01-22,19.0
23,2013-01-23,8.5
24,2013-01-24,15.5
25,2013-01-25,47.0
26,2013-01-26,21.5
27,2013-01-27,15.5
28,2013-01-28,13.0
29,2013-01-29,10.5
30,2013-01-30,7.5
31,2013-01-31,39.0
32,2013-02-01,16.0
33,2013-02-02,18.5
34,2013-02-03,16.0
35,2013-02-04,29.5
36,2013-02-05,13.0
37,2013-02-06,12.0
38,2013-02-07,21.0
39,2013-02-08,32.0
40,2013-02-09,38.0
41,2013-02-10,16.5
42,2013-02-11,18.0
43,2013-02-12,15.0
44,2013-02-13,17.5
45,2013-02-14,52.0
46,2013-02-15,47.0
47,2013-02-16,38.5
48,2013-02-17,33.5
49,2013-02-18,22.0
50,2013-02-19,41.0
51,2013-02-20,14.0
52,2013-02-21,39.5
53,2013-02-22,17.0
54,2013-02-23,33.0
55,2013-02-24,24.0
56,2013-02-25,31.5
57,2013-02-26,14.5
58,2013-02-27,14.0
59,2013-02-28,33.36
60,2013-03-01,31.0
61,2013-03-02,47.5
62,2013-03-03,17.0
63,2013-03-04,15.05
64,2013-03-05,11.5
65,2013-03-06,20.75
66,2013-03-07,22.0
67,2013-03-08,22.5
68,2013-03-09,27.5
69,2013-03-10,33.0
70,2013-03-11,14.0
71,2013-03-12,18.0
72,2013-03-13,16.0
73,2013-03-14,33.0
74,2013-03-15,36.0
75,2013-03-16,62.5
76,2013-03-17,50.0
77,2013-03-18,30.5
78,2013-03-19,76.0
79,2013-03-20,29.5
80,2013-03-21,30.5
81,2013-03-22,37.5
82,2013-03-23,44.0
83,2013-03-24,23.5
84,2013-03-25,34.5
85,2013-03-26,14.5
86,2013-03-27,29.5
87,2013-03-28,29.5
88,2013-03-29,23.0
89,2013-03-30,24.5
90,2013-03-31,36.0
91,2013-04-01,27.5
92,2013-04-02,25.5
93,2013-04-03,17.0
94,2013-04-04,23.0
95,2013-04-05,37.0
96,2013-04-06,53.0
97,2013-04-07,39.5
98,2013-04-08,21.5
99,2013-04-09,23.02
100,2013-04-10,129.0
101,2013-04-11,39.5
102,2013-04-12,42.0
103,2013-04-13,54.5
104,2013-04-14,21.0
105,2013-04-15,13.0
106,2013-04-16,13.5
107,2013-04-17,13.5
108,2013-04-18,25.0
109,2013-04-19,38.0
110,2013-04-20,30.0
111,2013-04-21,1714.88
112,2013-04-22,16.0
113,2013-04-23,8.5
114,2013-04-24,38.5
115,2013-04-25,30.5
116,2013-04-26,34.08
117,2013-04-27,32.5
118,2013-04-28,49.0
119,2013-04-29,25.61
120,2013-04-30,16.0
121,2013-05-01,13.5
122,2013-05-02,27.5
123,2013-05-03,24.0
124,2013-05-04,37.5
125,2013-05-05,19.0
126,2013-05-06,38.0
127,2013-05-07,18.0
128,2013-05-08,34.5
129,2013-05-09,18.0
130,2013-05-10,57.5
131,2013-05-11,44.0
132,2013-05-12,30.0
133,2013-05-13,21.5
134,2013-05-14,19.0
135,2013-05-15,209.0
136,2013-05-16,36.5
137,2013-05-17,78.0
138,2013-05-18,62.5
139,2013-05-19,32.0
140,2013-05-20,42.0
141,2013-05-21,61.55
142,2013-05-22,33.0
143,2013-05-23,25.5
144,2013-05-24,37.5
145,2013-05-25,46.0
146,2013-05-26,58.0
147,2013-05-27,35.0
148,2013-05-28,32.0
149,2013-05-29,16.5
150,2013-05-30,13.0
151,2013-05-31,60.0
152,2013-06-01,73.5
153,2013-06-02,45.0
154,2013-06-03,1023.11
155,2013-06-04,22.5
156,2013-06-05,36.5
157,2013-06-06,26.5
158,2013-06-07,41.0
159,2013-06-08,55.5
160,2013-06-09,39.0
161,2013-06-10,22.5
162,2013-06-11,32.5
163,2013-06-12,46.5
164,2013-06-13,65.5
165,2013-06-14,66.5
166,2013-06-15,110.03999999999999
167,2013-06-16,83.0
168,2013-06-17,72.5
169,2013-06-18,57.56
170,2013-06-19,44.0
171,2013-06-20,41.0
172,2013-06-21,45.0
173,2013-06-22,40.0
