Day,Date,Revenue
1,2013-01-01,95.0
2,2013-01-02,47.0
3,2013-01-03,3.0
4,2013-01-04,5.0
5,2013-01-05,28.5
6,2013-01-06,14.5
7,2013-01-07,35.0
8,2013-01-08,16.5
9,2013-01-09,23.0
10,2013-01-10,21.0
11,2013-01-11,26.5
12,2013-01-12,21.5
13,2013-01-13,7.0
14,2013-01-14,43.5
15,2013-01-15,46.5
16,2013-01-16,18.0
17,2013-01-17,9.0
18,2013-01-18,16.5
19,2013-01-19,87.0
20,2013-01-20,9.5
21,2013-01-21,19.5
22,2013-01-22,38.5
23,2013-01-23,49.5
24,2013-01-24,25.0
25,2013-01-25,33.5
26,2013-01-26,27.5
27,2013-01-27,29.0
28,2013-01-28,43.0
29,2013-01-29,11.0
30,2013-01-30,23.1
31,2013-01-31,7.5
32,2013-02-01,13.0
33,2013-02-02,8.0
34,2013-02-03,29.5
35,2013-02-04,20.0
36,2013-02-05,3.5
37,2013-02-06,38.0
38,2013-02-07,21.5
39,2013-02-08,15.5
40,2013-02-09,45.0
41,2013-02-10,28.0
42,2013-02-11,12.0
43,2013-02-12,14.0
44,2013-02-13,10.5
45,2013-02-14,63.5
46,2013-02-15,20.0
47,2013-02-16,23.5
48,2013-02-17,37.25
49,2013-02-18,93.5
50,2013-02-19,17.0
51,2013-02-20,16.5
52,2013-02-21,27.0
53,2013-02-22,13.0
54,2013-02-23,9.0
55,2013-02-24,49.5
56,2013-02-25,23.5
57,2013-02-26,46.0
58,2013-02-27,18.0
59,2013-02-28,8.5
60,2013-03-01,150.0
61,2013-03-02,57.5
62,2013-03-03,5.0
63,2013-03-04,49.0
64,2013-03-05,26.5
65,2013-03-06,28.509999999999998
66,2013-03-07,69.65
67,2013-03-08,15.0
68,2013-03-09,23.0
69,2013-03-10,28.5
70,2013-03-11,140.0
71,2013-03-12,25.5
72,2013-03-13,24.5
73,2013-03-14,9.0
74,2013-03-15,6.0
75,2013-03-16,63.0
76,2013-03-17,23.0
77,2013-03-18,78.0
78,2013-03-19,45.0
79,2013-03-20,51.0
80,2013-03-21,13.0
