Day,Date,Revenue
1,2013-01-01,8.25
2,2013-01-02,6.0
3,2013-01-03,3.0
4,2013-01-04,9.25
5,2013-01-05,7.0
6,2013-01-06,4.0
7,2013-01-07,3.0
8,2013-01-08,6.75
9,2013-01-09,5.0
10,2013-01-10,6.5
11,2013-01-11,5.0
12,2013-01-12,9.5
13,2013-01-13,8.0
14,2013-01-14,16.0
15,2013-01-15,12.0
16,2013-01-16,6.25
17,2013-01-17,5.0
18,2013-01-18,6.5
19,2013-01-19,7.0
20,2013-01-20,1.0
21,2013-01-21,3.0
22,2013-01-22,3.25
23,2013-01-23,8.0
24,2013-01-24,9.0
25,2013-01-25,3.75
26,2013-01-26,4.75
27,2013-01-27,7.0
28,2013-01-28,6.25
29,2013-01-29,2.0
30,2013-01-30,29.66
31,2013-01-31,10.25
32,2013-02-01,11.25
33,2013-02-02,17.0
34,2013-02-03,41.0
35,2013-02-04,34.35
36,2013-02-05,6.0
37,2013-02-06,7.0
38,2013-02-07,9.75
39,2013-02-08,19.0
40,2013-02-09,12.75
41,2013-02-10,3.5
42,2013-02-11,10.0
43,2013-02-12,9.5
44,2013-02-13,4.0
45,2013-02-14,9.5
46,2013-02-15,13.25
47,2013-02-16,7.75
48,2013-02-17,467.36
49,2013-02-19,20.0
50,2013-02-20,9.75
51,2013-02-21,1.25
52,2013-02-22,12.0
53,2013-02-23,8.0
54,2013-02-24,21.0
55,2013-02-25,5.0
56,2013-02-26,7.0
57,2013-02-27,11.059999999999999
58,2013-02-28,3.5
59,2013-03-01,13.0
60,2013-03-02,33.25
61,2013-03-03,14.25
62,2013-03-04,20.25
63,2013-03-05,11.5
64,2013-03-06,7.75
65,2013-03-07,10.0
66,2013-03-08,39.75
67,2013-03-09,4.0
68,2013-03-10,7.0
69,2013-03-11,6.5
70,2013-03-12,5.0
71,2013-03-13,5.75
72,2013-03-14,11.0
73,2013-03-15,3.0
74,2013-03-16,26.5
75,2013-03-17,7.0
76,2013-03-18,8.0
77,2013-03-19,2.0
78,2013-03-20,6.75
79,2013-03-21,7.0
80,2013-03-22,8.25
81,2013-03-23,9.5
82,2013-03-24,10.5
83,2013-03-25,15.5
84,2013-03-26,10.5
85,2013-03-27,10.0
86,2013-03-28,44.0
87,2013-03-29,8.5
88,2013-03-30,12.0
89,2013-03-31,28.25
90,2013-04-01,6.5
91,2013-04-02,4.0
92,2013-04-03,25.5
93,2013-04-04,1.0
94,2013-04-05,7.0
95,2013-04-06,11.0
96,2013-04-07,8.25
97,2013-04-08,3.0
98,2013-04-09,18.0
99,2013-04-10,4.5
100,2013-04-11,6.25
101,2013-04-12,6.25
102,2013-04-13,8.25
103,2013-04-14,6.0
104,2013-04-15,8.5
105,2013-04-16,7.75
106,2013-04-17,6.0
107,2013-04-18,5.0
108,2013-04-19,49.5
109,2013-04-20,7.5
110,2013-04-21,12.0
111,2013-04-22,5.0
112,2013-04-23,1.75
113,2013-04-24,6.5
114,2013-04-25,4.0
115,2013-04-26,6.0
116,2013-04-27,8.5
117,2013-04-28,4.0
118,2013-04-29,4.0
119,2013-04-30,4.0
120,2013-05-01,21.55
121,2013-05-02,6.5
122,2013-05-03,81.5
123,2013-05-04,9.0
124,2013-05-05,26.0
125,2013-05-06,2.0
126,2013-05-07,7.0
127,2013-05-08,9.0
128,2013-05-09,7.0
129,2013-05-10,5.0
130,2013-05-11,7.0
131,2013-05-12,7.5
132,2013-05-13,14.0
133,2013-05-14,2.0
134,2013-05-16,6.5
135,2013-05-17,19.5
136,2013-05-18,27.0
137,2013-05-19,1.75
138,2013-05-20,8.0
139,2013-05-21,3.0
140,2013-05-22,6.25
141,2013-05-23,18.75
142,2013-05-24,15.25
143,2013-05-25,7.5
144,2013-05-26,4.0
145,2013-05-27,28.75
146,2013-05-28,7.0
147,2013-05-29,4.5
148,2013-05-30,22.0
149,2013-05-31,25.75
150,2013-06-01,10.0
151,2013-06-02,7.0
152,2013-06-03,6.25
153,2013-06-04,14.0
154,2013-06-05,9.0
155,2013-06-06,7.5
156,2013-06-07,27.25
157,2013-06-08,4.0
158,2013-06-09,10.5
159,2013-06-10,5.5
160,2013-06-11,8.25
161,2013-06-12,4.0
162,2013-06-13,19.25
163,2013-06-14,9.75
164,2013-06-15,6.75
165,2013-06-16,414.92
166,2013-06-17,50.75
167,2013-06-18,5.25
168,2013-06-19,9.25
169,2013-06-20,11.0
170,2013-06-21,11.0
171,2013-06-22,29.5
172,2013-06-23,30.5
173,2013-06-24,2.0
174,2013-06-25,15.5
175,2013-06-26,11.0
176,2013-06-27,1.75
177,2013-06-28,23.25
178,2013-06-29,4.75
179,2013-06-30,2.0
180,2013-07-01,1.0
181,2013-07-02,1.75
182,2013-07-03,6.5
183,2013-07-04,3.5
184,2013-07-05,8.5
185,2013-07-06,10.5
186,2013-07-07,2.0
187,2013-07-08,9.0
188,2013-07-09,25.75
189,2013-07-11,8.5
190,2013-07-12,13.75
191,2013-07-13,19.0
192,2013-07-14,83.52
193,2013-07-15,3.75
194,2013-07-16,15.75
195,2013-07-17,4.5
196,2013-07-18,6.0
197,2013-07-19,9.5
198,2013-07-20,13.5
199,2013-07-21,1.0
200,2013-07-22,21.0
201,2013-07-23,17.0
202,2013-07-24,7.0
203,2013-07-25,7.0
204,2013-07-26,20.0
205,2013-07-27,5.75
206,2013-07-28,14.25
207,2013-07-29,4.0
208,2013-07-30,5.25
209,2013-07-31,5.0
210,2013-08-01,2.75
211,2013-08-02,9.75
212,2013-08-03,6.0
213,2013-08-04,5.5
214,2013-08-05,3.0
215,2013-08-06,6.5
216,2013-08-07,11.0
217,2013-08-08,4.0
218,2013-08-09,6.0
219,2013-08-10,26.75
220,2013-08-11,7.25
221,2013-08-12,4.75
222,2013-08-13,1.5
223,2013-08-14,2.75
224,2013-08-15,4.0
225,2013-08-16,18.75
226,2013-08-17,8.75
227,2013-08-18,5.0
228,2013-08-19,6.0
229,2013-08-20,8.25
230,2013-08-21,9.5
231,2013-08-22,20.5
232,2013-08-23,12.5
233,2013-08-24,5.0
234,2013-08-25,6.25
235,2013-08-26,2.0
236,2013-08-27,6.0
237,2013-08-28,12.0
238,2013-08-29,12.5
239,2013-08-30,55.0
240,2013-08-31,10.5
241,2013-09-01,10.0
242,2013-09-02,1.0
243,2013-09-03,3.75
244,2013-09-04,3.25
245,2013-09-05,11.0
246,2013-09-06,5.5
247,2013-09-07,21.63
248,2013-09-08,10.75
249,2013-09-09,10.0
250,2013-09-10,7.75
251,2013-09-11,16.5
252,2013-09-12,4.5
253,2013-09-13,26.75
254,2013-09-14,14.0
255,2013-09-15,7.0
256,2013-09-16,54.0
257,2013-09-17,3.75
258,2013-09-18,6.5
259,2013-09-19,20.5
260,2013-09-20,3.0
261,2013-09-21,12.75
262,2013-09-22,5.75
263,2013-09-23,0.75
264,2013-09-24,12.0
265,2013-09-25,44.0
266,2013-09-26,5.0
267,2013-09-27,13.0
268,2013-09-28,3.0
269,2013-09-29,7.5
270,2013-10-01,2.0
271,2013-10-02,7.0
272,2013-10-03,1.5
273,2013-10-04,6.0
274,2013-10-05,4.0
275,2013-10-06,8.25
276,2013-10-07,10.25
277,2013-10-08,2.5
278,2013-10-09,18.0
279,2013-10-10,8.5
280,2013-10-11,2.0
281,2013-10-12,15.25
282,2013-10-13,3.25
283,2013-10-14,7.0
284,2013-10-15,3.75
285,2013-10-16,4.25
286,2013-10-17,4.0
