Day,Date,Revenue
1,2013-01-03,0.5
2,2013-01-08,1.0
3,2013-01-10,3.0
4,2013-01-15,1.0
5,2013-01-28,3.0
6,2013-02-05,1.5
7,2013-02-12,2.5
8,2013-02-14,0.5
9,2013-02-19,1.0
10,2013-02-21,1.0
11,2013-02-27,0.5
12,2013-02-28,0.5
13,2013-03-05,1.0
14,2013-03-14,1.0
15,2013-03-19,1.0
16,2013-03-26,3.0
17,2013-04-02,2.0
18,2013-04-03,3.0
19,2013-04-11,1.0
20,2013-04-16,1.5
21,2013-04-18,0.5
22,2013-04-23,2.5
23,2013-05-07,3.5
24,2013-05-21,0.5
25,2013-05-22,3.0
26,2013-05-24,2.0
27,2013-06-15,2.0
28,2013-06-26,1.0
29,2013-07-09,2.5
30,2013-07-10,3.0
31,2013-07-12,2.5
32,2013-07-21,24.0
33,2013-07-26,1.0
34,2013-08-07,2.5
35,2013-08-15,1.5
36,2013-08-20,3.5
37,2013-08-22,2.0
38,2013-09-12,1.0
39,2013-10-08,1.5
40,2013-10-20,1.0
41,2013-10-21,1.0
42,2013-11-26,1.5
43,2013-12-01,1.0
44,2013-12-06,1.0
45,2013-12-08,2.0
46,2014-01-03,14.05
47,2014-01-04,28.65
48,2014-01-06,15.25
49,2014-01-10,14.45
50,2014-01-11,51.900000000000006
51,2014-01-13,25.45
52,2014-01-18,19.05
53,2014-01-21,13.25
54,2014-01-22,30.45
55,2014-01-25,28.65
56,2014-01-28,7.25
57,2014-01-31,26.05
58,2014-02-02,4.45
59,2014-02-04,3.45
60,2014-02-05,19.3
61,2014-02-07,39.7
62,2014-02-09,30.85
63,2014-02-10,7.85
64,2014-02-14,25.65
65,2014-02-18,6.05
66,2014-02-19,13.25
67,2014-02-20,11.6
68,2014-02-21,37.7
69,2014-02-22,27.85
70,2014-02-23,28.05
71,2014-02-24,67.15
72,2014-02-27,33.5
73,2014-03-01,34.9
74,2014-03-02,10.6
75,2014-03-03,29.7
76,2014-03-04,25.65
77,2014-03-05,26.05
78,2014-03-06,27.85
79,2014-03-07,59.75
80,2014-03-09,5.25
81,2014-03-10,26.05
82,2014-03-11,26.25
83,2014-03-12,8.05
84,2014-03-13,34.45
85,2014-03-14,35.5
86,2014-03-16,30.85
87,2014-03-17,14.25
88,2014-03-18,50.3
89,2014-03-21,30.85
90,2014-03-31,17.25
91,2014-04-03,18.45
92,2014-04-05,45.3
93,2014-04-09,13.65
94,2014-04-11,12.05
95,2014-04-17,7.05
96,2014-04-18,9.25
97,2014-04-19,28.45
98,2014-04-24,4.45
99,2014-04-25,3.25
100,2014-04-27,4.85
101,2014-05-03,23.65
102,2014-05-08,6.45
103,2014-05-13,13.25
104,2014-05-14,20.1
105,2014-05-15,13.45
106,2014-05-16,15.25
107,2014-05-22,30.05
108,2014-05-27,30.85
109,2014-05-29,12.05
110,2014-06-04,39.4
111,2014-06-05,24.3
112,2014-06-09,45.1
113,2014-06-10,17.400000000000002
114,2014-06-12,18.1
115,2014-06-14,13.05
116,2014-06-17,3.45
117,2014-06-19,3.25
118,2014-06-22,5.45
119,2014-06-26,3.25
120,2014-06-27,13.75
121,2014-06-29,3.25
122,2014-07-01,13.85
123,2014-07-04,16.45
124,2014-07-07,3.25
125,2014-07-12,38.65
126,2014-07-16,17.7
127,2014-07-21,3.25
128,2014-07-29,17.45
129,2014-07-30,16.85
130,2014-08-07,7.05
131,2014-08-08,6.5
132,2014-08-12,13.85
133,2014-08-14,15.25
134,2014-08-26,11.5
135,2014-09-02,16.8
136,2014-09-04,30.05
137,2014-09-07,9.45
138,2014-09-12,3.25
139,2014-09-14,17.45
140,2014-09-18,11.45
141,2014-09-24,6.65
142,2014-09-30,16.6
143,2014-10-01,8.05
144,2014-10-05,60.3
145,2014-10-06,12.25
146,2014-10-16,3.25
147,2014-10-17,31.45
148,2014-10-20,64.05
149,2014-10-21,13.9
150,2014-10-25,18.85
151,2014-10-26,17.85
152,2014-11-04,11.6
153,2014-11-05,39.85
154,2014-11-07,3.25
155,2014-11-13,13.5
156,2014-11-21,3.25
157,2014-11-23,14.9
