Day,Date,Revenue
1,2013-01-01,2.0
2,2013-01-04,4.0
3,2013-01-06,4.5
4,2013-01-07,2.0
5,2013-01-08,2.0
6,2013-01-09,3.0
7,2013-01-11,16.0
8,2013-01-12,1.0
9,2013-01-13,3.0
10,2013-01-14,1.0
11,2013-01-15,1.0
12,2013-01-17,2.0
13,2013-01-18,3.0
14,2013-01-20,0.5
15,2013-01-22,11.5
16,2013-01-23,26.0
17,2013-01-24,1.5
18,2013-01-25,2.5
19,2013-01-26,34.5
20,2013-01-27,4.0
21,2013-01-28,8.5
22,2013-01-29,4.0
23,2013-01-30,1.0
24,2013-01-31,4.75
25,2013-02-02,7.5
26,2013-02-03,7.5
27,2013-02-04,5.0
28,2013-02-05,8.5
29,2013-02-06,4.5
30,2013-02-07,2.0
31,2013-02-08,2.0
32,2013-02-09,4.5
33,2013-02-10,5.0
34,2013-02-11,1.0
35,2013-02-12,6.5
36,2013-02-13,1.5
37,2013-02-14,3.0
38,2013-02-15,3.75
39,2013-02-16,43.5
40,2013-02-17,5.0
41,2013-02-18,2.0
42,2013-02-19,6.0
43,2013-02-20,2.0
44,2013-02-21,1.11
45,2013-02-22,1.0
46,2013-02-23,6.0
47,2013-02-24,1.0
48,2013-02-25,1.0
49,2013-02-26,1.0
50,2013-02-27,4.5
51,2013-02-28,2.5
52,2013-03-01,1.0
53,2013-03-02,1.0
54,2013-03-03,20.55
55,2013-03-04,5.0
56,2013-03-05,2.0
57,2013-03-06,2.0
58,2013-03-07,10.0
59,2013-03-08,6.0
60,2013-03-09,17.0
61,2013-03-10,15.25
62,2013-03-11,4.5
63,2013-03-12,2.0
64,2013-03-14,2.0
65,2013-03-15,2.0
66,2013-03-16,22.5
67,2013-03-17,5.5
68,2013-03-18,2.0
69,2013-03-19,1.0
70,2013-03-20,2.0
71,2013-03-21,13.0
72,2013-03-22,1.0
73,2013-03-23,3.0
74,2013-03-24,5.5
75,2013-03-25,5.0
76,2013-03-26,0.5
77,2013-03-27,5.0
78,2013-03-28,25.0
79,2013-03-29,10.0
80,2013-03-30,9.5
81,2013-04-01,2.0
82,2013-04-02,3.01
83,2013-04-03,5.0
84,2013-04-04,3.0
85,2013-04-05,1.0
86,2013-04-06,4.0
87,2013-04-07,5.0
88,2013-04-08,7.0
89,2013-04-09,3.5
90,2013-04-10,1.0
91,2013-04-11,13.0
92,2013-04-13,3.5
93,2013-04-14,1.0
94,2013-04-15,1.0
95,2013-04-16,4.0
96,2013-04-17,8.5
97,2013-04-19,3.0
98,2013-04-20,5.5
99,2013-04-21,18.5
100,2013-04-22,15.5
101,2013-04-23,3.0
102,2013-04-24,1.0
103,2013-04-26,5.71
104,2013-04-27,2.0
105,2013-04-28,8.0
106,2013-04-29,16.5
107,2013-04-30,3.0
108,2013-05-01,1.0
109,2013-05-02,5.0
110,2013-05-04,2.0
111,2013-05-05,11.5
112,2013-05-06,31.5
113,2013-05-07,2.5
114,2013-05-08,2.0
115,2013-05-09,6.0
116,2013-05-10,16.0
117,2013-05-11,6.0
118,2013-05-12,6.5
119,2013-05-13,1.0
120,2013-05-14,91.0
121,2013-05-15,1.0
122,2013-05-16,8.0
123,2013-05-17,2.0
124,2013-05-18,82.0
125,2013-05-19,13.5
126,2013-05-20,1.5
127,2013-05-21,4.0
128,2013-05-22,42.0
129,2013-05-23,1.0
130,2013-05-24,10.5
131,2013-05-25,3.5
132,2013-05-26,7.5
133,2013-05-27,1.0
134,2013-05-28,3.0
135,2013-05-29,2.0
136,2013-05-30,2.0
137,2013-05-31,2.5
138,2013-06-01,5.5
139,2013-06-03,3.0
140,2013-06-04,3.0
141,2013-06-05,1.0
142,2013-06-06,5.5
143,2013-06-07,5.0
144,2013-06-08,3.5
145,2013-06-09,2.0
146,2013-06-10,9.5
147,2013-06-11,2.0
148,2013-06-12,4.0
149,2013-06-13,47.5
150,2013-06-14,25.0
151,2013-06-15,0.5
152,2013-06-16,5.0
153,2013-06-17,3.5
154,2013-06-18,2.0
155,2013-06-19,7.0
156,2013-06-20,1.0
157,2013-06-21,12.0
158,2013-06-22,1.0
159,2013-06-23,3.0
160,2013-06-24,13.0
161,2013-06-25,11.4
162,2013-06-26,1.0
163,2013-06-27,2.5
164,2013-06-28,5.0
165,2013-06-29,5.0
166,2013-06-30,1.0
167,2013-07-02,13.5
168,2013-07-03,3.0
169,2013-07-04,1.5
170,2013-07-05,2.5
171,2013-07-06,1.5
172,2013-07-07,7.0
173,2013-07-08,29.5
174,2013-07-09,6.0
175,2013-07-10,2.0
176,2013-07-11,7.75
177,2013-07-12,18.5
178,2013-07-13,2.0
179,2013-07-14,5.5
180,2013-07-15,20.0
181,2013-07-16,5.0
182,2013-07-17,1.0
183,2013-07-18,6.0
184,2013-07-19,3.5
185,2013-07-21,1.0
186,2013-07-22,18.0
187,2013-07-23,19.85
188,2013-07-24,24.5
189,2013-07-25,5.0
190,2013-07-26,11.5
191,2013-07-27,1.5
192,2013-07-28,2.0
193,2013-07-29,37.0
194,2013-07-30,21.0
195,2013-07-31,2.0
196,2013-08-01,7.5
197,2013-08-02,2.0
198,2013-08-03,12.0
199,2013-08-04,17.5
200,2013-08-05,2.5
201,2013-08-07,5.0
202,2013-08-08,2.0
203,2013-08-09,3.0
204,2013-08-10,3.5
205,2013-08-11,13.0
206,2013-08-12,1.0
207,2013-08-13,6.5
208,2013-08-14,6.5
209,2013-08-15,3.0
210,2013-08-16,2.0
211,2013-08-17,3.0
212,2013-08-18,6.0
213,2013-08-19,2.0
214,2013-08-20,3.0
215,2013-08-21,2.0
216,2013-08-22,14.0
217,2013-08-23,7.0
218,2013-08-24,5.5
219,2013-08-25,1.0
220,2013-08-26,2.0
221,2013-08-27,2.0
222,2013-08-28,10.5
223,2013-08-29,2.5
224,2013-08-30,1.0
225,2013-09-01,1.0
226,2013-09-02,4.0
227,2013-09-03,3.5
228,2013-09-04,2.0
229,2013-09-05,3.0
230,2013-09-06,8.5
231,2013-09-07,15.75
232,2013-09-08,2.75
233,2013-09-09,3.0
234,2013-09-10,18.0
235,2013-09-11,24.85
236,2013-09-12,4.0
237,2013-09-13,1.0
238,2013-09-15,3.0
239,2013-09-16,39.5
240,2013-09-17,37.0
241,2013-09-18,1.0
242,2013-09-19,3.0
243,2013-09-20,1.5
244,2013-09-21,3.0
245,2013-09-22,29.5
246,2013-09-23,4.0
247,2013-09-24,3.0
248,2013-09-25,7.0
249,2013-09-26,2.0
250,2013-09-27,6.0
251,2013-09-28,2.0
252,2013-09-29,17.5
253,2013-09-30,2.0
