Day,Date,Revenue
1,2013-01-02,1.0
2,2013-01-05,3.0
3,2013-01-11,6.0
4,2013-01-12,4.0
5,2013-01-14,1.0
6,2013-01-17,2.0
7,2013-01-18,3.0
8,2013-01-20,5.0
9,2013-01-22,2.0
10,2013-01-27,1.0
11,2013-01-29,12.5
12,2013-01-31,1.0
13,2013-02-01,1.0
14,2013-02-02,2.0
15,2013-02-03,1.5
16,2013-02-04,4.0
17,2013-02-05,0.5
18,2013-02-08,2.0
19,2013-02-09,1.5
20,2013-02-11,2.0
21,2013-02-14,1.0
22,2013-02-17,2.0
23,2013-02-18,1.0
24,2013-02-20,2.0
25,2013-02-21,1.0
26,2013-02-22,4.0
27,2013-02-23,11.0
28,2013-02-24,1.5
29,2013-02-28,4.0
30,2013-03-01,4.0
31,2013-03-02,1.0
32,2013-03-03,1.0
33,2013-03-04,2.0
34,2013-03-06,1.0
35,2013-03-08,2.0
36,2013-03-09,1.0
37,2013-03-13,4.0
38,2013-03-14,7.0
39,2013-03-15,4.5
40,2013-03-17,4.0
41,2013-03-18,3.0
42,2013-03-19,2.5
43,2013-03-23,2.0
44,2013-03-24,1.0
45,2013-03-25,3.0
46,2013-03-28,2.0
47,2013-03-29,2.0
48,2013-03-30,14.35
49,2013-04-01,3.0
50,2013-04-03,2.0
51,2013-04-04,8.0
52,2013-04-08,15.0
53,2013-04-10,0.5
54,2013-04-11,2.5
55,2013-04-12,1.0
56,2013-04-13,1.0
57,2013-04-15,1.0
58,2013-04-18,2.0
59,2013-04-20,2.0
60,2013-04-21,3.0
61,2013-04-22,2.0
62,2013-04-23,6.35
63,2013-04-25,2.0
64,2013-04-27,0.5
65,2013-04-29,2.0
66,2013-04-30,2.0
67,2013-05-01,2.0
68,2013-05-03,2.0
69,2013-05-05,1.0
70,2013-05-06,2.0
71,2013-05-08,2.0
72,2013-05-09,2.5
73,2013-05-10,7.0
74,2013-05-11,2.0
75,2013-05-12,4.0
76,2013-05-14,5.0
77,2013-05-17,7.0
78,2013-05-20,4.0
79,2013-05-22,4.0
80,2013-05-23,5.0
81,2013-05-24,2.0
82,2013-05-26,1.5
83,2013-05-28,4.0
84,2013-05-29,10.0
85,2013-05-30,4.0
86,2013-05-31,3.5
87,2013-06-01,8.0
88,2013-06-02,1.0
89,2013-06-03,2.0
90,2013-06-04,1.0
91,2013-06-05,2.0
92,2013-06-06,4.5
93,2013-06-07,6.0
94,2013-06-08,2.0
95,2013-06-15,6.0
96,2013-06-17,34.0
97,2013-06-18,3.0
98,2013-06-19,1.5
99,2013-06-22,3.0
100,2013-06-23,3.5
101,2013-06-24,2.0
102,2013-06-25,4.0
103,2013-06-26,5.0
104,2013-06-28,25.0
105,2013-06-29,1.5
106,2013-06-30,1.0
107,2013-07-01,17.0
108,2013-07-03,3.0
109,2013-07-04,4.5
110,2013-07-05,4.75
111,2013-07-06,2.0
112,2013-07-08,2.5
113,2013-07-09,4.0
114,2013-07-10,2.0
115,2013-07-11,8.5
116,2013-07-12,11.5
117,2013-07-14,2.0
118,2013-07-17,18.5
119,2013-07-18,6.5
120,2013-07-19,2.0
121,2013-07-20,2.0
122,2013-07-21,3.5
123,2013-07-22,2.0
124,2013-07-23,1.0
125,2013-07-26,3.5
126,2013-07-27,2.0
127,2013-07-29,4.5
128,2013-07-30,29.0
129,2013-08-01,1.5
130,2013-08-02,8.0
131,2013-08-03,7.0
132,2013-08-05,5.5
133,2013-08-06,3.0
134,2013-08-07,1.0
135,2013-08-12,2.0
136,2013-08-13,2.0
137,2013-08-14,18.0
138,2013-08-15,3.0
139,2013-08-17,3.0
140,2013-08-18,35.0
141,2013-08-21,3.0
142,2013-08-22,1.5
143,2013-08-23,4.0
144,2013-08-24,7.5
145,2013-08-25,9.0
146,2013-08-29,1.0
147,2013-08-30,1.0
148,2013-09-01,1.0
149,2013-09-04,2.0
150,2013-09-06,3.5
151,2013-09-09,2.0
152,2013-09-10,2.0
153,2013-09-11,2.0
154,2013-09-13,1.0
155,2013-09-14,5.5
156,2013-09-19,2.0
157,2013-09-20,4.0
158,2013-09-22,1.0
159,2013-09-25,4.0
160,2013-09-26,4.08
161,2013-09-27,1.5
162,2013-09-29,39.0
163,2013-09-30,5.5
164,2013-10-01,2.0
165,2013-10-03,2.0
166,2013-10-05,13.0
167,2013-10-07,8.5
168,2013-10-09,1.0
169,2013-10-10,1.0
170,2013-10-11,4.0
171,2013-10-14,2.0
172,2013-10-15,2.0
173,2013-10-17,4.0
174,2013-10-18,3.0
175,2013-10-20,2.0
176,2013-10-22,2.0
177,2013-10-24,4.0
178,2013-10-25,2.0
179,2013-10-28,3.0
180,2013-10-30,4.0
181,2013-11-02,3.0
182,2013-11-05,2.5
183,2013-11-08,9.0
184,2013-11-09,2.0
185,2013-11-11,29.0
186,2013-11-12,2.0
187,2013-11-13,2.0
188,2013-11-14,5.0
189,2013-11-15,3.0
190,2013-11-16,1.0
191,2013-11-17,1.0
192,2013-11-18,2.0
193,2013-11-19,2.0
194,2013-11-20,11.75
195,2013-11-22,3.0
196,2013-11-25,3.0
197,2013-11-26,3.0
198,2013-11-27,1.0
199,2013-11-28,2.0
200,2013-11-29,52.0
201,2013-11-30,1.0
202,2013-12-01,1.0
203,2013-12-02,1.0
204,2013-12-03,5.0
205,2013-12-04,2.0
206,2013-12-05,9.5
207,2013-12-08,1.0
208,2013-12-10,2.0
209,2013-12-11,4.0
210,2013-12-12,5.0
211,2013-12-13,2.0
212,2013-12-15,76.5
213,2013-12-16,1.5
214,2013-12-18,0.75
215,2013-12-19,3.0
216,2013-12-20,1.0
217,2013-12-21,11.5
218,2013-12-22,1.0
219,2013-12-23,3.0
220,2013-12-26,7.0
221,2013-12-29,2.0
222,2013-12-30,5.0
223,2014-01-01,54.599999999999994
224,2014-01-02,54.650000000000006
225,2014-01-03,33.0
226,2014-01-04,70.75
227,2014-01-05,3.45
228,2014-01-06,103.75000000000001
229,2014-01-07,161.95
230,2014-01-08,94.85
231,2014-01-09,26.15
232,2014-01-10,122.89999999999999
233,2014-01-11,118.2
234,2014-01-12,138.35000000000002
235,2014-01-13,46.0
236,2014-01-14,140.05
237,2014-01-15,125.95000000000002
238,2014-01-16,137.5
239,2014-01-17,123.89999999999999
240,2014-01-18,171.2
241,2014-01-19,45.45
242,2014-01-20,221.45
243,2014-01-21,14.55
244,2014-01-22,27.8
245,2014-01-23,66.25
246,2014-01-24,196.5
247,2014-01-25,14.75
248,2014-01-26,146.9
249,2014-01-27,76.85
250,2014-01-28,96.55
251,2014-01-29,256.15
252,2014-01-30,108.85
253,2014-01-31,40.2
254,2014-02-01,120.55
255,2014-02-02,72.35
256,2014-02-03,17.6
257,2014-02-04,181.35000000000002
258,2014-02-05,82.05
259,2014-02-06,89.9
260,2014-02-07,23.45
261,2014-02-08,124.55000000000001
262,2014-02-09,78.30000000000001
263,2014-02-10,93.0
264,2014-02-11,118.9
265,2014-02-12,9.75
266,2014-02-13,160.2
267,2014-02-14,63.2
268,2014-02-15,12.65
269,2014-02-16,30.7
270,2014-02-17,74.1
271,2014-02-18,89.45
272,2014-02-19,89.7
273,2014-02-20,249.83
274,2014-02-21,174.05
275,2014-02-22,31.15
276,2014-02-23,67.2
277,2014-02-24,58.949999999999996
278,2014-02-25,106.5
279,2014-02-26,53.150000000000006
280,2014-02-27,271.95
281,2014-02-28,100.5
282,2014-03-01,23.700000000000003
283,2014-03-02,61.85
284,2014-03-03,257.78000000000003
285,2014-03-04,12.45
286,2014-03-05,73.35
287,2014-03-06,205.55
288,2014-03-07,169.04999999999998
289,2014-03-08,45.35
290,2014-03-09,43.45
291,2014-03-10,33.55
292,2014-03-11,60.05
293,2014-03-12,55.5
294,2014-03-13,250.25
295,2014-03-14,59.42
296,2014-03-15,30.950000000000003
297,2014-03-16,151.70000000000002
298,2014-03-17,92.85
299,2014-03-18,62.300000000000004
300,2014-03-19,224.85000000000002
301,2014-03-20,253.2
302,2014-03-21,82.25
303,2014-03-22,190.79000000000002
304,2014-03-23,90.89
305,2014-03-24,34.25
306,2014-03-25,94.3
307,2014-03-26,35.05
308,2014-03-27,259.7
309,2014-03-28,92.85
310,2014-03-29,91.3
311,2014-03-30,12.25
312,2014-03-31,53.0
313,2014-04-01,60.1
314,2014-04-02,163.9
315,2014-04-03,71.25000000000001
316,2014-04-04,143.55
317,2014-04-05,112.69
318,2014-04-06,35.6
319,2014-04-07,22.55
320,2014-04-08,81.4
321,2014-04-09,131.8
322,2014-04-10,56.550000000000004
323,2014-04-11,170.0
324,2014-04-12,202.85000000000002
325,2014-04-13,133.75
326,2014-04-14,107.19999999999999
327,2014-04-15,189.00000000000003
328,2014-04-16,108.1
329,2014-04-17,88.3
330,2014-04-18,92.9
331,2014-04-19,70.75
332,2014-04-20,36.95
333,2014-04-21,63.8
334,2014-04-22,21.69
335,2014-04-23,95.80000000000001
336,2014-04-24,71.64999999999999
337,2014-04-25,100.35
338,2014-04-26,36.0
339,2014-04-27,161.2
340,2014-04-28,47.25
341,2014-04-29,100.7
342,2014-04-30,214.79999999999998
343,2014-05-01,115.80000000000001
344,2014-05-02,154.65
345,2014-05-03,214.65
346,2014-05-04,168.70000000000002
347,2014-05-05,137.1
348,2014-05-06,61.900000000000006
349,2014-05-07,118.25
350,2014-05-08,164.40000000000003
351,2014-05-09,212.14999999999998
352,2014-05-10,145.3
353,2014-05-11,11.3
354,2014-05-13,150.24
355,2014-05-14,249.96
356,2014-05-15,30.15
357,2014-05-16,56.8
358,2014-05-17,112.54999999999998
359,2014-05-18,185.15
360,2014-05-19,119.3
361,2014-05-20,185.40000000000003
362,2014-05-21,127.64999999999999
363,2014-05-22,182.65
364,2014-05-23,154.8
365,2014-05-24,75.4
366,2014-05-25,52.4
367,2014-05-26,256.6
368,2014-05-27,229.70000000000002
369,2014-05-28,64.6
370,2014-05-29,79.85
371,2014-05-30,83.80000000000001
372,2014-05-31,230.59999999999997
373,2014-06-01,181.60000000000002
374,2014-06-03,67.0
375,2014-06-04,193.0
376,2014-06-05,107.1
377,2014-06-06,127.94999999999999
378,2014-06-07,67.75
379,2014-06-08,22.9
380,2014-06-09,105.14999999999999
381,2014-06-10,176.40000000000003
382,2014-06-11,212.35
383,2014-06-12,61.5
384,2014-06-13,229.59999999999997
385,2014-06-14,30.55
386,2014-06-15,18.55
387,2014-06-16,263.6
388,2014-06-17,223.65
389,2014-06-18,106.6
390,2014-06-19,29.55
391,2014-06-20,75.75
392,2014-06-21,152.1
393,2014-06-22,85.05
394,2014-06-23,74.85
395,2014-06-24,142.3
396,2014-06-25,60.099999999999994
397,2014-06-26,235.28000000000003
398,2014-06-27,37.15
399,2014-06-28,266.55
400,2014-06-29,74.18
401,2014-06-30,202.3
402,2014-07-01,143.7
403,2014-07-02,86.64999999999999
404,2014-07-03,150.9
405,2014-07-04,216.1
406,2014-07-05,94.30000000000001
407,2014-07-06,50.6
408,2014-07-07,117.22
409,2014-07-08,46.25
410,2014-07-09,159.05
411,2014-07-10,254.2
412,2014-07-11,159.05
413,2014-07-12,77.55
414,2014-07-13,66.0
415,2014-07-14,161.45
416,2014-07-15,111.14999999999999
417,2014-07-16,206.15
418,2014-07-17,60.0
419,2014-07-18,165.35
420,2014-07-19,167.79999999999998
421,2014-07-20,206.75
422,2014-07-21,171.85000000000002
423,2014-07-22,226.93
424,2014-07-23,119.34999999999998
425,2014-07-24,53.45
426,2014-07-25,253.39000000000001
427,2014-07-26,242.34999999999997
428,2014-07-27,98.15
429,2014-07-28,128.5
430,2014-07-29,66.75
431,2014-07-30,160.10000000000002
432,2014-07-31,132.2
433,2014-08-01,96.6
434,2014-08-02,37.35
435,2014-08-04,144.65
436,2014-08-05,35.55
437,2014-08-06,50.55
438,2014-08-07,71.7
439,2014-08-08,100.0
440,2014-08-09,120.6
441,2014-08-10,167.79999999999998
442,2014-08-11,155.04999999999998
443,2014-08-12,92.95
444,2014-08-13,97.14999999999999
445,2014-08-14,126.2
446,2014-08-15,132.7
447,2014-08-16,187.20000000000002
448,2014-08-17,173.95000000000002
449,2014-08-18,128.2
450,2014-08-19,56.55
451,2014-08-20,129.54999999999998
452,2014-08-21,112.8
453,2014-08-22,127.3
454,2014-08-23,95.0
455,2014-08-24,68.55
456,2014-08-25,80.00000000000001
457,2014-08-26,58.0
458,2014-08-27,86.0
459,2014-08-28,68.0
460,2014-08-29,237.20000000000002
461,2014-08-30,103.0
462,2014-08-31,172.29999999999998
463,2014-09-01,76.3
464,2014-09-02,162.54999999999998
465,2014-09-03,84.80000000000001
466,2014-09-04,157.25
467,2014-09-05,215.25
468,2014-09-06,52.25
469,2014-09-07,69.1
