Day,Date,Revenue
1,2013-01-07,17.0
2,2013-02-19,1.5
3,2013-03-26,9.5
4,2013-05-08,2.0
5,2013-05-23,6.5
6,2013-05-26,6.0
7,2013-05-29,1.0
8,2013-06-26,1.0
9,2013-07-16,24.0
10,2013-09-25,1.0
11,2014-01-07,3.25
12,2014-01-10,3.25
13,2014-01-14,40.85
14,2014-01-15,49.1
15,2014-01-16,40.25
16,2014-01-17,30.85
17,2014-01-22,62.5
18,2014-01-24,47.9
19,2014-01-26,26.900000000000002
20,2014-01-27,52.05
21,2014-01-28,70.69999999999999
22,2014-01-29,81.5
23,2014-02-01,43.1
24,2014-02-02,14.45
25,2014-02-04,40.3
26,2014-02-06,33.45
27,2014-02-07,35.25
28,2014-02-08,23.65
29,2014-02-10,16.85
30,2014-02-12,10.25
31,2014-02-14,45.05
32,2014-02-21,26.7
33,2014-02-25,20.1
34,2014-02-26,11.6
35,2014-02-28,105.74000000000001
36,2014-03-01,30.5
37,2014-03-02,26.85
38,2014-03-03,28.9
39,2014-03-04,90.55
40,2014-03-09,59.05
41,2014-03-11,37.05
42,2014-03-15,42.699999999999996
43,2014-03-16,62.25
44,2014-04-04,21.4
45,2014-04-07,12.65
46,2014-04-09,17.85
47,2014-04-10,72.3
48,2014-04-12,47.75000000000001
49,2014-04-13,10.25
50,2014-04-19,16.45
51,2014-04-23,33.9
52,2014-04-28,19.05
53,2014-04-29,24.44
54,2014-05-06,3.25
55,2014-05-10,18.85
56,2014-05-11,66.3
57,2014-05-12,13.65
58,2014-05-25,42.25
59,2014-06-04,69.1
60,2014-06-06,43.05
61,2014-06-24,3.85
62,2014-06-25,49.95
63,2014-06-28,4.05
64,2014-06-29,3.25
65,2014-07-07,3.25
66,2014-07-09,3.85
67,2014-07-22,56.1
68,2014-07-23,9.1
69,2014-08-07,15.85
70,2014-08-11,33.25
71,2014-08-18,37.85
72,2014-08-21,3.25
73,2014-08-25,3.65
74,2014-09-03,52.85
75,2014-09-04,45.65
76,2014-09-06,19.85
77,2014-09-07,3.25
78,2014-09-13,28.85
79,2014-09-15,78.5
80,2014-09-19,16.45
81,2014-09-22,32.25
82,2014-09-24,11.6
83,2014-09-25,7.65
84,2014-09-29,3.45
85,2014-10-01,49.0
86,2014-10-02,31.05
87,2014-10-06,16.25
88,2014-10-07,34.62
89,2014-10-09,16.85
90,2014-10-12,7.7
91,2014-10-14,43.05
92,2014-10-19,22.85
93,2014-10-20,38.05
94,2014-10-21,22.85
95,2014-10-23,40.25
96,2014-11-01,3.25
97,2014-11-07,22.9
98,2014-11-10,32.25
99,2014-11-11,20.1
100,2014-11-13,36.900000000000006
101,2014-11-17,20.1
102,2014-11-21,88.6
103,2014-11-25,104.9
104,2014-11-28,32.25
105,2014-11-30,81.30000000000001
106,2014-12-01,67.75
107,2014-12-05,48.65
108,2014-12-06,35.9
109,2014-12-08,31.25
110,2014-12-10,3.45
111,2014-12-12,3.45
