Day,Date,Revenue
1,2013-01-01,2.0
2,2013-01-03,3.5
3,2013-01-04,0.5
4,2013-01-08,3.0
5,2013-01-10,5.0
6,2013-01-11,1.5
7,2013-01-13,1.5
8,2013-01-16,3.5
9,2013-01-18,1.0
10,2013-01-19,2.0
11,2013-01-28,3.0
12,2013-01-31,3.0
13,2013-02-03,1.0
14,2013-02-05,1.0
15,2013-02-06,1.0
16,2013-02-07,1.5
17,2013-02-08,0.5
18,2013-02-09,1.0
19,2013-02-11,1.0
20,2013-02-12,2.0
21,2013-02-13,3.0
22,2013-02-15,25.0
23,2013-02-17,2.0
24,2013-02-20,2.0
25,2013-02-21,3.0
26,2013-02-23,1.0
27,2013-02-24,0.5
28,2013-02-25,0.5
29,2013-02-26,1.0
30,2013-02-27,3.0
31,2013-02-28,4.0
32,2013-03-02,1.0
33,2013-03-04,2.5
34,2013-03-05,2.0
35,2013-03-06,2.0
36,2013-03-08,3.0
37,2013-03-09,2.5
38,2013-03-12,2.5
39,2013-03-14,1.5
40,2013-03-15,1.0
41,2013-03-16,1.0
42,2013-03-17,1.5
43,2013-03-19,1.0
44,2013-03-20,2.0
45,2013-03-21,1.5
46,2013-03-22,1.0
47,2013-03-24,1.0
48,2013-03-26,5.0
49,2013-03-28,3.0
50,2013-03-29,1.5
51,2013-03-31,3.0
52,2013-04-01,2.0
53,2013-04-02,3.0
54,2013-04-04,1.0
55,2013-04-05,3.0
56,2013-04-06,1.5
57,2013-04-08,2.0
58,2013-04-11,7.0
59,2013-04-12,1.0
60,2013-04-15,1.0
61,2013-04-19,1.0
62,2013-04-23,1.0
63,2013-04-24,5.5
64,2013-04-25,1.0
65,2013-04-26,1.0
66,2013-04-28,14.0
67,2013-04-29,1.0
68,2013-04-30,2.0
69,2013-05-01,3.0
70,2013-05-03,1.0
71,2013-05-07,1.0
72,2013-05-09,1.0
73,2013-05-11,1.0
74,2013-05-12,2.5
75,2013-05-13,3.0
76,2013-05-17,1.0
77,2013-05-18,1.5
78,2013-05-19,0.5
79,2013-05-20,1.0
80,2013-05-22,1.0
81,2013-05-24,1.0
82,2013-05-26,1.0
83,2013-05-27,4.0
84,2013-05-28,1.0
85,2013-06-03,9.0
86,2013-06-05,2.0
87,2013-06-06,2.5
88,2013-06-07,2.0
89,2013-06-11,3.0
90,2013-06-13,10.0
91,2013-06-14,3.0
92,2013-06-15,1.0
93,2013-06-20,2.5
94,2013-06-21,2.0
95,2013-06-26,4.5
96,2013-06-28,1.0
97,2013-06-29,1.0
98,2013-06-30,1.0
99,2013-07-02,3.0
100,2013-07-03,1.5
