Day,Date,Revenue
1,2013-01-01,588.53
2,2013-01-02,215.0
3,2013-01-03,89.0
4,2013-01-04,136.5
5,2013-01-05,307.01
6,2013-01-06,164.03
7,2013-01-07,124.5
8,2013-01-08,152.76
9,2013-01-09,98.94
10,2013-01-10,130.5
11,2013-01-11,165.9
12,2013-01-12,289.24
13,2013-01-13,316.5
14,2013-01-14,130.0
15,2013-01-15,169.25
16,2013-01-16,97.43
17,2013-01-17,104.0
18,2013-01-18,215.5
19,2013-01-19,347.63
20,2013-01-20,327.53999999999996
21,2013-01-21,162.0
22,2013-01-22,201.07999999999998
23,2013-01-23,100.5
24,2013-01-24,193.0
25,2013-01-25,204.29
26,2013-01-26,581.3499999999999
27,2013-01-27,284.0
28,2013-01-28,106.5
29,2013-01-29,99.5
30,2013-01-30,122.72
31,2013-01-31,143.3
32,2013-02-01,203.5
33,2013-02-02,384.5
34,2013-02-03,259.0
35,2013-02-04,244.35
36,2013-02-05,101.0
37,2013-02-06,3589.0600000000004
38,2013-02-07,129.5
39,2013-02-08,191.54
40,2013-02-09,453.15999999999997
41,2013-02-10,326.5
42,2013-02-11,175.5
43,2013-02-12,121.0
44,2013-02-13,257.92
45,2013-02-14,190.34
46,2013-02-15,308.5
47,2013-02-16,450.5
48,2013-02-17,429.0
49,2013-02-18,153.5
50,2013-02-19,252.0
51,2013-02-20,94.5
52,2013-02-21,126.5
53,2013-02-22,235.51
54,2013-02-23,397.06
55,2013-02-24,324.5
56,2013-02-25,156.5
57,2013-02-26,110.0
58,2013-02-27,2240.44
59,2013-02-28,153.0
60,2013-03-01,309.5
61,2013-03-02,433.49
62,2013-03-03,303.0
63,2013-03-04,172.5
64,2013-03-05,154.56
65,2013-03-06,223.0
66,2013-03-07,122.5
67,2013-03-08,207.0
68,2013-03-09,7057.98
69,2013-03-10,287.03999999999996
70,2013-03-11,169.92000000000002
71,2013-03-12,187.05
72,2013-03-13,169.0
73,2013-03-14,140.04
74,2013-03-15,360.5
75,2013-03-16,3433.22
76,2013-03-17,374.12000000000006
77,2013-03-18,154.5
78,2013-03-19,174.0
79,2013-03-20,146.41
80,2013-03-21,187.5
81,2013-03-22,258.13
82,2013-03-23,422.0
83,2013-03-24,258.0
84,2013-03-25,141.5
85,2013-03-26,161.5
86,2013-03-27,171.5
87,2013-03-28,204.38
88,2013-03-29,267.1
89,2013-03-30,1372.61
90,2013-03-31,292.5
91,2013-04-01,131.06
92,2013-04-02,112.5
93,2013-04-03,158.0
94,2013-04-04,167.0
95,2013-04-05,287.0
96,2013-04-06,442.72
97,2013-04-07,314.11
98,2013-04-08,169.0
99,2013-04-09,145.5
100,2013-04-10,127.5
101,2013-04-11,163.5
102,2013-04-12,3816.63
103,2013-04-13,355.58000000000004
104,2013-04-14,325.5
105,2013-04-15,153.54
106,2013-04-16,143.0
107,2013-04-17,133.61
108,2013-04-18,245.5
109,2013-04-19,346.07
110,2013-04-20,494.0
111,2013-04-21,343.1
112,2013-04-22,170.86
113,2013-04-23,128.15
114,2013-04-24,150.5
115,2013-04-25,160.0
116,2013-04-26,238.51
117,2013-04-27,445.03000000000003
118,2013-04-28,272.06
119,2013-04-29,173.34
120,2013-04-30,135.5
121,2013-05-01,138.94
122,2013-05-02,167.28
123,2013-05-03,6986.19
124,2013-05-04,416.5
125,2013-05-05,304.53
126,2013-05-06,267.0
127,2013-05-07,220.55
128,2013-05-08,228.14999999999998
129,2013-05-09,195.01
130,2013-05-10,317.0
131,2013-05-11,403.84
132,2013-05-12,355.73
133,2013-05-13,230.17
134,2013-05-14,132.5
135,2013-05-15,135.0
136,2013-05-16,229.01
137,2013-05-17,329.85
138,2013-05-18,463.02
139,2013-05-19,4747.83
140,2013-05-20,189.0
141,2013-05-21,178.42999999999998
142,2013-05-22,140.0
143,2013-05-23,244.5
144,2013-05-24,362.5
145,2013-05-25,443.5
146,2013-05-26,387.17
147,2013-05-27,236.5
148,2013-05-28,169.55
149,2013-05-29,166.01
150,2013-05-30,199.0
151,2013-05-31,285.01
152,2013-06-01,1594.1699999999998
153,2013-06-02,283.5
154,2013-06-03,170.5
155,2013-06-04,169.32999999999998
156,2013-06-05,110.5
157,2013-06-06,154.44
158,2013-06-07,347.95
159,2013-06-08,728.5
160,2013-06-09,491.5
161,2013-06-10,194.5
162,2013-06-11,164.9
163,2013-06-12,135.06
164,2013-06-13,185.05
165,2013-06-14,309.34999999999997
166,2013-06-15,424.45
167,2013-06-16,371.0
168,2013-06-17,237.32999999999998
169,2013-06-18,142.5
170,2013-06-19,181.5
171,2013-06-20,220.72
172,2013-06-21,292.5
173,2013-06-22,489.36
174,2013-06-23,476.25
175,2013-06-24,242.01
176,2013-06-25,178.0
177,2013-06-26,158.5
178,2013-06-27,215.9
179,2013-06-28,333.11
180,2013-06-29,521.0
181,2013-06-30,798.6
182,2013-07-01,244.85000000000002
183,2013-07-02,180.98000000000002
184,2013-07-03,244.49
185,2013-07-04,526.5
186,2013-07-05,339.5
187,2013-07-06,403.0
188,2013-07-07,425.75
189,2013-07-08,234.5
190,2013-07-09,163.05
191,2013-07-10,184.08999999999997
192,2013-07-11,195.54
193,2013-07-12,297.75
194,2013-07-13,463.33
195,2013-07-14,464.0
196,2013-07-15,201.07999999999998
197,2013-07-16,189.7
198,2013-07-17,194.5
199,2013-07-18,213.88
200,2013-07-19,361.84000000000003
201,2013-07-20,636.0
202,2013-07-21,428.01
203,2013-07-22,7029.33
