Date,Actual,Prediction
2017-01-01,442,196.56507558193965
2017-01-02,138,195.7884807505812
2017-01-03,93,195.014229713261
2017-01-04,106,194.24233222645034
2017-01-05,125,193.47279805715783
2017-01-06,198,192.70563698293142
2017-01-07,283,191.94085879185667
2017-01-08,282,191.17847328255667
2017-01-09,147,190.41849026419123
2017-01-10,130,189.66091955645675
2017-01-11,123,188.90577098959133
2017-01-12,144,188.1530544043676
2017-01-13,211,187.4027796520989
2017-01-14,327,186.65495659463264
2017-01-15,398,185.90959510435613
2017-01-16,154,185.16670506419462
2017-01-17,129,184.4262963676106
2017-01-18,120,183.68837891860406
2017-01-19,149,182.95296263171338
2017-01-20,193,182.22005743201413
2017-01-21,370,181.48967325512055
2017-01-22,348,180.76182004718208
2017-01-23,120,180.03650776488988
2017-01-24,92,179.3137463754703
2017-01-25,112,178.59354585668686
2017-01-26,158,177.8759161968433
2017-01-27,234,177.1608673947782
2017-01-28,391,176.4484094598712
2017-01-29,354,175.7385524120365
2017-01-30,156,175.03130628172894
2017-01-31,113,174.32668110993887
2017-02-01,136,173.62468694819432
2017-02-02,159,172.92533385856322
2017-02-03,203,172.22863191364996
2017-02-04,370,171.53459119659666
2017-02-05,333,170.84322180108254
2017-02-06,143,170.1545338313255
2017-02-07,129,169.46853740208167
2017-02-08,141,168.78524263864426
2017-02-09,153,168.1046596768445
2017-02-10,204,167.42679866304906
2017-02-11,368,166.75166975416658
2017-02-12,387,166.07928311764178
2017-02-13,118,165.4096489314543
2017-02-14,138,164.74277738412707
2017-02-15,151,164.07867867471376
2017-02-16,166,163.4173630128126
2017-02-17,249,162.75884061855527
2017-02-18,446,162.1031217226144
2017-02-19,394,161.45021656619707
2017-02-20,137,160.80013540104827
2017-02-21,101,160.15288848945448
2017-02-22,132,159.50848610423702
2017-02-23,160,158.86693852875484
2017-02-24,219,158.22825605690628
2017-02-25,436,157.59244899312534
2017-02-26,354,156.95952765238664
2017-02-27,118,156.3295023601987
2017-02-28,130,155.7023834526107
2017-03-01,127,155.07818127621022
2017-03-02,145,154.45690618811895
2017-03-03,221,153.83856855599964
2017-03-04,396,153.2231787580518
2017-03-05,386,152.6107471830128
2017-03-06,127,152.0012842301568
2017-03-07,91,151.3948003092979
2017-03-08,146,150.79130584078592
2017-03-09,171,150.19081125550832
2017-03-10,227,149.59332699489264
2017-03-12,343,148.99886351090151
2017-03-13,109,148.40743126603655
2017-03-14,99,147.81904073333732
2017-03-15,124,147.23370239638027
2017-03-16,150,146.6514267492816
2017-03-17,245,146.07222429669216
2017-03-19,405,145.49610555380283
2017-03-20,119,144.92308104634304
2017-03-21,121,144.35316131057712
2017-03-22,141,143.78635689330858
2017-03-23,166,143.2226783518803
2017-03-24,229,142.66213625416898
2017-03-25,417,142.10474117859457
2017-03-26,340,141.5505037141088
2017-03-27,123,140.999434460205
2017-03-28,108,140.45154402691432
2017-03-29,117,139.906843034804
2017-03-30,153,139.36534211497866
2017-03-31,215,138.8270519090851
2017-04-01,399,138.29198306929948
2017-04-02,376,137.76014625834438
2017-04-03,125,137.23155214947562
2017-04-04,105,136.70621142648756
2017-04-05,126,136.18413478371187
2017-04-06,135,135.6653329260191
2017-04-07,198,135.1498165688188
2017-04-08,344,134.63759643805255
2017-04-09,343,134.1286832702072
2017-04-10,112,133.6230878123012
2017-04-11,101,133.1208208218949
2017-04-12,115,132.62189306708362
2017-04-13,146,132.1263153265025
2017-04-14,237,131.63409838932427
2017-04-15,362,131.1452530552579
2017-04-16,281,130.65979013455035
2017-04-17,92,130.17772044798852
2017-04-18,102,129.6990548268932
2017-04-19,122,129.22380411312798
2017-04-20,154,128.75197915909035
2017-04-21,220,128.28359082771533
2017-04-22,377,127.81864999247864
2017-04-23,366,127.35716753739206
2017-04-24,101,126.89915435700414
2017-04-25,87,126.4446213564043
2017-04-26,110,125.99357945121491
2017-04-27,141,125.54603956760187
2017-04-28,193,125.10201264226265
2017-04-29,378,124.66150962243844
2017-04-30,281,124.22454146590547
2017-05-01,106,123.79111914097561
2017-05-02,94,123.36125362650091
2017-05-03,160,122.93495591187238
2017-05-04,138,122.51223699701777
2017-05-05,207,122.09310789239942
2017-05-06,418,121.67757961902106
2017-05-07,292,121.26566320842346
2017-05-08,91,120.8573697026861
2017-05-09,88,120.45271015442381
2017-05-10,129,120.05169562679112
2017-05-11,116,119.65433719347715
2017-05-12,199,119.26064593871439
2017-05-13,290,118.87063295726776
2017-05-14,234,118.4843093544433
2017-05-15,92,118.10168624608298
2017-05-16,99,117.7227747585668
2017-05-17,127,117.34758602881507
2017-05-18,138,116.97613120428144
2017-05-19,225,116.60842144295867
2017-05-20,353,116.24446791338102
2017-05-21,309,115.88428179461619
2017-05-22,98,115.52787427627015
2017-05-23,102,115.17525655848894
2017-05-24,108,114.82643985195455
2017-05-25,116,114.4814353778869
2017-05-26,151,114.14025436804471
2017-05-27,205,113.8029080647222
2017-05-28,216,113.46940772075459
2017-05-29,122,113.13976459951266
2017-05-30,82,112.81398997490345
2017-05-31,83,112.4920951313764
2017-06-01,118,112.17409136391501
2017-06-02,170,111.85998997804052
2017-06-03,322,111.54980228981407
2017-06-04,301,111.24353962583263
2017-06-05,95,110.94121332323346
2017-06-06,98,110.64283472968799
2017-06-07,107,110.34841520340763
2017-06-08,136,110.05796611314148
2017-06-09,185,109.77149883817543
2017-06-10,337,109.48902476833683
2017-06-11,275,109.2105553039832
2017-06-12,115,108.9361018560175
2017-06-13,82,108.6656758458758
2017-06-14,103,108.39928870553345
2017-06-15,117,108.13695187750591
2017-06-16,155,107.87867681484101
2017-06-17,268,107.62447498112942
2017-06-18,226,107.37435785049652
2017-06-19,75,107.12833690760647
2017-06-20,93,106.88642364766162
2017-06-21,84,106.64862957640108
2017-06-22,114,106.41496621010393
2017-06-23,157,106.18544507558369
2017-06-24,266,105.96007771019325
2017-06-25,282,105.73887566182356
2017-06-26,80,105.52185048890402
2017-06-27,77,105.30901376039958
2017-06-28,107,105.10037705581558
2017-06-29,120,104.89595196519195
2017-06-30,177,104.69575008911005
2017-07-01,240,104.49978303868699
2017-07-02,243,104.30806243557777
2017-07-03,119,104.12059991197194
2017-07-04,125,103.93740711060377
2017-07-05,99,103.75849568474106
2017-07-06,93,103.58387729818952
2017-07-07,128,103.41356362529297
2017-07-08,231,103.2475663509318
2017-07-09,203,103.08589717052524
2017-07-10,68,102.92856779003276
2017-07-11,79,102.7755899259484
2017-07-12,109,102.626975305305
2017-07-13,108,102.48273566567084
2017-07-14,165,102.34288275515485
2017-07-15,293,102.20742833240448
2017-07-16,273,102.07638416660075
2017-07-17,71,101.94976203746828
2017-07-18,58,101.82757373526647
2017-07-19,124,101.70983106078796
2017-07-20,96,101.59654582536933
2017-07-21,189,101.4877298508857
2017-07-22,248,101.38339496974442
2017-07-23,262,101.28355302489427
2017-07-24,75,101.18821586982165
2017-07-25,64,101.09739536854852
2017-07-26,91,101.01110339563581
2017-07-27,134,100.92935183618522
2017-07-28,158,100.8521525858313
2017-07-29,276,100.77951755074946
2017-07-30,256,100.71145864765248
2017-07-31,68,100.64798780378788
