Date,Actual,Prediction
2017-01-01,1596,3550.8967789750923
2017-01-02,1285,3546.28378205624
2017-01-03,2674,3541.673312910645
2017-01-04,3386,3537.065396821771
2017-01-05,4277,3532.4600590942186
2017-01-06,4531,3527.8573250537097
2017-01-07,2098,3523.257220047103
2017-01-08,1345,3518.659769442388
2017-01-09,3441,3514.064998628686
2017-01-10,4313,3509.4729330162486
2017-01-11,3932,3504.883598036457
2017-01-12,4273,3500.297019141828
2017-01-13,4361,3495.7132218060024
2017-01-14,2042,3491.132231523758
2017-01-15,1557,3486.554073811002
2017-01-16,2236,3481.978774204777
2017-01-17,3878,3477.4063582632475
2017-01-18,3763,3472.836851565718
2017-01-19,4321,3468.2702797126185
2017-01-20,4188,3463.7066683255125
2017-01-21,2499,3459.1460430470934
2017-01-22,1497,3454.5884295411906
2017-01-23,3166,3450.033853492757
2017-01-24,3792,3445.4823406078804
2017-01-25,4099,3440.9339166137765
2017-01-26,4405,3436.3886072588057
2017-01-27,4835,3431.84643831244
2017-01-28,2205,3427.307435565297
2017-01-29,1627,3422.771624829119
2017-01-30,3234,3418.239031936779
2017-01-31,3611,3413.7096827422865
2017-02-01,3897,3409.183603120773
2017-02-02,4277,3404.660818968515
2017-02-03,4271,3400.141356202906
2017-02-04,1997,3395.625240762477
2017-02-05,1304,3391.112498606889
2017-02-06,2911,3386.603155716939
2017-02-07,3775,3382.0972380945473
2017-02-08,4083,3377.594771762773
2017-02-09,4599,3373.0957827658035
2017-02-10,4167,3368.600297168948
2017-02-11,2047,3364.1083410586634
2017-02-12,1451,3359.619940542525
2017-02-13,3128,3355.135121749248
2017-02-14,4011,3350.6539108286706
2017-02-15,4100,3346.1763339517656
2017-02-16,4564,3341.7024173106433
2017-02-17,4018,3337.232187118535
2017-02-18,2677,3332.765669609814
2017-02-19,1627,3328.302891039968
2017-02-20,2004,3323.8438776856324
2017-02-21,3615,3319.388655844568
2017-02-22,4124,3314.9372518356645
2017-02-23,5032,3310.4896919989465
2017-02-24,5161,3306.0460026955648
2017-02-25,2244,3301.6062103078057
2017-02-26,1676,3297.1703412390916
2017-02-27,3221,3292.738421913962
2017-02-28,4126,3288.310478778096
2017-03-01,4747,3283.886538298306
2017-03-02,4678,3279.4666269625336
2017-03-03,4982,3275.050771279848
2017-03-04,2557,3270.6389977804542
2017-03-05,1467,3266.2313330156862
2017-03-06,3275,3261.827803558011
2017-03-07,3947,3257.4284360010242
2017-03-08,4525,3253.033256959449
2017-03-09,5115,3248.6422930691515
2017-03-10,5487,3244.2555709871203
2017-03-11,3117,3239.8731173914753
2017-03-12,1531,3235.4949589814705
2017-03-13,3918,3231.121122477488
2017-03-14,4013,3226.751634621043
2017-03-15,4903,3222.3865221747837
2017-03-16,5085,3218.0258119224836
2017-03-17,5105,3213.669530669051
2017-03-18,2627,3209.3177052405276
2017-03-19,1872,3204.970362484087
2017-03-20,3368,3200.6275292680257
2017-03-21,4375,3196.289232481778
2017-03-22,4649,3191.95549903591
2017-03-23,4796,3187.6263558621176
2017-03-24,4674,3183.301829913224
2017-03-25,2320,3178.981948163188
2017-03-26,1766,3174.666737607099
2017-03-27,3299,3170.3562252611764
2017-03-28,3657,3166.0504381627716
2017-03-29,3813,3161.7494033703692
2017-03-30,5182,3157.453147963579
2017-03-31,5085,3153.1616990431476
2017-04-01,2534,3148.8750837309526
2017-04-02,1799,3144.593329169998
2017-04-03,3693,3140.3164625244226
2017-04-04,4107,3136.0445109794955
2017-04-05,5057,3131.777501741617
2017-04-06,4966,3127.5154620383205
2017-04-07,4474,3123.2584191182655
2017-04-08,2692,3119.0064002512463
2017-04-09,1720,3114.7594327281927
2017-04-10,3845,3110.5175438611577
2017-04-11,3897,3106.2807609833294
2017-04-12,4260,3102.049111449026
2017-04-13,4918,3097.822622633698
2017-04-14,3321,3093.6013219339247
2017-04-15,2192,3089.3852367674194
2017-04-16,1381,3085.1743945730254
2017-04-17,3015,3080.968822810716
2017-04-18,3889,3076.768548961597
2017-04-19,4294,3072.57360052791
2017-04-20,4323,3068.3840050330164
2017-04-21,4966,3064.199790021416
2017-04-22,2251,3060.020983058743
2017-04-23,1748,3055.847611731757
2017-04-24,3090,3051.6797036483467
2017-04-25,3623,3047.5172864375413
2017-04-26,3871,3043.360387749494
2017-04-27,4993,3039.209035255487
2017-04-28,4682,3035.0632566479453
2017-04-29,2334,3030.9230796404104
2017-04-30,1511,3026.7885319675643
2017-05-01,3640,3022.659641385217
2017-05-02,4318,3018.536435670314
2017-05-03,4027,3014.4189426209264
2017-05-04,4318,3010.307190056253
2017-05-05,4536,3006.2012058166383
2017-05-06,2403,3002.1010177635417
2017-05-07,1376,2998.0066537795665
2017-05-08,2807,2993.918141768438
2017-05-09,3538,2989.835509655014
2017-05-10,3720,2985.758785385288
2017-05-11,3555,2981.6879969263837
2017-05-12,3464,2977.6231722665543
2017-05-13,1714,2973.5643394151853
2017-05-14,1438,2969.51152640279
2017-05-15,2674,2965.464761281017
2017-05-16,3238,2961.4240721226424
2017-05-17,3437,2957.389487021578
2017-05-18,3620,2953.361034092863
2017-05-19,4217,2949.338741472668
2017-05-20,2088,2945.3226373183006
2017-05-21,1643,2941.312749808193
2017-05-22,3055,2937.309107141905
2017-05-23,3638,2933.3117375401384
2017-05-24,3671,2929.3206692447206
2017-05-25,3453,2925.335930518609
2017-05-26,3171,2921.357549645891
2017-05-27,1768,2917.3855549317896
2017-05-28,1505,2913.4199747026587
2017-05-29,946,2909.460837305978
2017-05-30,2491,2905.508171110364
2017-05-31,2880,2901.5620045055616
2017-06-01,3263,2897.6223659024504
2017-06-02,3531,2893.689283733037
2017-06-03,2018,2889.762786450456
2017-06-04,1539,2885.8429025289824
2017-06-05,2903,2881.92966046402
2017-06-06,2991,2878.0230887720954
2017-06-07,3393,2874.123215990877
2017-06-08,3618,2870.2300706791557
2017-06-09,3681,2866.34368141686
2017-06-10,2376,2862.4640768050467
2017-06-11,1797,2858.591285465907
2017-06-12,3324,2854.7253360427553
2017-06-13,3437,2850.866257200044
2017-06-14,3796,2847.0140776233584
2017-06-15,3545,2843.168826019409
2017-06-16,3795,2839.3305311160393
2017-06-17,2257,2835.499221662227
2017-06-18,1749,2831.674926428075
2017-06-19,2779,2827.8576742048226
2017-06-20,3219,2824.047493804837
2017-06-21,3353,2820.244414061627
2017-06-22,3415,2816.4484638298136
2017-06-23,3876,2812.6596719851673
2017-06-24,2304,2808.878067424572
2017-06-25,1504,2805.1036790660605
2017-06-26,2655,2801.3365358487854
2017-06-27,3004,2797.5766667330336
2017-06-28,3388,2793.8241007002275
2017-06-29,3495,2790.0788667529123
2017-06-30,3206,2786.3409939147637
2017-07-01,1970,2782.6105112306045
2017-07-02,1510,2778.887447766367
2017-07-03,1631,2775.171832609137
2017-07-04,1047,2771.4636948671077
2017-07-05,2261,2767.7630636696226
2017-07-06,2662,2764.0699681671485
2017-07-07,3134,2760.3844375312815
2017-07-08,1706,2756.7065009547537
2017-07-09,1341,2753.036187651426
2017-07-10,2916,2749.373526856284
2017-07-11,2870,2745.7185478254623
2017-07-12,3326,2742.071279836209
2017-07-13,3552,2738.431752186913
2017-07-14,3834,2734.7999941970866
2017-07-15,2484,2731.176035207381
2017-07-16,1681,2727.559904579575
2017-07-17,2625,2723.9516316965755
2017-07-18,2995,2720.35124596243
2017-07-19,3378,2716.758776802306
2017-07-20,3832,2713.1742536625093
2017-07-21,3689,2709.5977060104724
2017-07-22,1916,2706.029163334766
2017-07-23,1394,2702.4686551450854
2017-07-24,2743,2698.916210972262
2017-07-25,3096,2695.3718603682473
2017-07-26,3411,2691.835632906141
2017-07-27,3629,2688.3075581801586
2017-07-28,3435,2684.787665805657
2017-07-29,1814,2681.27598541912
2017-07-30,1236,2677.772546678163
2017-07-31,2364,2674.277379261528
