Date,Actual,Prediction
2017-01-02,9,18.31465041880947
2017-01-03,19,18.234121053063628
2017-01-04,12,18.153666933006726
2017-01-05,16,18.07328848974049
2017-01-06,20,17.992986154651074
2017-01-07,18,17.91276035940866
2017-01-08,10,17.83261153596799
2017-01-09,14,17.752540116567978
2017-01-10,13,17.67254653373178
2017-01-11,19,17.592631220266934
2017-01-12,22,17.512794609265292
2017-01-13,24,17.433037134102754
2017-01-14,16,17.35335922843978
2017-01-15,16,17.27376132622092
2017-01-16,17,17.1942438616752
2017-01-17,17,17.114807269315754
2017-01-18,13,17.03545198394017
2017-01-19,16,16.956178440630104
2017-01-20,28,16.87698707475167
2017-01-21,28,16.797878321955274
2017-01-22,13,16.718852618175482
2017-01-23,12,16.639910399631223
2017-01-24,17,16.56105210282579
2017-01-25,12,16.482278164546646
2017-01-26,12,16.403589021865503
2017-01-27,19,16.32498511213848
2017-01-28,17,16.246466873005986
2017-01-29,14,16.168034742392567
2017-01-30,11,16.089689158507262
2017-01-31,16,16.01143055984316
2017-02-01,17,15.933259385177823
2017-02-02,12,15.855176073573077
2017-02-03,29,15.777181064374961
2017-02-04,21,15.699274797213775
2017-02-05,17,15.621457712004315
2017-02-06,14,15.54373024894538
2017-02-07,17,15.466092848520212
2017-02-08,11,15.388545951496354
2017-02-09,16,15.311089998925553
2017-02-10,17,15.233725432143892
2017-02-11,27,15.156452692771843
2017-02-12,19,15.079272222713847
2017-02-13,14,15.002184464159
2017-02-14,9,14.925189859580485
2017-02-15,13,14.848288851735756
2017-02-16,8,14.77148188366668
2017-02-17,19,14.694769398699293
2017-02-18,21,14.61815184044405
2017-02-19,18,14.54162965279545
2017-02-20,10,14.465203279932528
2017-02-21,16,14.388873166318472
2017-02-22,12,14.312639756700865
2017-02-23,18,14.236503496111407
2017-02-24,14,14.160464829866253
2017-02-25,21,14.084524203565755
2017-02-26,18,14.008682063094486
2017-02-27,12,13.932938854621524
2017-02-28,16,13.857295024599999
2017-03-01,19,13.781751019767421
2017-03-02,11,13.706307287145712
2017-03-03,14,13.630964274040824
2017-03-04,28,13.555722428043183
2017-03-05,17,13.480582197027434
2017-03-06,12,13.405544029152535
2017-03-07,19,13.330608372861711
2017-03-08,11,13.25577567688251
2017-03-10,22,13.181046390226667
2017-03-11,30,13.106420962190299
2017-03-12,16,13.031899842353813
2017-03-13,16,12.957483480581795
2017-03-14,13,12.883172327023322
2017-03-15,14,12.808966832111533
2017-03-16,13,12.734867446563975
2017-03-17,21,12.66087462138243
2017-03-18,29,12.586988807853007
2017-03-19,28,12.513210457546098
2017-03-20,23,12.439540022316319
2017-03-21,16,12.3659779543027
2017-03-22,14,12.292524705928418
2017-03-23,24,12.219180729901012
2017-03-24,22,12.14594647921233
2017-03-25,22,12.072822407138359
2017-03-26,21,11.99980896723957
2017-03-27,13,11.926906613360744
2017-03-28,14,11.854115799630549
2017-03-29,20,11.781436980462452
2017-03-30,23,11.70887061055392
2017-03-31,18,11.636417144886712
2017-04-02,16,11.564077038726987
2017-04-03,20,11.4918507476251
