Date,Actual,Prediction
2017-01-01,6,4.936729791637311
2017-01-02,5,4.895511629752306
2017-01-03,5,4.854265633198742
2017-01-04,4,4.812991809853226
2017-01-05,7,4.771690167516026
2017-01-06,5,4.730360713911087
2017-01-07,2,4.689003456685973
2017-01-08,3,4.647618403411908
2017-01-09,10,4.6062055615838
2017-01-10,9,4.564764938620164
2017-01-11,7,4.523296541863196
2017-01-12,7,4.481800378578784
2017-01-13,8,4.440276455956367
2017-01-14,4,4.398724781109114
2017-01-15,9,4.357145361073839
2017-01-16,1,4.315538202810968
2017-01-17,4,4.2739033132046265
2017-01-18,8,4.23224069906259
2017-01-19,4,4.1905503671162485
2017-01-20,5,4.1488323240206535
2017-01-21,6,4.107086576354554
2017-01-22,2,4.065313130620305
2017-01-23,5,4.023511993243925
2017-01-24,9,3.981683170575103
2017-01-25,7,3.939826668887144
2017-01-26,3,3.897942494377056
2017-01-27,4,3.8560306531654645
2017-01-28,3,3.8140911512966458
2017-01-29,5,3.772123994738541
2017-01-30,6,3.730129189382759
2017-01-31,5,3.6881067410445274
2017-02-01,11,3.6460566554627265
2017-02-02,9,3.603978938299938
2017-02-03,5,3.56187359514235
2017-02-04,2,3.519740631499811
2017-02-05,6,3.4775800528058385
2017-02-06,4,3.4353918644175936
2017-02-07,6,3.3931760716158657
2017-02-08,3,3.3509326796051506
2017-02-09,3,3.308661693513551
2017-02-10,4,3.266363118392852
2017-02-12,4,3.2240369592184646
2017-02-13,3,3.1816832208894597
2017-02-14,6,3.139301908228561
2017-02-15,5,3.0968930259821836
2017-02-16,6,3.0544565788203335
2017-02-17,5,3.011992571336696
2017-02-18,4,2.9695010080486197
2017-02-19,5,2.926981893397082
2017-02-20,6,2.8844352317467488
2017-02-21,9,2.8418610273859026
2017-02-22,3,2.799259284526504
2017-02-23,5,2.756630007304161
2017-02-24,12,2.713973199778108
2017-02-25,8,2.6712888659312637
2017-02-26,4,2.6285770096701744
2017-02-27,5,2.5858376348250816
2017-02-28,7,2.5430707451498424
2017-03-01,6,2.500276344321952
2017-03-02,9,2.457454435942614
2017-03-03,6,2.414605023536618
2017-03-04,11,2.371728110552459
2017-03-05,6,2.328823700362277
2017-03-06,2,2.285891796261841
2017-03-07,6,2.2429324014705827
2017-03-08,9,2.199945519131596
2017-03-09,7,2.1569311523116195
2017-03-10,5,2.1138893040010576
2017-03-11,3,2.0708199771139295
2017-03-12,9,2.027723174487936
2017-03-13,3,1.984598898884455
2017-03-14,2,1.9414471529884616
2017-03-15,13,1.898267939408624
2017-03-16,12,1.8550612606772385
2017-03-17,5,1.8118271192503017
2017-03-18,8,1.768565517507378
2017-03-19,8,1.7252764577517654
2017-03-20,8,1.6819599422103702
2017-03-21,5,1.6386159730337764
2017-03-22,5,1.5952445522961924
2017-03-23,3,1.5518456819955224
2017-03-24,5,1.5084193640532602
2017-03-25,2,1.464965600314598
2017-03-26,3,1.4214843925483924
2017-03-27,2,1.377975742447109
2017-03-28,9,1.3344396516269055
2017-03-29,10,1.2908761216275493
2017-03-30,5,1.247285153912498
2017-03-31,7,1.203666749868857
2017-04-01,6,1.160020910807384
2017-04-02,7,1.1163476379624637
2017-04-03,8,1.0726469324921633
2017-04-04,6,1.0289187954781869
2017-04-05,7,0.9851632279259186
2017-04-06,7,0.941380230764332
2017-04-07,8,0.8975698048460983
2017-04-08,6,0.8537319509475554
2017-04-09,7,0.8098666697687147
2017-04-10,4,0.7659739619331225
2017-04-11,8,0.722053827988087
2017-04-12,6,0.6781062684045616
2017-04-13,5,0.6341312835770982
2017-04-14,6,0.5901288738239612
2017-04-15,4,0.546099039387016
2017-04-16,7,0.5020417804318144
2017-04-17,7,0.4579570970475213
2017-04-18,8,0.41384498924703284
2017-04-19,5,0.3697054569668148
2017-04-20,8,0.3255385000670341
2017-04-21,11,0.28134411833148343
2017-04-22,6,0.2371223114676133
2017-04-23,8,0.19287307910654417
2017-04-24,9,0.1485964208030528
2017-04-25,5,0.10429233603552523
2017-04-26,8,0.05996082420603133
2017-04-27,7,0.015601884640310981
2017-04-28,6,-0.028784483412269413
2017-04-29,9,-0.07319828077870488
2017-04-30,9,-0.11763950836226966
2017-05-01,7,-0.16210816714269471
2017-05-02,7,-0.20660425817594874
2017-05-03,7,-0.25112778259443314
2017-05-04,8,-0.2956787416068257
2017-05-05,10,-0.34025713649822054
2017-05-06,2,-0.38486296862997615
2017-05-07,9,-0.4294962394398721
2017-05-08,6,-0.4741569504420204
2017-05-09,9,-0.5188451032268474
2017-05-10,7,-0.5635606994611755
2017-05-11,12,-0.6083037408881276
2017-05-12,9,-0.6530742293271901
2017-05-13,4,-0.6978721666742038
2017-05-14,7,-0.7426975549013725
2017-05-15,3,-0.7875503960571814
2017-05-16,7,-0.8324306922665774
2017-05-17,4,-0.8773384457307252
2017-05-18,4,-0.9222736587272617
2017-05-21,5,-0.9672363336100309
2017-05-22,3,-1.0122264728093813
2017-05-23,9,-1.0572440788318715
2017-05-24,7,-1.1022891542604787
2017-05-25,4,-1.1473617017545321
2017-05-26,2,-1.1924617240496682
2017-05-27,7,-1.237589223957892
2017-05-28,5,-1.2827442043675845
2017-05-29,3,-1.3279266682434379
2017-05-30,5,-1.3731366186264582
2017-05-31,2,-1.418374058634099
2017-06-01,14,-1.4636389914600643
2017-06-02,11,-1.5089314203744426
2017-06-03,4,-1.5542513487237235
2017-06-04,9,-1.599598779930611
2017-06-05,9,-1.6449737174942851
2017-06-06,4,-1.6903761649902105
2017-06-07,3,-1.7358061260702338
2017-06-08,8,-1.78126360446252
2017-06-09,10,-1.82674860397156
2017-06-10,8,-1.8722611284782766
2017-06-11,4,-1.917801181939823
2017-06-12,8,-1.963368768389824
2017-06-13,7,-2.0089638919381367
2017-06-14,5,-2.054586556771062
2017-06-15,8,-2.100236767151156
2017-06-16,8,-2.145914527417416
2017-06-17,9,-2.191619841985153
2017-06-18,7,-2.2373527153459545
2017-06-19,4,-2.2831131520678483
2017-06-20,7,-2.3289011567951956
2017-06-21,10,-2.374716734248663
2017-06-22,7,-2.4205598892252733
2017-06-23,5,-2.466430626598447
2017-06-24,3,-2.5123289513178766
2017-06-25,7,-2.5582548684096835
2017-06-26,4,-2.6042083829762626
2017-06-27,2,-2.6501895001963605
2017-06-28,1,-2.6961982253251575
2017-06-29,8,-2.742234563694108
2017-06-30,8,-2.788298520711008
2017-07-01,11,-2.83439010186001
2017-07-02,6,-2.880509312701637
2017-07-03,6,-2.9266561588727487
2017-07-04,3,-2.9728306460865617
2017-07-05,5,-3.0190327801326218
2017-07-06,5,-3.0652625668768314
2017-07-07,6,-3.1115200122613995
2017-07-08,4,-3.1578051223049677
2017-07-09,5,-3.204117903102464
2017-07-10,4,-3.250458360825145
2017-07-11,3,-3.296826501720696
2017-07-12,7,-3.3432223321130694
2017-07-13,3,-3.389645858402594
2017-07-14,9,-3.436097087065979
2017-07-15,3,-3.482576024656215
2017-07-16,5,-3.5290826778026814
2017-07-17,6,-3.575617053211116
2017-07-18,13,-3.6221791576635716
2017-07-19,9,-3.6687689980184675
2017-07-20,6,-3.715386581210558
2017-07-21,8,-3.7620319142509704
2017-07-22,3,-3.8087050042271433
2017-07-23,6,-3.8554058583029067
2017-07-24,5,-3.9021344837183873
2017-07-25,8,-3.948890887790068
2017-07-26,7,-3.9956750779108243
2017-07-27,7,-4.04248706154986
2017-07-28,12,-4.089326846252683
2017-07-29,5,-4.136194439641194
2017-07-30,6,-4.183089849413633
2017-07-31,9,-4.230013083344578
