Date,Actual,Prediction
2017-01-02,1,1.8331806350141782
2017-01-04,3,1.8227318326898132
2017-01-06,1,1.8122996725972822
2017-01-07,2,1.8018843492702508
2017-01-09,2,1.7914860576155456
2017-01-11,1,1.7811049929129512
2017-01-12,1,1.7707413508153673
2017-01-13,2,1.7603953273486908
2017-01-14,2,1.7500671189119679
2017-01-15,2,1.7397569222772227
2017-01-16,1,1.7294649345895812
2017-01-17,1,1.7191913533672112
2017-01-19,3,1.7089363765013244
2017-01-20,2,1.6987002022562279
2017-01-25,1,1.6884830292692203
2017-01-27,2,1.678285056550754
2017-01-31,1,1.6681064834842492
2017-02-02,1,1.6579475098262324
2017-02-03,2,1.6478083357062752
2017-02-04,1,1.637689161627019
2017-02-06,1,1.627590188464104
2017-02-07,2,1.6175116174663344
2017-02-09,3,1.607453650255504
2017-02-10,2,1.5974164888264333
2017-02-11,1,1.5874003355470732
2017-02-15,1,1.5774053931583636
2017-02-16,1,1.5674318647744085
2017-02-17,3,1.5574799538822282
2017-02-19,2,1.5475498643420083
2017-02-21,2,1.5376418003869397
2017-02-22,2,1.5277559666232627
2017-02-24,2,1.5178925680303605
2017-02-26,2,1.5080518099605766
2017-03-02,3,1.498233898139341
2017-03-03,3,1.4884390386651476
2017-03-04,1,1.4786674380095854
2017-03-06,2,1.468919303017213
2017-03-07,2,1.4591948409057125
2017-03-08,1,1.4494942592658235
2017-03-09,1,1.4398177660613256
2017-03-12,3,1.430165569629056
2017-03-13,1,1.420537878678908
2017-03-15,1,1.4109349022938225
2017-03-17,2,1.4013568499298503
2017-03-18,1,1.39180393141603
2017-03-19,1,1.3822763569545315
2017-03-20,1,1.372774337120493
2017-03-21,2,1.3632980828621535
2017-03-22,1,1.3538478055008838
2017-03-24,2,1.3444237167309727
2017-03-26,2,1.335026028619847
2017-03-28,1,1.3256549536080189
2017-03-29,1,1.3163107045089735
2017-03-30,3,1.3069934945093533
2017-03-31,1,1.2977035371687657
2017-04-01,1,1.288441046419921
2017-04-03,1,1.279206236568576
2017-04-04,1,1.2699993222935746
2017-04-05,3,1.2608205186467771
2017-04-09,2,1.251670041053123
2017-04-11,1,1.2425481053106013
2017-04-12,2,1.2334549275902755
2017-04-13,2,1.2243907244362457
2017-04-15,1,1.2153557127656862
2017-04-16,1,1.2063501098687945
2017-04-18,3,1.1973741334088694
2017-04-19,3,1.188428001422259
2017-04-20,1,1.179511932318375
2017-04-22,2,1.1706261448796276
2017-04-23,2,1.161770858261514
2017-04-24,1,1.1529462919926834
2017-04-25,2,1.1441526659747212
2017-04-26,3,1.1353902004823075
2017-04-28,3,1.126659116163169
2017-04-29,1,1.1179596340381173
2017-05-01,1,1.1092919755010235
2017-05-03,1,1.1006563623188128
2017-05-04,3,1.0920530166314533
2017-05-07,1,1.08348216095193
2017-05-08,1,1.0749440181663859
2017-05-10,3,1.0664388115339365
2017-05-11,2,1.0579667646868092
2017-05-12,1,1.0495281016302456
2017-05-13,1,1.0411230467425538
2017-05-14,1,1.0327518247751515
2017-05-15,2,1.0244146608524423
2017-05-16,1,1.0161117804719284
2017-05-18,2,1.0078434095041402
2017-05-20,3,0.9996097741927326
2017-05-21,2,0.9914111011543283
2017-05-22,1,0.9832476173786422
2017-05-23,3,0.9751195502284888
2017-05-24,1,0.9670271274397024
2017-05-25,1,0.9589705771211312
2017-05-26,1,0.9509501277548063
2017-05-30,2,0.9429660081956457
2017-05-31,1,0.935018447671802
2017-06-02,1,0.9271076757843559
2017-06-04,1,0.919233922507509
2017-06-06,1,0.9113974181884984
2017-06-07,2,0.903598393547588
2017-06-08,2,0.8958370796782038
2017-06-09,2,0.8881137080467199
2017-06-10,2,0.8804285104925985
2017-06-12,2,0.87278171922838
2017-06-13,1,0.8651735668396499
2017-06-15,2,0.857604286285079
2017-06-16,1,0.8500741108963454
2017-06-17,1,0.8425832743782002
2017-06-21,1,0.8351320108084757
2017-06-22,1,0.8277205546380546
2017-06-23,1,0.8203491406908405
2017-06-25,1,0.8130180041638457
2017-06-26,1,0.8057273806271186
2017-06-27,1,0.7984775060237624
2017-06-29,3,0.7912686166699672
2017-06-30,1,0.7841009492549038
2017-07-01,1,0.7769747408408766
2017-07-02,1,0.7698902288632178
2017-07-03,2,0.7628476511303248
2017-07-04,1,0.7558472458236795
2017-07-06,1,0.7488892514977301
2017-07-07,2,0.7419739070800867
2017-07-10,2,0.7351014518713619
2017-07-11,1,0.7282721255452738
2017-07-12,3,0.7214861681484751
2017-07-13,2,0.7147438201008347
2017-07-14,2,0.7080453221951826
2017-07-15,2,0.7013909155974375
2017-07-16,2,0.6947808418466277
2017-07-19,2,0.6882153428546861
2017-07-21,1,0.6816946609067243
2017-07-24,1,0.6752190386609409
2017-07-25,1,0.668788719148464
2017-07-29,2,0.6624039457735842
2017-07-30,1,0.6560649623136059
