Date,Actual,Prediction
2017-01-01,4,6.794093434272682
2017-01-02,6,6.7691775459218215
2017-01-03,13,6.744228195696719
2017-01-04,9,6.719245390205982
2017-01-05,13,6.694229136080594
2017-01-06,9,6.6691794399738935
2017-01-07,5,6.644096308561592
2017-01-08,1,6.618979748541785
2017-01-09,6,6.59382976663491
2017-01-10,11,6.568646369583803
2017-01-11,11,6.543429564153636
2017-01-12,7,6.518179357131996
2017-01-13,11,6.492895755328798
2017-01-14,8,6.467578765576331
2017-01-15,5,6.4422283947292955
2017-01-16,4,6.416844649664703
2017-01-17,9,6.391427537281965
2017-01-18,10,6.365977064502863
2017-01-19,9,6.340493238271557
2017-01-20,11,6.314976065554531
2017-01-21,6,6.289425553340696
2017-01-22,7,6.263841708641305
2017-01-23,5,6.238224538489963
2017-01-24,7,6.212574049942679
2017-01-25,12,6.186890250077823
2017-01-26,6,6.161173145996101
2017-01-27,12,6.135422744820644
2017-01-28,3,6.109639053696899
2017-01-29,10,6.083822079792723
2017-01-30,6,6.057971830298314
2017-01-31,13,6.032088312426252
2017-02-01,12,6.0061715334114965
2017-02-02,9,5.980221500511348
2017-02-03,3,5.95423822100551
2017-02-04,10,5.928221702196021
2017-02-05,5,5.90217195140732
2017-02-06,7,5.8760889759862
2017-02-07,7,5.849972783301824
2017-02-09,9,5.823823380745722
2017-02-11,7,5.797640775731801
2017-02-12,3,5.771424975696329
2017-02-13,8,5.745175988097959
2017-02-14,9,5.718893820417685
2017-02-15,13,5.692578480158906
2017-02-16,10,5.666229974847363
2017-02-18,14,5.639848312031166
2017-02-19,7,5.613433499280817
2017-02-20,7,5.586985544189172
2017-02-21,10,5.560504454371446
2017-02-23,14,5.533990237465257
2017-02-24,6,5.507442901130552
2017-02-25,5,5.48086245304968
2017-02-26,5,5.4542489009273325
2017-02-27,6,5.427602252490594
2017-02-28,8,5.400922515488899
2017-03-02,8,5.374209697694071
2017-03-03,12,5.34746380690029
2017-03-04,4,5.320684850924097
2017-03-05,7,5.293872837604428
2017-03-06,8,5.267027774802561
2017-03-07,9,5.240149670402165
2017-03-08,7,5.213238532309252
2017-03-09,9,5.186294368452245
2017-03-10,6,5.159317186781895
2017-03-11,13,5.132306995271337
2017-03-12,9,5.105263801916093
2017-03-13,10,5.078187614734025
2017-03-14,5,5.051078441765379
2017-03-15,9,5.023936291072777
2017-03-16,8,4.9967611707412
2017-03-17,4,4.9695530888779995
2017-03-18,3,4.942312053612902
2017-03-19,2,4.91503807309799
2017-03-20,6,4.887731155507735
2017-03-21,8,4.860391309038964
2017-03-22,5,4.833018541910881
2017-03-23,2,4.805612862365042
2017-03-24,8,4.7781742786653965
2017-03-25,7,4.750702799098259
2017-03-26,8,4.723198431972295
2017-03-27,2,4.695661185618545
2017-03-28,6,4.668091068390449
2017-03-29,8,4.6404880886637745
2017-03-30,9,4.612852254836678
2017-03-31,9,4.5851835753296895
2017-04-01,13,4.557482058585693
2017-04-02,6,4.529747713069971
2017-04-04,5,4.501980547270139
2017-04-05,10,4.4741805696962
2017-04-06,10,4.446347788880526
2017-04-07,6,4.41848221337787
2017-04-08,2,4.390583851765323
2017-04-09,6,4.3626527126423715
2017-04-10,3,4.334688804630866
2017-04-11,7,4.30669213637503
2017-04-12,5,4.278662716541441
2017-04-13,6,4.2506005538190585
2017-04-14,12,4.222505656919205
2017-04-15,6,4.194378034575587
2017-04-16,4,4.166217695544254
2017-04-17,10,4.1380246486036505
2017-04-18,5,4.1097989025545845
2017-04-19,8,4.081540466220208
2017-04-20,12,4.053249348446087
2017-04-21,8,4.0249255581001195
2017-04-22,5,3.9965691040725897
2017-04-23,5,3.9681799952761487
2017-04-24,8,3.939758240645819
2017-04-25,6,3.9113038491389744
2017-04-26,9,3.8828168297353995
2017-04-27,4,3.8542971914371975
2017-04-28,6,3.8257449432688837
2017-04-29,7,3.797160094277304
2017-04-30,3,3.768542653531713
2017-05-01,4,3.7398926301237108
2017-05-02,8,3.711210033167265
2017-05-04,11,3.6824948717987227
2017-05-05,7,3.653747155176805
2017-05-06,2,3.6249668924825813
2017-05-07,3,3.5961540929195124
2017-05-08,4,3.56730876571343
2017-05-09,7,3.5384309201124937
2017-05-10,11,3.5095205653872927
2017-05-11,7,3.480577710830743
2017-05-12,2,3.4516023657581516
2017-05-13,4,3.42259453950717
2017-05-14,3,3.3935542414378603
2017-05-15,6,3.3644814809326014
2017-05-16,7,3.335376267396193
2017-05-17,7,3.3062386102557735
2017-05-18,5,3.277068518960852
2017-05-19,9,3.2478660029833124
2017-05-20,7,3.218631071817419
2017-05-21,4,3.189363734979785
2017-05-22,6,3.1600640020094004
2017-05-23,4,3.1307318824676464
2017-05-24,6,3.101367385938234
2017-05-25,7,3.071970522027267
2017-05-26,5,3.0425413003632196
2017-05-27,2,3.013079730596933
2017-05-28,4,2.9835858224016043
2017-05-29,1,2.954059585472827
2017-05-30,8,2.9245010295285367
2017-05-31,9,2.8949101643090622
2017-06-01,7,2.865286999577063
2017-06-02,4,2.835631545117631
2017-06-03,5,2.805943810738157
2017-06-04,5,2.7762238062684634
2017-06-05,5,2.746471541560692
2017-06-06,5,2.7166870264893825
2017-06-07,5,2.6868702709514447
2017-06-08,5,2.6570212848661448
2017-06-09,4,2.627140078175126
2017-06-10,1,2.5972266608423826
2017-06-11,6,2.5672810428543205
2017-06-12,4,2.5373032342196726
2017-06-13,6,2.5072932449695498
2017-06-14,5,2.4772510851574596
2017-06-15,6,2.4471767648592504
2017-06-16,2,2.417070294173145
2017-06-17,3,2.3869316832197316
2017-06-18,2,2.356760942142
2017-06-19,6,2.3265580811052633
2017-06-20,4,2.296323110297225
2017-06-21,2,2.266056039927973
2017-06-22,9,2.235756880229943
2017-06-23,8,2.205425641457941
2017-06-24,3,2.175062333889155
2017-06-25,5,2.1446669678231336
2017-06-26,4,2.114239553581797
2017-06-27,7,2.0837801015094337
2017-06-28,5,2.053288621972708
2017-06-29,7,2.0227651253606354
2017-06-30,5,1.99220962208463
2017-07-01,8,1.961622122578441
2017-07-02,7,1.9310026372982234
2017-07-03,8,1.9003511767224572
2017-07-05,5,1.8696677513520439
2017-07-06,2,1.8389523717102194
2017-07-07,6,1.8082050483425822
2017-07-08,3,1.7774257918171348
2017-07-09,6,1.7466146127242241
2017-07-10,2,1.715771521676562
2017-07-11,3,1.684896529309254
2017-07-12,5,1.6539896462797585
2017-07-13,7,1.6230508832678874
2017-07-14,3,1.592080250975861
2017-07-15,4,1.5610777601282382
2017-07-16,3,1.5300434214719596
2017-07-17,4,1.4989772457763277
2017-07-18,5,1.4678792438330317
2017-07-19,8,1.4367494264561003
2017-07-21,3,1.4055878044819625
2017-07-22,4,1.3743943887693881
2017-07-23,6,1.343169190199556
2017-07-24,7,1.3119122196759567
2017-07-25,7,1.2806234881245153
2017-07-26,7,1.2493030064934696
2017-07-27,8,1.2179507857534526
2017-07-28,2,1.1865668368974904
2017-07-29,2,1.1551511709409221
2017-07-30,3,1.1237037989215117
2017-07-31,3,1.0922247318993485
