Date,Actual,Prediction
2017-01-01,7,4.523150256931923
2017-01-02,3,4.436203020693831
2017-01-03,6,4.349100217134891
2017-01-04,4,4.261841778297499
2017-01-05,8,4.174427636489263
2017-01-06,6,4.086857724283159
2017-01-07,7,3.999131974517553
2017-01-08,5,3.911250320295924
2017-01-09,6,3.8232126949873013
2017-01-10,4,3.735019032225839
2017-01-11,7,3.64666926591119
2017-01-12,8,3.5581633302081244
2017-01-13,4,3.4695011595469225
2017-01-14,12,3.380682688623076
2017-01-15,9,3.2917078523973426
2017-01-16,11,3.20257658609587
2017-01-17,1,3.113288825210148
2017-01-18,2,3.023844505496889
2017-01-19,9,2.934243562978227
2017-01-20,3,2.844485933941569
2017-01-21,6,2.7545715549395884
2017-01-22,1,2.664500362790338
2017-01-23,3,2.5742722945771392
2017-01-24,5,2.483887287648623
2017-01-25,4,2.3933452796188726
2017-01-26,3,2.3026462083671206
2017-01-27,8,2.2117900120379557
2017-01-28,3,2.1207766290413193
2017-01-29,4,2.0296059980524466
2017-01-30,10,1.938278058011924
2017-01-31,8,1.8467927481255662
2017-02-01,6,1.7551500078646298
2017-02-02,7,1.6633497769655583
2017-02-03,4,1.571391995430206
2017-02-04,5,1.4792766035257578
2017-02-05,5,1.3870035417844613
2017-02-06,7,1.294572751004345
2017-02-07,7,1.2019841722483575
2017-02-08,5,1.1092377468448806
2017-02-09,4,1.0163334163876858
2017-02-11,11,0.9232711227357859
2017-02-12,3,0.8300508080135183
2017-02-13,4,0.7366724146105059
2017-02-14,6,0.643135885181785
2017-02-15,6,0.549441162647688
2017-02-16,9,0.45558819019371644
2017-02-17,6,0.36157691127086333
2017-02-18,1,0.2674072695953239
2017-02-19,6,0.17307920914873587
2017-02-20,4,0.07859267417785942
2017-02-21,6,-0.016052390805024963
2017-02-22,11,-0.11085604102245539
2017-02-23,6,-0.20581833143158856
2017-02-24,7,-0.3009393167243367
2017-02-25,11,-0.3962190513271894
2017-02-26,13,-0.49165758940143595
2017-02-27,6,-0.5872549848429132
2017-02-28,8,-0.6830112912822918
2017-03-01,8,-0.7789265620848541
2017-03-02,6,-0.8750008503504964
2017-03-03,10,-0.9712342089139889
2017-03-04,4,-1.067626690344571
2017-03-05,9,-1.164178346946354
2017-03-06,4,-1.2608892307579267
2017-03-07,8,-1.3577593935527716
2017-03-08,3,-1.4547888868389531
2017-03-09,8,-1.5519777618591548
2017-03-10,6,-1.6493260695909613
2017-03-11,3,-1.7468338607463778
2017-03-12,9,-1.8445011857722058
2017-03-13,5,-1.9423280948500417
2017-03-14,9,-2.0403146378959858
2017-03-15,5,-2.138460864560987
2017-03-16,8,-2.236766824230438
2017-03-17,5,-2.3352325660247892
2017-03-18,8,-2.4338581387987466
2017-03-19,6,-2.532643591141994
2017-03-20,5,-2.631588971378851
2017-03-21,7,-2.730694327568234
2017-03-22,4,-2.8299597075039067
2017-03-23,5,-2.9293851587140147
2017-03-24,7,-3.0289707284617093
2017-03-25,6,-3.128716463744731
2017-03-26,6,-3.2286224112953623
2017-03-27,5,-3.328688617580666
2017-03-28,2,-3.428915128802516
2017-03-29,11,-3.529301990897341
