Date,Actual,Prediction
2017-01-01,3564,9966.609396199077
2017-01-02,2155,9954.556028096438
2017-01-03,7322,9942.489769350172
2017-01-04,9820,9930.41061754838
2017-01-05,11739,9918.318570249136
2017-01-06,12752,9906.213624980357
2017-01-07,5056,9894.09577923984
2017-01-08,3525,9881.96503049531
2017-01-09,9784,9869.821376184325
2017-01-10,12163,9857.6648137144
2017-01-11,11961,9845.495340462907
2017-01-12,12638,9833.312953777056
2017-01-13,12136,9821.117650974025
2017-01-14,4277,9808.90942934087
2017-01-15,2903,9796.688286134471
2017-01-16,5893,9784.454218581686
2017-01-17,10967,9772.207223879186
2017-01-18,11701,9759.947299193587
2017-01-19,13486,9747.674441661366
2017-01-20,11328,9735.388648388895
2017-01-21,4392,9723.089916452416
2017-01-22,2427,9710.7782428981
2017-01-23,9060,9698.453624741976
2017-01-24,10689,9686.116058969965
2017-01-25,11564,9673.765542537907
2017-01-26,12378,9661.402072371488
2017-01-27,12144,9649.02564536632
2017-01-28,4528,9636.636258387865
2017-01-29,2481,9624.23390827152
2017-01-30,9654,9611.81859182252
2017-01-31,11343,9599.39030581605
2017-02-01,11707,9586.949046997132
2017-02-02,13324,9574.494812080686
2017-02-03,12410,9562.027597751552
2017-02-04,4274,9549.547400664436
2017-02-05,2504,9537.05421744393
2017-02-06,8990,9524.548044684529
2017-02-07,11764,9512.028878950583
2017-02-08,13123,9499.496716776393
2017-02-09,13622,9486.951554666084
2017-02-10,12152,9474.39338909371
2017-02-11,4933,9461.82221650321
2017-02-12,2917,9449.238033308398
2017-02-13,9359,9436.640835892991
2017-02-14,11084,9424.030620610576
2017-02-15,12593,9411.407383784679
2017-02-16,13113,9398.771121708622
2017-02-17,10841,9386.121830645709
2017-02-18,5194,9373.459506829091
2017-02-19,3428,9360.784146461807
2017-02-20,5612,9348.095745716804
2017-02-21,10459,9335.394300736893
2017-02-22,12231,9322.679807634791
2017-02-23,15076,9309.952262493107
2017-02-24,14361,9297.211661364337
2017-02-25,6792,9284.45800027085
2017-02-26,3428,9271.69127520491
2017-02-27,9621,9258.911482128675
2017-02-28,12550,9246.118616974214
2017-03-01,14003,9233.312675643443
2017-03-02,13363,9220.49365400821
2017-03-03,13336,9207.661547910218
2017-03-04,5287,9194.816353161059
