Date,Actual,Prediction
2017-01-01,2,3.87113095314948
2017-01-02,4,3.8560245042384924
2017-01-03,5,3.840891072020083
2017-01-04,4,3.82573062024721
2017-01-05,4,3.8105431126109117
2017-01-06,3,3.795328512740288
2017-01-07,3,3.7800867842025117
2017-01-08,3,3.7648178905028438
2017-01-09,4,3.749521795084604
2017-01-10,1,3.734198461329206
2017-01-11,4,3.7188478525561193
2017-01-12,3,3.7034699320229016
2017-01-13,6,3.688064662925181
2017-01-14,2,3.672632008396656
2017-01-15,2,3.657171931509102
2017-01-16,1,3.64168439527237
2017-01-17,8,3.6261693626343896
2017-01-18,2,3.6106267964811636
2017-01-20,2,3.595056659636769
2017-01-21,7,3.5794589148633484
2017-01-22,3,3.563833524861127
2017-01-23,3,3.5481804522684133
2017-01-24,4,3.5324996596615703
2017-01-25,6,3.5167911095550584
2017-01-26,2,3.501054764401407
2017-01-27,5,3.4852905865911916
2017-01-28,4,3.4694985384530987
2017-01-29,3,3.453678582253885
2017-01-30,4,3.437830680198359
2017-01-31,1,3.42195479442942
2017-02-01,7,3.4060508870280497
2017-02-02,4,3.390118920013297
2017-02-03,7,3.374158855342274
2017-02-04,6,3.358170654910178
2017-02-05,6,3.3421542805502855
2017-02-06,4,3.3261096940339328
2017-02-07,2,3.3100368570705485
2017-02-08,6,3.2939357313076316
2017-02-09,2,3.2778062783307558
2017-02-10,4,3.26164845966355
2017-02-11,5,3.245462236767737
2017-02-12,3,3.2292475710431177
2017-02-13,3,3.2130044238275635
2017-02-14,3,3.1967327563970196
2017-02-15,3,3.180432529965491
2017-02-17,2,3.1641037056850725
2017-02-18,5,3.1477462446459517
2017-02-19,3,3.131360107876351
2017-02-20,2,3.1149452563426028
2017-02-21,4,3.0985016509490872
2017-02-22,4,3.0820292525382795
2017-02-23,6,3.065528021890712
2017-02-24,4,3.0489979197250134
2017-02-25,3,3.0324389066978688
2017-02-26,2,3.015850943404035
2017-02-27,1,2.9992339903763585
2017-02-28,6,2.982588008085769
2017-03-01,6,2.9659129569412412
2017-03-02,5,2.949208797289843
2017-03-03,2,2.932475489416709
2017-03-04,1,2.9157129935450588
2017-03-05,7,2.898921269836187
2017-03-06,1,2.882100278389453
2017-03-07,2,2.8652499792422845
2017-03-08,3,2.848370332370206
2017-03-09,1,2.8314612976868103
2017-03-10,2,2.814522835043741
2017-03-12,2,2.797554904230757
2017-03-13,1,2.7805574649756615
2017-03-15,3,2.7635304769443403
2017-03-16,4,2.7464738997407454
2017-03-17,5,2.7293876929069283
2017-03-18,4,2.7122718159229935
2017-03-19,2,2.695126228207122
2017-03-20,5,2.6779508891155834
2017-03-21,4,2.6607457579427107
2017-03-22,3,2.643510793920915
2017-03-23,4,2.6262459562206755
2017-03-24,4,2.6089512039505447
2017-03-25,3,2.5916264961571636
2017-03-26,5,2.574271791825252
2017-03-27,1,2.556887049877589
2017-03-28,3,2.539472229175022
2017-03-29,2,2.5220272885164907
2017-03-30,3,2.504552186638991
2017-03-31,9,2.4870468822176304
2017-04-01,4,2.469511333865552
2017-04-02,6,2.451945500133981
2017-04-03,7,2.434349339512232
2017-04-04,2,2.4167228104276877
2017-04-05,5,2.3990658712457895
2017-04-06,4,2.381378480270091
2017-04-07,3,2.3636605957421954
2017-04-08,4,2.3459121758417565
2017-04-09,4,2.3281331786865502
2017-04-10,4,2.310323562332408
2017-04-11,2,2.2924832847732275
2017-04-12,1,2.274612303940983
2017-04-13,4,2.256710577705749
2017-04-14,4,2.2387780638756305
2017-04-15,7,2.220814720196837
2017-04-17,5,2.202820504353654
2017-04-18,2,2.184795373968437
2017-04-19,3,2.166739286601592
2017-04-20,6,2.148652199751645
2017-04-21,2,2.13053407085516
2017-04-22,4,2.1123848572868
2017-04-23,5,2.094204516359266
2017-04-25,3,2.075993005323395
2017-04-26,3,2.0577502813680324
2017-04-27,4,2.039476301620148
2017-04-28,2,2.021171023144759
2017-04-29,3,2.0028344029449623
2017-04-30,2,1.9844663979619401
2017-05-01,4,1.9660669650749414
2017-05-02,3,1.9476360611012766
2017-05-03,2,1.929173642796362
2017-05-04,4,1.910679666853662
2017-05-05,1,1.892154089904731
2017-05-06,3,1.87359686851919
2017-05-07,3,1.8550079592047375
2017-05-08,1,1.8363873184071398
2017-05-09,5,1.8177349025102494
2017-05-10,1,1.7990506678359797
2017-05-11,2,1.780334570644352
2017-05-12,3,1.7615865671334243
2017-05-13,5,1.7428066134393179
2017-05-14,4,1.723994665636284
2017-05-15,1,1.7051506797366107
2017-05-16,1,1.6862746116906706
2017-05-17,1,1.6673664173868998
2017-05-18,4,1.6484260526518404
2017-05-19,3,1.6294534732500539
2017-05-20,5,1.6104486348842306
2017-05-21,6,1.5914114931951069
2017-05-23,6,1.5723420037615108
2017-05-24,2,1.553240122100327
2017-05-25,6,1.5341058036665371
2017-05-26,3,1.514939003853164
2017-05-27,7,1.4957396779913288
2017-05-28,4,1.476507781350234
2017-05-29,1,1.4572432691371446
2017-05-30,4,1.437946096497407
2017-05-31,1,1.4186162185144253
2017-06-01,4,1.3992535902096992
2017-06-02,3,1.379858166542781
2017-06-03,2,1.3604299024113313
2017-06-04,6,1.3409687526510574
2017-06-05,6,1.3214746720357542
2017-06-07,6,1.3019476152772702
2017-06-08,4,1.2823875370255728
2017-06-09,2,1.262794391868644
2017-06-10,6,1.2431681343325987
