Date,Actual,Prediction
2017-01-02,323,428.2503939122317
2017-01-03,341,426.9282123746357
2017-01-04,368,425.60599539307276
2017-01-05,426,424.283745493826
2017-01-06,432,422.96146520284174
2017-01-07,391,421.6391570457272
2017-01-08,311,420.316823547747
2017-01-09,381,418.99446723383045
2017-01-10,428,417.67209062856483
2017-01-11,377,416.3496962562004
2017-01-12,489,415.0272866406458
2017-01-13,479,413.7048643054718
2017-01-14,464,412.38243177391035
2017-01-15,377,411.05999156885355
2017-01-16,390,409.73754621285303
2017-01-17,354,408.41509822812316
2017-01-18,332,407.09265013653805
2017-01-19,344,405.77020445963365
2017-01-20,487,404.4477637186035
2017-01-21,500,403.1253304343054
2017-01-22,377,401.80290712725673
2017-01-23,381,400.4804963176358
2017-01-24,339,399.15810052528064
2017-01-25,381,397.8357222696897
2017-01-26,366,396.51336407002475
2017-01-27,425,395.19102844510763
2017-01-28,383,393.8687179134168
2017-01-29,331,392.54643499309594
2017-01-30,357,391.2241822019504
2017-01-31,351,389.90196205744184
2017-02-01,395,388.57977707669477
2017-02-02,439,387.25762977649555
2017-02-03,468,385.9355226732894
2017-02-04,539,384.6134582831847
2017-02-05,517,383.2914391219475
2017-02-06,367,381.96946770500534
2017-02-07,339,380.6475465474493
2017-02-08,324,379.325678164029
2017-02-09,386,378.0038650691536
2017-02-10,437,376.68210977689506
2017-02-11,513,375.36041480098504
2017-02-12,390,374.0387826548181
2017-02-13,346,372.71721585144513
2017-02-14,331,371.3957169035808
2017-02-15,462,370.0742883236026
2017-02-16,365,368.75293262354353
2017-02-17,489,367.43165231510045
2017-02-19,410,366.11044990963194
2017-02-20,296,364.78932791815527
2017-02-21,308,363.4682888513478
2017-02-22,332,362.1473352195506
2017-02-23,372,360.8264695327629
2017-02-24,433,359.5056943006471
2017-02-25,495,358.18501203252293
2017-02-26,350,356.86442523737327
2017-02-27,336,355.5439364238419
2017-02-28,335,354.2235481002317
2017-03-01,448,352.903262774508
2017-03-02,380,351.58308295429583
2017-03-04,585,350.2630111468808
2017-03-05,367,348.94304985921116
2017-03-06,331,347.6232015978927
2017-03-07,326,346.30346886919557
2017-03-08,362,344.9838541790467
2017-03-09,370,343.6643600330371
2017-03-10,480,342.3449889364176
2017-03-12,422,341.0257433940979
2017-03-13,451,339.7066259106524
2017-03-14,443,338.3876389903109
2017-03-15,354,337.06878513696967
2017-03-16,503,335.7500668541806
2017-03-19,401,334.43148664516076
2017-03-20,334,333.1130470127841
2017-03-21,350,331.7947504595883
2017-03-22,379,330.47659948776806
2017-03-23,378,329.15859659918397
2017-03-24,519,327.84074429535445
2017-03-25,488,326.52304507745725
2017-03-26,365,325.2055014463349
2017-03-27,360,323.8881159024853
2017-03-28,338,322.57089094607335
2017-03-29,393,321.25382907691744
2017-03-30,457,319.9369327945038
2017-03-31,501,318.62020459797617
2017-04-01,546,317.30364698613744
2017-04-02,401,315.98726245745354
2017-04-03,420,314.6710535100498
2017-04-04,435,313.3550226417148
2017-04-05,489,312.03917234989524
2017-04-06,410,310.723505131699
2017-04-07,402,309.4080234838954
2017-04-08,508,308.09272990291396
2017-04-09,367,306.7776268848442
2017-04-10,433,305.4627169254393
2017-04-11,358,304.1480025201113
2017-04-12,442,302.83348616393005
2017-04-13,348,301.51917035163183
2017-04-14,427,300.20505757760975
2017-04-15,467,298.8911503359187
2017-04-16,354,297.57745112027396
2017-04-17,345,296.2639624240524
2017-04-18,378,294.95068674029187
2017-04-19,369,293.63762656168905
2017-04-20,377,292.3247843806039
2017-04-21,439,291.0121626890531
2017-04-22,451,289.6997639787191
2017-04-23,368,288.3875907409426
2017-04-24,318,287.0756454667246
2017-04-25,327,285.76393064672675
2017-04-26,335,284.45244877127357
2017-04-27,414,283.14120233034856
2017-04-28,458,281.83019381359384
2017-04-29,540,280.5194257103185
2017-04-30,274,279.2089005094864
2017-05-01,457,277.89862069972366
2017-05-02,412,276.58858876932004
2017-05-03,358,275.27880720622164
2017-05-04,402,273.96927849803836
2017-05-07,357,272.6600051320393
2017-05-08,294,271.3509895951558
2017-05-09,319,270.0422343739778
2017-05-10,354,268.7337419547579
2017-05-11,321,267.42551482341065
2017-05-12,368,266.11755546550603
2017-05-13,414,264.8098663662802
2017-05-14,388,263.5024500106281
2017-05-15,284,262.19530888310476
2017-05-16,351,260.8884454679268
2017-05-17,338,259.5818622489707
2017-05-18,365,258.27556170977493
2017-05-19,503,256.9695463335381
2017-05-20,400,255.66381860311907
2017-05-21,358,254.35838100103746
2017-05-22,325,253.05323600947634
2017-05-23,351,251.7483861102757
2017-05-24,299,250.44383378493694
2017-05-25,340,249.13958151462342
