Day,Date,Rides,20_ExpMA
1,2013-01-01,5,5.0
2,2013-01-02,3,3.95
3,2013-01-03,6,4.702747710241465
4,2013-01-04,4,4.4998753117206975
5,2013-01-05,3,4.137068237477315
6,2013-01-06,3,3.897198777693526
7,2013-01-07,6,4.294786440694691
8,2013-01-08,6,4.589541172760674
9,2013-01-09,7,4.97619055521888
10,2013-01-10,2,4.528002045800535
11,2013-01-11,6,4.738045592262236
12,2013-01-12,1,4.228818538963118
13,2013-01-13,7,4.59146651374117
14,2013-01-14,3,4.390365213482178
15,2013-01-15,2,4.097430614371508
16,2013-01-16,3,3.9665178527875544
17,2013-01-17,6,4.203395022534146
18,2013-01-18,7,4.52238846120912
19,2013-01-19,4,4.463903528622629
20,2013-01-20,3,4.302704630504117
21,2013-01-21,3,4.161359171934276
22,2013-01-22,4,4.144080626322126
23,2013-01-23,4,4.128832871257764
24,2013-01-24,7,4.429498556448472
25,2013-01-25,4,4.384944320348464
26,2013-01-26,4,4.345348400530975
27,2013-01-28,4,4.310094128098962
28,2013-01-29,9,4.785599872186205
29,2013-01-30,6,4.907974178397521
30,2013-01-31,2,4.616551455385502
31,2013-02-01,7,4.854225934979318
32,2013-02-02,9,5.2657932047324865
33,2013-02-03,7,5.437262700685582
34,2013-02-04,2,5.098635265900015
35,2013-02-05,4,4.990755140309188
36,2013-02-06,4,4.893755055717652
37,2013-02-07,10,5.392353195359625
38,2013-02-08,6,5.451544277003322
39,2013-02-09,9,5.796451331877513
40,2013-02-10,2,5.4281615569585675
41,2013-02-11,8,5.677211882631824
42,2013-02-12,4,5.515054279455391
43,2013-02-13,7,5.658415924044429
44,2013-02-14,6,5.691350609001138
45,2013-02-15,6,5.721074756745305
46,2013-02-16,7,5.8441091435243715
47,2013-02-17,5,5.762982818768479
48,2013-02-18,7,5.881767639596027
49,2013-02-19,11,6.372860378966172
50,2013-02-20,8,6.528872883689253
51,2013-02-21,4,6.2865567820529105
52,2013-02-22,3,5.971822641812278
53,2013-02-23,2,5.591664599314216
54,2013-02-24,5,5.535061085083013
55,2013-02-25,3,5.292640515759082
56,2013-02-26,10,5.742616658464751
57,2013-02-27,7,5.862767565755638
58,2013-02-28,13,6.544558178857179
59,2013-03-01,5,6.397055308746738
60,2013-03-02,7,6.454620590005427
61,2013-03-03,7,6.506677650399079
62,2013-03-04,8,6.649186545828012
63,2013-03-05,4,6.396421345393272
64,2013-03-06,10,6.740187456806077
65,2013-03-07,8,6.8603492824046715
66,2013-03-08,6,6.778300251755323
67,2013-03-09,3,6.418021133537348
68,2013-03-10,3,6.0921344008074865
69,2013-03-11,12,6.655352611274308
70,2013-03-12,11,7.069504010371065
71,2013-03-13,4,6.776930317326585
72,2013-03-14,12,7.274734952498552
