Day,Date,Rides,20_ExpMA
1,2013-01-01,14,14.0
2,2013-01-02,14,14.0
3,2013-01-03,12,13.265611990008328
4,2013-01-04,17,14.343672069825438
5,2013-01-05,13,14.018649230535784
6,2013-01-06,15,14.225669417338324
7,2013-01-07,11,13.615775171677214
8,2013-01-08,17,14.200755438271921
9,2013-01-09,13,14.008148394565268
10,2013-01-10,10,13.404555976284906
11,2013-01-11,17,13.917600041116065
12,2013-01-12,17,14.337509699628779
13,2013-01-13,11,13.900749729056656
14,2013-01-14,17,14.292377987605178
15,2013-01-15,14,14.25654763494407
16,2013-01-16,5,13.152331844210067
17,2013-01-17,23,14.299471377519897
18,2013-01-18,27,15.748151234317561
19,2013-01-19,21,16.33613133691102
20,2013-01-20,16,16.299117968151577
21,2013-01-21,11,15.724155507985744
22,2013-01-22,26,16.82450602187498
23,2013-01-23,24,17.583873727562512
24,2013-01-24,22,18.04632595414981
25,2013-01-25,25,18.76766862352494
26,2013-01-26,14,18.277259453797324
27,2013-01-27,13,17.738539881931526
28,2013-01-28,16,17.562270736502366
29,2013-01-29,19,17.707149773576386
30,2013-01-30,19,17.836712799352185
31,2013-01-31,18,17.852995592838955
32,2013-02-01,23,18.36395892997205
33,2013-02-02,27,19.21784649018052
34,2013-02-03,18,19.097868394572586
35,2013-02-04,19,19.088258240023965
36,2013-02-05,29,20.05866934368687
37,2013-02-06,25,20.541164464754715
38,2013-02-07,25,20.975501148807087
39,2013-02-08,28,21.658276812324747
40,2013-02-09,28,22.273480749163344
41,2013-02-10,23,22.343835034642794
42,2013-02-11,17,21.82717790267198
43,2013-02-12,27,22.326579512292756
44,2013-02-13,21,22.19867402318246
45,2013-02-14,27,22.661060559054015
46,2013-02-15,24,22.789868395102246
47,2013-02-16,26,23.09839032154501
48,2013-02-17,17,22.512791178160438
49,2013-02-18,15,21.791941294801983
50,2013-02-19,23,21.907771714032215
51,2013-02-20,24,22.10824861631502
52,2013-02-21,30,22.86399505596285
53,2013-02-22,15,22.111302593007053
54,2013-02-23,26,22.483327451808293
55,2013-02-24,13,21.57646423913058
56,2013-02-25,18,21.23459028872667
57,2013-02-26,21,21.212173707322208
58,2013-02-27,27,21.765061072693236
59,2013-02-28,33,22.837980021281776
60,2013-03-01,45,24.953867152958544
61,2013-03-02,31,25.530977137308
62,2013-03-03,20,25.00315175339736
63,2013-03-04,24,24.907438654441286
64,2013-03-05,24,24.820872857636996
65,2013-03-06,28,25.124100288813302
66,2013-03-07,18,24.44469538327061
67,2013-03-08,33,25.2604848647893
68,2013-03-09,20,24.758930849122084
69,2013-03-10,21,24.400578366221925
70,2013-03-11,22,24.1717444011015
71,2013-03-12,27,24.44132319384705
72,2013-03-13,24,24.39926119872668
73,2013-03-14,30,24.933023280941597
74,2013-03-15,26,25.034701879992955
75,2013-03-16,14,23.98319995104089
76,2013-03-17,13,22.93666047740985
77,2013-03-18,22,22.84741456355435
78,2013-03-19,25,23.052506188311266
79,2013-03-20,24,23.142776941553404
80,2013-03-21,29,23.700793657107777
81,2013-03-22,44,25.63463444561913
82,2013-03-23,30,26.050496985172675
83,2013-03-24,29,26.331471379045244
84,2013-03-25,16,25.347301962409855
85,2013-03-26,22,25.028446881006666
86,2013-03-27,15,24.07318208985553
87,2013-03-28,13,23.01841888198966
88,2013-03-29,22,22.921412092379455
89,2013-03-30,17,22.357391726725186
90,2013-03-31,20,22.132850725742653
91,2013-04-01,19,21.834450921008017
92,2013-04-02,24,22.040714371765198
93,2013-04-03,32,22.989303818475644
94,2013-04-04,24,23.085568498844836
95,2013-04-05,25,23.267908849202342
96,2013-04-06,26,23.528125489924598
97,2013-04-07,21,23.28733699635843
98,2013-04-08,25,23.45045673018132
99,2013-04-09,18,22.931339780813445
100,2013-04-10,33,23.890302976709762
101,2013-04-11,20,23.519782838268043
102,2013-04-12,33,24.42269394019954
103,2013-04-13,24,24.38243603205759
104,2013-04-14,16,23.584084705063635
105,2013-04-15,17,22.957011902163977
106,2013-04-16,14,22.103942081687176
107,2013-04-17,22,22.0940426146135
108,2013-04-18,32,23.03748620059525
109,2013-04-19,33,23.986314393727326
110,2013-04-20,28,24.36857649183684
111,2013-04-21,12,23.19059918812733
112,2013-04-22,26,23.45816479491475
113,2013-04-23,35,24.557400668497902
114,2013-04-24,35,25.551944967136944
115,2013-04-25,29,25.880334455583956
116,2013-04-26,27,25.986970237353738
117,2013-04-27,26,25.98821117732169
118,2013-04-28,20,25.417901112927503
119,2013-04-29,23,25.187623268231363
120,2013-04-30,24,25.07451560227233
121,2013-05-01,24,24.972180219789855
122,2013-05-02,20,24.49863688846957
123,2013-05-03,30,25.022578592917395
124,2013-05-04,27,25.210905208865253
125,2013-05-05,14,24.143196013190465
126,2013-05-06,17,23.4628893609743
127,2013-05-07,24,23.514042909597574
128,2013-05-08,23,23.46508630829498
129,2013-05-09,22,23.32555393410717
130,2013-05-10,37,24.627885042790826
131,2013-05-11,19,24.09189490679283
132,2013-05-12,25,24.178381264444116
133,2013-05-13,14,23.209010014923702
134,2013-05-14,17,22.617674841794184
135,2013-05-15,22,22.558848586640384
136,2013-05-16,27,22.98181590667987
137,2013-05-17,29,23.55497693254842
138,2013-05-18,23,23.502121933524943
139,2013-05-19,19,23.073348026555838
140,2013-05-20,23,23.06636249447599
141,2013-05-21,19,22.679089587979796
142,2013-05-22,42,24.519177531856318
143,2013-05-23,32,25.23163724821338
144,2013-05-24,35,26.161958022645464
145,2013-05-25,30,26.52748601214825
146,2013-05-26,16,25.524867844699475
147,2013-05-27,17,24.712975337851006
148,2013-05-28,29,25.121263551588846
149,2013-05-29,26,25.204952765095335
150,2013-05-30,29,25.56638594427401
151,2013-05-31,25,25.512444411028124
152,2013-06-01,21,25.08268769417752
153,2013-06-02,25,25.074812673922445
154,2013-06-03,15,24.11530651074091
155,2013-06-04,21,23.818610598233935
156,2013-06-05,28,24.216838226297657
157,2013-06-06,26,24.386663182588162
158,2013-06-07,36,25.492695410470382
159,2013-06-08,29,25.826724459992768
160,2013-06-09,12,24.509893412816943
161,2013-06-10,27,24.747046444946136
162,2013-06-11,29,25.15208967748345
163,2013-06-12,36,26.185224078880292
164,2013-06-13,34,26.92948850770033
165,2013-06-16,15,25.793346668574245
166,2013-06-17,22,25.43207553527612
167,2013-06-18,31,25.962354084949574
168,2013-06-19,16,25.01355841050335
169,2013-06-20,22,24.726552834650708
170,2013-06-21,25,24.752595422889787
171,2013-06-22,20,24.299967270661412
172,2013-06-23,14,23.319017974013555
173,2013-06-24,18,22.812444818317715
174,2013-06-25,20,22.544592923532935
175,2013-06-26,15,21.826060246368094
176,2013-06-27,15,21.175959255968294
177,2013-06-28,26,21.635391717087497
178,2013-06-29,18,21.2891639281622
179,2013-06-30,23,21.452100699610497
180,2013-07-01,19,21.218567296143917
181,2013-07-02,20,21.10251326636441
182,2013-07-03,20,20.997512001611582
183,2013-07-04,12,20.140606087174568
184,2013-07-05,20,20.127215031118556
185,2013-07-07,15,19.6389088332371
186,2013-07-08,21,19.768536564471784
187,2013-07-09,17,19.50486641351122
188,2013-07-10,19,19.456783897614805
189,2013-07-11,19,19.41328066900538
190,2013-07-12,33,20.70725394575973
191,2013-07-13,19,20.54465833106659
192,2013-07-14,14,19.921357534817933
193,2013-07-15,17,19.643133006556052
194,2013-07-16,20,19.677120339390594
195,2013-07-17,19,19.612632687804453
196,2013-07-18,26,20.220953386044194
197,2013-07-19,24,20.580862588358354
198,2013-07-20,27,21.19220901002854
199,2013-07-21,13,20.411998626373073
200,2013-07-22,27,21.039427329895076
201,2013-07-23,17,20.654719964437618
202,2013-07-24,23,20.878079968195138
203,2013-07-25,23,21.080167590575183
204,2013-07-26,13,20.31062781899894
205,2013-07-27,10,19.328663263601783
206,2013-07-28,16,19.01164771433484
207,2013-07-29,13,18.439109836203162
208,2013-07-30,25,19.06395651903826
209,2013-07-31,24,19.534055898564606
210,2013-08-01,18,19.387955336687693
211,2013-08-02,28,20.208150067079874
212,2013-08-03,22,20.37880244174778
213,2013-08-04,22,20.533202209285577
214,2013-08-05,22,20.672897237042413
215,2013-08-06,25,21.085002262272152
216,2013-08-07,30,21.934049666212292
217,2013-08-08,30,22.702235412571373
218,2013-08-09,37,24.063927278496337
219,2013-08-10,21,23.772124680455978
220,2013-08-11,31,24.46049375869631
221,2013-08-12,23,24.32139911497648
222,2013-08-13,15,23.43364681811303
223,2013-08-14,20,23.10663283536927
224,2013-08-15,15,22.33457256519241
225,2013-08-16,26,22.683660892374906
226,2013-08-17,11,21.570931283410133
227,2013-08-18,15,20.94512830395268
228,2013-08-19,17,20.569401798768123
229,2013-08-20,22,20.705649246519652
230,2013-08-21,22,20.828920746863524
231,2013-08-22,25,21.22616639005556
232,2013-08-23,23,21.395102924349903
233,2013-08-24,23,21.547950264899406
234,2013-08-25,7,20.16243119195838
235,2013-08-26,23,20.43267584035979
236,2013-08-27,21,20.48670671270946
237,2013-08-28,20,20.4403536924491
238,2013-08-29,25,20.87460572175929
239,2013-08-30,21,20.88654803397318
240,2013-08-31,18,20.611638697394135
241,2013-09-01,17,20.267673107154607
242,2013-09-02,9,19.19456138263119
243,2013-09-03,24,19.652222203345524
244,2013-09-04,26,20.256772469708558
245,2013-09-05,27,20.898984615465007
246,2013-09-06,23,21.099081318758117
247,2013-09-07,21,21.089645002685742
248,2013-09-09,23,21.27158357386155
249,2013-09-10,23,21.436194662067688
250,2013-09-11,25,21.775604694256334
251,2013-09-12,24,21.98745186623453
252,2013-09-13,23,22.083885021832312
253,2013-09-14,12,21.12351501974337
254,2013-09-15,12,20.254608827378938
255,2013-09-16,29,21.08750322477829
256,2013-09-17,22,21.174407679561956
257,2013-09-18,27,21.729225995797893
258,2013-09-19,27,22.231204472391635
259,2013-09-20,28,22.780613570262133
260,2013-09-21,11,21.6586503730887
261,2013-09-22,32,22.643540813751375
262,2013-09-23,30,23.34415597434935
263,2013-09-24,26,23.59709350060273
264,2013-09-25,27,23.921179833879744
265,2013-09-26,28,24.309638897320944
266,2013-09-27,31,24.94681614519689
267,2013-09-28,37,26.094738417085754
268,2013-09-29,21,25.609525234505067
269,2013-09-30,27,25.74195140264771
270,2013-10-01,26,25.766527459538448
271,2013-10-02,29,26.074477225297205
272,2013-10-03,30,26.44833653717422
273,2013-10-04,26,26.405637819348048
274,2013-10-05,26,26.36700564607676
275,2013-10-06,24,26.14157653692634
276,2013-10-07,22,25.747140676266294
277,2013-10-08,30,26.152174897574636
278,2013-10-09,28,26.328158240662916
279,2013-10-10,20,25.72547650345647
280,2013-10-11,29,26.037335884079873
281,2013-10-12,32,26.605208657024995
282,2013-10-13,18,25.78566497540312
283,2013-10-14,34,26.56798259679369
284,2013-10-15,26,26.51388901614665
285,2013-10-16,27,26.560185300323173
286,2013-10-17,36,27.459215271721302
287,2013-10-18,42,28.844051912510213
288,2013-10-19,35,29.430332682747512
289,2013-10-20,28,29.294110522485806
290,2013-10-21,30,29.36133809177289
291,2013-10-22,33,29.707877321127928
292,2013-10-23,28,29.545222338163327
293,2013-10-24,40,30.540915448814626
294,2013-10-25,42,31.632256834641986
295,2013-10-26,15,30.048232374199653
