Day,Date,Rides,20_ExpMA
1,2013-01-01,81,81.0
2,2013-01-02,119,100.95
3,2013-01-03,153,120.06244796003331
4,2013-01-04,161,131.88048628428928
5,2013-01-05,147,135.53776798785077
6,2013-01-06,93,126.56424195717797
7,2013-01-07,126,126.45755776908551
8,2013-01-08,148,130.18127715494762
9,2013-01-09,158,134.64353632621683
10,2013-01-10,159,138.31140871076988
11,2013-01-11,180,144.26007157161223
12,2013-01-12,147,144.63332696548076
13,2013-01-13,112,140.3627982755719
14,2013-01-14,143,140.69604103704287
15,2013-01-15,154,142.3264152842155
16,2013-01-16,161,144.55399169023298
17,2013-01-17,136,143.5575505144912
18,2013-01-18,234,153.87382621164494
19,2013-01-19,179,156.68687184585949
20,2013-01-20,118,152.42683626887558
21,2013-01-21,124,149.34248075648352
22,2013-01-22,165,151.0191078560103
23,2013-01-23,172,153.2394723325508
24,2013-01-24,220,160.2305665095101
25,2013-01-25,221,166.53451246403822
26,2013-01-26,148,164.62802617345477
27,2013-01-27,131,161.1951693996951
28,2013-01-28,164,161.4795488943087
29,2013-01-29,161,161.4312250660322
30,2013-01-30,185,163.79317058134598
31,2013-01-31,195,166.90507621010846
32,2013-02-01,226,172.77166133004695
33,2013-02-02,203,175.76048481371734
34,2013-02-03,125,170.75973443245832
35,2013-02-04,165,170.1941592199838
36,2013-02-05,160,169.19609797715296
37,2013-02-06,202,172.39922761548016
38,2013-02-07,194,174.503366190743
39,2013-02-08,244,181.25838334805965
40,2013-02-09,186,181.71836262260797
41,2013-02-10,131,176.80692475101407
42,2013-02-11,193,178.3725172069361
43,2013-02-12,170,177.5642062905639
44,2013-02-13,198,179.53457456893793
45,2013-02-14,210,182.4685146090306
46,2013-02-15,277,191.56257495206816
47,2013-02-16,261,198.23612319860348
48,2013-02-17,189,197.3492226317132
49,2013-02-18,210,198.5630606280138
50,2013-02-19,235,202.05668717510434
51,2013-02-20,201,201.95543561810763
52,2013-02-21,238,205.40721075342015
53,2013-02-22,220,206.80394134661586
54,2013-02-23,209,207.01403442533552
55,2013-02-24,149,201.46631988033968
56,2013-02-25,188,200.1790753653453
57,2013-02-26,175,197.77305593598177
58,2013-02-27,198,197.7947349738963
59,2013-02-28,217,199.62880749467243
60,2013-03-01,279,207.2066584761774
61,2013-03-02,219,208.33234580631463
62,2013-03-03,119,199.80729163409555
63,2013-03-04,183,198.20366789331078
64,2013-03-05,160,194.5592000983313
65,2013-03-06,208,195.8411932507374
66,2013-03-07,227,198.8127188186112
67,2013-03-08,253,203.97973694365047
68,2013-03-09,211,204.64907469814537
69,2013-03-10,145,198.96251251364288
70,2013-03-11,213,200.30062918045553
71,2013-03-12,207,200.93918826202898
72,2013-03-13,217,202.46992535985265
73,2013-03-14,271,209.00098432049415
74,2013-03-15,269,214.71864971073478
75,2013-03-16,206,213.88784548164028
76,2013-03-17,173,209.99182751975226
77,2013-03-18,207,209.70676330754523
78,2013-03-19,218,210.49691702639493
79,2013-03-20,190,208.54411045785756
80,2013-03-21,267,214.11319382067668
81,2013-03-22,273,219.72315244522227
82,2013-03-23,257,223.2742970853597
83,2013-03-24,140,215.3414538127472
84,2013-03-25,227,216.45203953466068
85,2013-03-26,198,214.69434732943063
86,2013-03-27,227,215.8665285124006
87,2013-03-28,246,218.73685763662886
88,2013-03-29,288,225.33433456661112
89,2013-03-30,248,227.49326164449337
90,2013-03-31,170,222.01704215451545
91,2013-04-01,277,227.25409470541098
92,2013-04-02,289,233.1352467973859
93,2013-04-03,288,238.36093544887177
94,2013-04-04,336,247.66065727663738
95,2013-04-05,335,255.97930766583272
96,2013-04-06,314,261.5054591806416
97,2013-04-07,146,250.5042705032533
98,2013-04-08,223,247.8846720919231
99,2013-04-09,233,246.46701372837472
100,2013-04-10,231,244.99389847837648
101,2013-04-11,277,248.04222279598562
102,2013-04-12,324,255.27656343877044
103,2013-04-13,258,255.53594699856467
104,2013-04-14,148,245.2941192461634
105,2013-04-15,226,243.45653392077003
106,2013-04-16,191,238.4605501637522
107,2013-04-17,245,239.08336882663713
108,2013-04-18,287,243.6469497692578
109,2013-04-19,358,254.53791566544152
