Day,Date,Rides,20_ExpMA
1,2013-01-02,1,1.0
2,2013-01-11,1,1.0
3,2013-01-12,1,1.0
4,2013-01-14,1,1.0
5,2013-01-16,1,1.0
6,2013-01-18,1,1.0
7,2013-01-19,1,1.0
8,2013-01-22,1,1.0
9,2013-01-24,1,1.0
10,2013-01-25,1,1.0
11,2013-01-26,1,1.0
12,2013-01-28,1,1.0
13,2013-02-02,1,1.0
14,2013-02-08,1,1.0
15,2013-02-10,1,1.0
16,2013-02-16,1,1.0
17,2013-02-19,1,1.0
18,2013-02-24,1,1.0
19,2013-02-25,1,1.0
20,2013-02-26,1,1.0
21,2013-03-01,1,1.0
22,2013-03-02,1,1.0
23,2013-03-03,1,1.0
24,2013-03-04,1,1.0
25,2013-03-08,1,1.0
26,2013-03-09,1,1.0
27,2013-03-12,1,1.0
28,2013-03-14,1,1.0
29,2013-03-17,1,1.0
30,2013-03-18,1,1.0
31,2013-03-19,1,1.0
32,2013-03-22,1,1.0
33,2013-03-25,1,1.0
34,2013-03-29,1,1.0
35,2013-03-30,1,1.0
36,2013-04-04,1,1.0
37,2013-04-05,1,1.0
38,2013-04-09,1,1.0
39,2013-04-15,1,1.0
40,2013-04-16,1,1.0
41,2013-04-23,1,1.0
42,2013-04-24,1,1.0
43,2013-04-29,1,1.0
44,2013-05-01,1,1.0
45,2013-05-02,1,1.0
46,2013-05-05,1,1.0
47,2013-05-07,1,1.0
48,2013-05-10,1,1.0
49,2013-05-13,1,1.0
50,2013-05-17,1,1.0
51,2013-05-30,1,1.0
52,2013-06-13,1,1.0
53,2013-06-17,1,1.0
54,2013-06-19,1,1.0
55,2013-06-20,1,1.0
56,2013-06-22,1,1.0
57,2013-06-26,1,1.0
58,2013-06-27,1,1.0
59,2013-06-29,1,1.0
60,2013-07-01,1,1.0
61,2013-07-02,1,1.0
62,2013-07-08,1,1.0
63,2013-07-10,1,1.0
64,2013-07-11,1,1.0
65,2013-07-16,1,1.0
66,2013-07-18,1,1.0
67,2013-07-20,1,1.0
68,2013-07-24,1,1.0
69,2013-07-27,1,1.0
70,2013-07-28,1,1.0
71,2013-07-30,1,1.0
72,2013-07-31,1,1.0
73,2013-08-01,1,1.0
74,2013-08-02,1,1.0
75,2013-08-04,1,1.0
76,2013-08-05,1,1.0
77,2013-08-09,1,1.0
78,2013-08-10,1,1.0
79,2013-08-12,1,1.0
80,2013-08-18,1,1.0
81,2013-08-27,1,1.0
82,2013-08-29,1,1.0
83,2013-09-01,1,1.0
84,2013-09-07,1,1.0
85,2013-09-08,1,1.0
86,2013-09-10,1,1.0
87,2013-09-19,1,1.0
88,2013-09-23,1,1.0
89,2013-10-01,1,1.0
90,2013-10-03,1,1.0
91,2013-10-12,1,1.0
92,2013-10-21,1,1.0
93,2013-11-05,1,1.0
94,2013-11-06,1,1.0
95,2013-11-09,1,1.0
96,2013-11-12,1,1.0
97,2013-11-17,1,1.0
98,2013-11-19,1,1.0
99,2013-11-21,1,1.0
100,2013-11-26,1,1.0
101,2013-11-27,1,1.0
102,2013-12-01,1,1.0
103,2013-12-21,1,1.0
104,2013-12-23,1,1.0
105,2013-12-27,1,1.0
106,2013-12-29,1,1.0
107,2014-01-03,1,1.0
108,2014-01-04,1,1.0
109,2014-01-08,1,1.0
110,2014-01-12,1,1.0
111,2014-01-21,1,1.0
112,2014-01-23,1,1.0
113,2014-01-27,1,1.0
114,2014-01-29,1,1.0
