Day,Date,Rides,20_ExpMA
1,2013-01-01,41,41.0
2,2013-01-02,18,28.925
3,2013-01-03,19,25.280599500416322
4,2013-01-04,21,24.044856608478806
5,2013-01-05,22,23.55022319623981
6,2013-01-06,29,24.699877170182837
7,2013-01-07,13,22.487719990441718
8,2013-01-08,18,21.711995040243284
9,2013-01-09,15,20.635358215732637
10,2013-01-10,13,19.48553942755607
11,2013-01-11,19,19.4162564349949
12,2013-01-12,32,21.13051660034543
13,2013-01-13,17,20.58998055066288
14,2013-01-14,22,20.768153790378484
15,2013-01-15,9,19.325989474476582
16,2013-01-16,12,18.452070430412046
17,2013-01-17,17,18.282921006454607
18,2013-01-18,18,18.250649754186394
19,2013-01-19,37,20.34976672669535
20,2013-01-20,19,20.20113609304626
21,2013-01-21,18,19.96230943720958
22,2013-01-22,18,19.752182843787377
23,2013-01-23,14,19.143441215392425
24,2013-01-24,22,19.442577129726264
25,2013-01-25,15,18.981724287828374
26,2013-01-26,28,19.909356943033963
27,2013-01-27,47,22.674856679590683
28,2013-01-28,17,22.099487573744764
29,2013-01-29,24,22.291000967297887
30,2013-01-30,15,21.56033307789314
31,2013-01-31,30,22.401926007679393
32,2013-02-01,25,22.65984701419492
33,2013-02-02,31,23.484478674358094
34,2013-02-03,29,24.027849082920316
35,2013-02-04,17,23.337751772892936
36,2013-02-05,11,22.129821662869475
37,2013-02-06,19,21.824210930218424
38,2013-02-07,20,21.646513923863246
39,2013-02-08,23,21.778071686669236
40,2013-02-09,25,22.090627584161734
41,2013-02-10,22,22.08185143828386
42,2013-02-11,17,21.59052362367422
43,2013-02-12,17,21.147339063383757
44,2013-02-13,15,20.55462795760918
45,2013-02-14,26,21.07903865735547
46,2013-02-15,28,21.74484476229003
47,2013-02-16,32,22.730455522011095
48,2013-02-17,24,22.85236378297832
49,2013-02-18,20,22.578680400664577
50,2013-02-19,18,22.13966988896657
51,2013-02-20,21,22.030466944671552
52,2013-02-21,25,22.314841594210133
53,2013-02-22,17,21.8061381704036
54,2013-02-23,24,22.016021082845523
55,2013-02-24,33,23.066387260689105
56,2013-02-25,27,23.442401009640854
57,2013-02-26,30,24.069020945116883
58,2013-02-27,23,23.9669017480325
59,2013-02-28,22,23.779065733156905
60,2013-03-01,38,25.136789074464662
61,2013-03-02,34,25.98279223845808
62,2013-03-03,45,27.797618938777752
63,2013-03-04,27,27.721516215378298
64,2013-03-05,23,27.271103604775732
65,2013-03-06,31,27.626768422322478
66,2013-03-07,30,27.853096675785558
67,2013-03-08,20,27.104266101953293
68,2013-03-09,46,28.90585501611968
69,2013-03-10,39,29.868166392125048
70,2013-03-11,20,28.927488230665116
71,2013-03-12,26,28.64845095294988
72,2013-03-13,15,27.34763312740288
73,2013-03-14,16,26.266180036800524
74,2013-03-15,32,26.81259006680131
75,2013-03-16,35,27.592772207787725
76,2013-03-17,52,29.918426610904913
77,2013-03-18,24,29.354513214091646
78,2013-03-19,29,29.32073630106193
79,2013-03-20,17,28.146900511662626
80,2013-03-21,12,26.608587850527464
81,2013-03-22,16,25.59794144655909
82,2013-03-23,42,27.16046848787288
83,2013-03-24,29,27.335705213867435
84,2013-03-25,24,27.017948048991766
85,2013-03-26,21,26.444694325070195
86,2013-03-27,20,25.830801700267948
87,2013-03-28,23,25.56115694431815
88,2013-03-29,19,24.936191340721397
89,2013-03-30,35,25.894779081504694
90,2013-03-31,43,27.52404730346535
91,2013-04-01,29,27.664629806431268
92,2013-04-02,20,26.93459186455892
93,2013-04-03,25,26.7503283044086
94,2013-04-04,23,26.39312486176877
95,2013-04-05,24,26.165191281757743
96,2013-04-06,25,26.054213227072662
97,2013-04-07,30,26.4300252889236
98,2013-04-08,23,26.103338246028798
99,2013-04-09,24,25.903010349153462
100,2013-04-10,26,25.91224787465536
101,2013-04-11,16,24.96818581142445
102,2013-04-12,19,24.39976621347711
103,2013-04-13,33,25.218863410881184
104,2013-04-14,21,24.817054773200894
105,2013-04-15,21,24.453515823950777
106,2013-04-16,20,24.029360984599673
107,2013-04-17,17,23.359883074531968
108,2013-04-18,17,22.754167679156588
109,2013-04-19,22,22.682340872113617
110,2013-04-20,35,23.855470679457028
111,2013-04-21,29,24.345433189036637
112,2013-04-22,20,23.93157680262669
113,2013-04-23,18,23.366657802094768
114,2013-04-24,10,22.09362865610146
115,2013-04-25,18,21.70375534855365
116,2013-04-26,19,21.446252501614104
117,2013-04-27,38,23.02281283106067
118,2013-04-28,19,22.639684952502098
119,2013-04-29,9,21.34065860423525
120,2013-04-30,14,20.641544008271143
121,2013-05-01,22,20.770921481436908
122,2013-05-02,14,20.12606860549605
123,2013-05-03,30,21.06644726066868
124,2013-05-04,39,22.774411626394606
125,2013-05-05,26,23.081611652065753
126,2013-05-06,26,23.359554326910967
127,2013-05-07,13,22.372927126715563
128,2013-05-08,17,21.86121838361386
129,2013-05-09,24,22.06491237427773
130,2013-05-10,28,22.63016007868168
