Day,Date,Rides,20_ExpMA
1,2013-01-01,639,639.0
2,2013-01-02,450,539.775
3,2013-01-03,537,538.7560366361365
4,2013-01-04,656,572.6025561097257
5,2013-01-05,594,577.778415698488
6,2013-01-06,385,537.1109756034571
7,2013-01-07,389,509.1068561316174
8,2013-01-08,366,484.370116967366
9,2013-01-09,465,481.2630554905463
10,2013-01-10,601,499.2944018329019
11,2013-01-11,695,527.2201865013877
12,2013-01-12,861,572.6903945776255
13,2013-01-13,488,561.6074682126236
14,2013-01-14,539,558.7507375092958
15,2013-01-15,545,557.0656114218501
16,2013-01-16,666,570.0604208006573
17,2013-01-17,836,601.0393083855299
18,2013-01-18,973,643.4668306942183
19,2013-01-19,983,681.479872697029
20,2013-01-20,909,706.5334319677897
21,2013-01-21,1166,756.3862621760406
22,2013-01-22,1538,840.082456561413
23,2013-01-23,1344,893.4110092691733
24,2013-01-24,1016,906.248402998694
25,2013-01-25,810,896.2640293446535
26,2013-01-26,852,891.7109683847117
27,2013-01-27,513,853.0509380156743
28,2013-01-28,466,813.8081580307944
29,2013-01-29,521,784.3020715512598
30,2013-01-30,553,761.122127234514
31,2013-01-31,592,744.2574822355326
32,2013-02-01,741,743.9340991835571
33,2013-02-02,807,750.1697328198302
34,2013-02-03,500,725.5238613044313
35,2013-02-04,479,701.3165324992063
36,2013-02-05,570,688.4599605345985
37,2013-02-06,518,671.8154360095534
38,2013-02-07,849,689.0750445733939
39,2013-02-08,1191,737.8617483279648
40,2013-02-09,1592,820.7208072118797
41,2013-02-10,796,818.3269068081889
42,2013-02-11,736,810.3673078909685
43,2013-02-12,653,795.174539730039
44,2013-02-13,727,788.601320583929
45,2013-02-14,870,796.4403328862479
46,2013-02-15,1323,847.0961050571533
47,2013-02-16,1882,946.5594862044371
48,2013-02-17,1585,1007.8658635053193
49,2013-02-18,922,999.6270616772831
50,2013-02-19,723,973.1036581484336
51,2013-02-20,1023,977.8847157972259
52,2013-02-21,1665,1043.6856900571852
53,2013-02-22,2005,1135.696688344482
54,2013-02-23,2137,1231.4896195368099
55,2013-02-24,697,1180.3779210344433
56,2013-02-25,614,1126.2378977211756
57,2013-02-26,612,1077.0992238310657
58,2013-02-27,756,1046.4259287269545
59,2013-02-28,1025,1044.3797863250245
60,2013-03-01,1769,1113.561863903696
61,2013-03-02,1884,1187.1010255319968
62,2013-03-03,1753,1241.105198038591
63,2013-03-04,2087,1321.814036569119
64,2013-03-05,1427,1331.848331110635
65,2013-03-06,765,1277.781929984729
66,2013-03-07,756,1228.0210916355245
67,2013-03-08,1021,1208.280633922478
68,2013-03-09,1526,1238.5731693079604
69,2013-03-10,1507,1264.1632706204064
70,2013-03-11,1546,1291.0292197633237
71,2013-03-12,746,1239.0790639386273
72,2013-03-13,829,1199.9949101329019
73,2013-03-14,948,1175.9792699267348
74,2013-03-15,1407,1197.9946183088452
75,2013-03-16,1659,1241.9240378235156
76,2013-03-17,1186,1236.5952890646806
77,2013-03-18,1253,1238.1583457477238
78,2013-03-19,1613,1273.8720891353541
79,2013-03-20,2100,1352.5799264511336
80,2013-03-21,2636,1474.8511541254009
81,2013-03-22,2618,1583.7553067385422
82,2013-03-23,1741,1598.7350779985697
83,2013-03-24,723,1515.3111481037224
84,2013-03-25,791,1446.3137271228566
85,2013-03-26,830,1387.6053208187589
86,2013-03-27,771,1328.870268421943
87,2013-03-28,896,1287.637709505679
88,2013-03-29,982,1258.5250000819913
89,2013-03-30,1027,1236.4720145496374
90,2013-03-31,580,1173.9432113842993
91,2013-04-01,747,1133.2774465385603
92,2013-04-02,868,1108.0103943798686
93,2013-04-03,829,1081.435565068725
94,2013-04-04,897,1063.8688313216217
95,2013-04-05,1193,1076.167951203781
96,2013-04-06,1131,1081.390401976518
97,2013-04-07,719,1046.8749321857497
98,2013-04-08,623,1006.5036706092923
99,2013-04-09,645,972.0730362676194
100,2013-04-10,710,947.1125756952641
101,2013-04-11,773,930.5297501319926
102,2013-04-12,1075,944.2893286605514
103,2013-04-13,1202,968.8340205695151
104,2013-04-14,736,946.6586829254077
105,2013-04-15,960,947.929319235099
106,2013-04-16,1474,998.0325262085989
107,2013-04-17,1714,1066.2214283122826
108,2013-04-18,1711,1127.6301527970707
109,2013-04-19,1263,1140.5227550169839
110,2013-04-20,1266,1152.4731665931295
111,2013-04-21,1145,1151.7614257845282
112,2013-04-22,1765,1210.1658907231017
113,2013-04-23,2077,1292.7225320571283
114,2013-04-24,2020,1361.987820929145
115,2013-04-25,1509,1375.9891213203607
116,2013-04-26,1274,1366.2757834952856
117,2013-04-27,1664,1394.6307036668456
118,2013-04-28,1057,1362.4751596073895
119,2013-04-29,582,1288.1436922730368
120,2013-04-30,574,1220.1295935659093
121,2013-05-01,593,1160.4026368908007
122,2013-05-02,742,1120.5545682874397
123,2013-05-03,993,1108.406459434462
124,2013-05-04,993,1097.415323257838
125,2013-05-05,807,1069.7566190381235
126,2013-05-06,1267,1088.5417656204359
127,2013-05-07,1309,1109.5378513285737
128,2013-05-08,1347,1132.1533558320125
129,2013-05-09,834,1103.757727959605
130,2013-05-10,1106,1103.971278155223
