Day,Date,Rides,20_ExpMA
1,2013-01-02,8,8.0
2,2013-01-03,11,9.575
3,2013-01-04,10,9.73105745212323
4,2013-01-05,11,10.097381546134663
5,2013-01-06,11,10.31571726900837
6,2013-01-07,10,10.24911534639248
7,2013-01-08,7,9.634788055876417
8,2013-01-09,9,9.525061750741497
9,2013-01-10,7,9.120029498972569
10,2013-01-11,11,9.403136766794665
11,2013-01-12,6,8.917533567719229
12,2013-01-13,13,9.473680436501738
13,2013-01-14,13,9.935148826826628
14,2013-01-15,14,10.448792594525408
15,2013-01-16,9,10.271245885144726
16,2013-01-17,15,10.835340099321275
17,2013-01-18,13,11.087497961360839
18,2013-01-19,17,11.761904740893696
19,2013-01-20,13,11.900517905504731
20,2013-01-21,12,11.911472455242205
21,2013-01-22,20,12.789090150149883
22,2013-01-23,9,12.3833495516881
23,2013-01-24,8,11.91946872307348
24,2013-01-25,10,11.718463921559945
25,2013-01-26,11,11.643933726498952
26,2013-01-27,4,10.857667840953045
27,2013-01-28,6,10.361781526767478
28,2013-01-29,6,9.919544043312218
29,2013-01-30,6,9.524574154904423
30,2013-01-31,2,8.770498721216597
31,2013-02-01,14,9.291977986115548
32,2013-02-02,11,9.461540037956214
33,2013-02-03,13,9.81140485672961
34,2013-02-04,6,9.43591820879136
35,2013-02-05,11,9.58950270157722
36,2013-02-06,8,9.433882114573906
37,2013-02-07,9,9.391515793038018
38,2013-02-08,26,11.009353881159209
39,2013-02-09,8,10.716847093629593
40,2013-02-10,10,10.647306506464057
41,2013-02-11,9,10.487785513600533
42,2013-02-12,5,9.95721084092684
43,2013-02-13,9,9.864798493138531
44,2013-02-14,7,9.58858176502547
45,2013-02-15,10,9.628202955792933
46,2013-02-16,16,10.241178691590934
47,2013-02-17,9,10.121890485336367
48,2013-02-18,11,10.206211126107453
49,2013-02-19,5,9.706676852626824
50,2013-02-20,5,9.255393855637351
51,2013-02-21,20,10.28493990016672
52,2013-02-22,16,10.832237466046903
53,2013-02-23,10,10.75258089662829
54,2013-02-24,7,10.393578065578003
55,2013-02-25,7,10.069059997140341
56,2013-02-26,6,9.68009885489471
57,2013-02-27,5,9.232885896800282
58,2013-02-28,8,9.115113351320234
59,2013-03-01,14,9.581612322163513
60,2013-03-02,11,9.717030855227966
61,2013-03-03,8,9.553138384609655
62,2013-03-04,9,9.500351964965475
63,2013-03-05,8,9.357199809167167
64,2013-03-06,12,9.609311732319506
65,2013-03-07,8,9.45581442293212
66,2013-03-08,7,9.221610481606005
67,2013-03-09,20,10.249381810709027
68,2013-03-10,7,9.939573772574427
69,2013-03-11,7,9.65933356535799
70,2013-03-12,6,9.310509373137585
71,2013-03-13,8,9.185596499340127
72,2013-03-14,10,9.263216340192269
73,2013-03-15,7,9.047527105413241
74,2013-03-16,18,9.900661841820764
75,2013-03-18,11,10.005418291652175
