Day,Date,Rides,20_ExpMA
1,2013-01-01,33,33.0
2,2013-01-02,23,27.750000000000004
3,2013-01-03,19,24.537052456286435
4,2013-01-04,23,24.093329177057363
5,2013-01-05,18,22.619404702232963
6,2013-01-06,11,20.16824105429099
7,2013-01-07,23,20.703656579764274
8,2013-01-08,15,19.717750880275407
9,2013-01-09,17,19.281810349925333
10,2013-01-10,19,19.239372153066526
11,2013-01-11,19,19.205215464321935
12,2013-01-12,24,19.858400113905052
13,2013-01-13,14,19.091746263690478
14,2013-01-14,9,17.8165304310047
15,2013-01-15,13,17.226274012047142
16,2013-01-16,24,18.03431341215422
17,2013-01-17,21,18.379781625999783
18,2013-01-18,26,19.248978270561015
19,2013-01-19,26,20.004800958187552
20,2013-01-20,16,19.56380912435325
21,2013-01-21,34,21.130158066039613
22,2013-01-22,26,21.651626941785736
23,2013-01-23,22,21.68849454292177
24,2013-01-24,23,21.82583405302424
25,2013-01-25,22,21.843901239992935
26,2013-01-26,23,21.96281920132537
27,2013-01-27,21,21.864531529009213
28,2013-01-28,16,21.269931444360974
29,2013-01-29,16,20.738883901204133
30,2013-01-30,20,20.664836627993022
31,2013-01-31,21,20.698258696281705
32,2013-02-01,29,21.52240515216229
33,2013-02-02,25,21.866251939820522
34,2013-02-03,21,21.78091174391378
35,2013-02-04,19,21.507841037463578
36,2013-02-05,15,20.87068953003336
37,2013-02-06,19,20.688026471425733
38,2013-02-07,13,19.939133201397954
39,2013-02-08,24,20.333846202511406
40,2013-02-09,24,20.68949594983151
41,2013-02-10,17,20.332214499917008
42,2013-02-11,19,20.20341222248236
43,2013-02-12,14,19.604513982651312
44,2013-02-13,23,19.931898278723807
45,2013-02-14,8,18.78280964401965
46,2013-02-15,27,19.57331478247641
47,2013-02-16,20,19.614322990705062
48,2013-02-17,17,19.363282105624485
49,2013-02-18,15,18.944626598994315
50,2013-02-19,17,18.758172982759792
51,2013-02-20,25,19.356263618181348
52,2013-02-21,24,19.80096683633871
53,2013-02-22,38,21.542864561081522
54,2013-02-23,45,23.786967556560764
55,2013-02-24,30,24.38110190347228
56,2013-02-25,26,24.535852252016475
57,2013-02-26,26,24.675760802191263
58,2013-02-27,21,24.324630411801234
59,2013-02-28,39,25.726105062495485
60,2013-03-01,53,28.330041138015062
61,2013-03-03,21,27.63038070489859
62,2013-03-04,29,27.761084523103158
63,2013-03-05,20,27.02058095676786
64,2013-03-06,25,26.827826108080185
65,2013-03-07,29,27.03500961469059
66,2013-03-08,41,28.366810486238432
67,2013-03-09,35,28.999317039385044
68,2013-03-10,17,27.855257926763937
69,2013-03-11,29,27.964390331878608
70,2013-03-12,25,27.68181126536971
71,2013-03-13,25,27.426191001214182
72,2013-03-14,28,27.480880062753325
73,2013-03-15,31,27.81625952819845
74,2013-03-16,36,28.596137149996075
75,2013-03-17,42,29.87339754139299
76,2013-03-18,37,30.55245927377103
77,2013-03-19,21,29.642291739199038
78,2013-03-20,31,29.771649946515236
79,2013-03-21,24,29.221766473193902
80,2013-03-22,24,28.724289606137997
81,2013-03-23,36,29.417423381290394
82,2013-03-24,14,27.948696705174736
83,2013-03-25,15,26.715183062406275
84,2013-03-26,18,25.884980246590935
85,2013-03-27,13,24.657591301242427
86,2013-03-28,21,24.30918558777996
87,2013-03-29,24,24.279734470680438
88,2013-03-30,23,24.157836757716115
89,2013-03-31,23,24.047551659961236
90,2013-04-01,53,26.80526547454155
91,2013-04-02,13,25.49033256437664
92,2013-04-03,18,24.77689602440851
93,2013-04-04,19,24.226665535189305
94,2013-04-05,36,25.348027522948332
95,2013-04-06,36,26.362576433312654
