Day,Date,Rides,20_ExpMA
1,2013-01-01,3,3.0
2,2013-01-02,3,3.0
3,2013-01-03,5,3.734388009991674
4,2013-01-04,6,4.388435162094764
5,2013-01-05,7,5.020150472449662
6,2013-01-06,5,5.015899643184031
7,2013-01-07,3,4.634742917823518
8,2013-01-08,6,4.870734464607873
9,2013-01-09,7,5.2122790680856275
10,2013-01-10,6,5.330903014960685
11,2013-01-11,6,5.426378353947091
12,2013-01-12,5,5.368293617575643
13,2013-01-13,6,5.450961260767383
14,2013-01-14,4,5.267614521362973
15,2013-01-15,6,5.357366934663231
16,2013-01-17,2,4.95686582660992
17,2013-01-18,4,4.845402016049643
18,2013-01-19,4,4.748971630515967
19,2013-01-20,4,4.665119174781143
20,2013-01-21,5,4.701994842453787
21,2013-01-22,3,4.517325780982008
22,2013-01-23,8,4.890254971335499
23,2013-01-24,5,4.901869061024882
24,2013-01-25,6,5.016864209823728
25,2013-01-26,6,5.1188502664849835
26,2013-01-27,6,5.209486580235187
27,2013-01-28,6,5.290184725698442
28,2013-01-29,5,5.26076313224116
29,2013-01-30,4,5.133716856412315
30,2013-02-01,6,5.220531448673534
31,2013-02-02,5,5.198540331048618
32,2013-02-03,3,4.980282599850381
33,2013-02-04,3,4.784482387230033
34,2013-02-05,4,4.707197849632956
35,2013-02-06,3,4.539560122952195
36,2013-02-07,4,4.486734378790778
37,2013-02-08,3,4.341562534608706
38,2013-02-09,7,4.600521831122684
39,2013-02-10,3,4.444952390744214
40,2013-02-11,1,4.110761160649814
41,2013-02-12,4,4.100035330181566
42,2013-02-13,5,4.18704646772027
43,2013-02-14,5,4.2655317306828415
44,2013-02-15,2,4.047094809697183
45,2013-02-16,3,3.946255469872586
46,2013-02-17,2,3.7590229873532857
47,2013-02-18,1,3.4938565730357585
48,2013-02-19,6,3.7345094939949606
49,2013-02-20,8,4.143781928274602
50,2013-02-21,6,4.321758806803397
51,2013-02-22,3,4.195108138264907
52,2013-02-23,7,4.463716072681824
53,2013-02-24,9,4.8979008219882125
54,2013-02-25,8,5.1946732081893
55,2013-02-26,4,5.080430059971112
56,2013-02-27,8,5.359511533219902
57,2013-02-28,5,5.325157939155925
58,2013-03-02,4,5.198571022992371
59,2013-03-03,5,5.179607803469095
60,2013-03-05,3,4.971512868626009
61,2013-03-06,1,4.5924276272922935
62,2013-03-08,6,4.7267533367578105
63,2013-03-09,4,4.6574120692953525
64,2013-03-10,7,4.880885016819733
65,2013-03-11,3,4.701484852419789
66,2013-03-12,4,4.6345862644470355
67,2013-03-13,3,4.478720595027937
68,2013-03-14,3,4.3377339233524195
69,2013-03-15,3,4.210202906652532
70,2013-03-16,3,4.094840903217746
71,2013-03-17,3,3.9904847449367065
72,2013-03-18,1,3.7054651572450155
73,2013-03-19,4,3.733534941702381
74,2013-03-20,2,3.5683360192418894
75,2013-03-21,4,3.6094694828698684
76,2013-03-22,2,3.456110411475723
77,2013-03-23,5,3.6032137008136718
78,2013-03-24,4,3.641018261507801
79,2013-03-25,5,3.7704927801406476
80,2013-03-26,4,3.792357896723026
81,2013-03-27,1,3.526338846244455
82,2013-03-28,5,3.6667258223654287
83,2013-03-29,3,3.6032124498153473
84,2013-03-30,3,3.545750814094605
85,2013-03-31,2,3.3985067031084712
86,2013-04-01,7,3.7415687727299596
87,2013-04-02,4,3.7661853416688724
88,2013-04-03,9,4.2647184761170625
89,2013-04-04,4,4.239503779121537
90,2013-04-05,2,4.0261915770944805
91,2013-04-06,4,4.023696864714326
92,2013-04-07,2,3.830944503360889
93,2013-04-08,2,3.656553016036062
94,2013-04-09,8,4.07024858870678
95,2013-04-10,6,4.254048086482375
96,2013-04-11,6,4.4203403939939685
97,2013-04-12,7,4.666037196988591
98,2013-04-13,2,4.412114926810496
99,2013-04-14,2,4.182378263569632
100,2013-04-15,4,4.1650081230854505
101,2013-04-16,4,4.149292423569076
102,2013-04-17,8,4.516039995036734
103,2013-04-18,6,4.6573742321396745
104,2013-04-19,7,4.880488179358482
105,2013-04-20,3,4.701389178316909
106,2013-04-21,8,5.015550348605875
107,2013-04-22,1,4.63310843659623
108,2013-04-23,2,4.382331134710611
109,2013-04-24,3,4.250678142376884
110,2013-04-25,7,4.512522652577409
111,2013-04-26,5,4.558949761769426
112,2013-04-27,7,4.79143388629539
113,2013-04-29,2,4.525579781464678
114,2013-04-30,6,4.666002311870382
115,2013-05-01,9,5.078768137871031
116,2013-05-02,9,5.452222181539741
117,2013-05-03,4,5.313914171152296
118,2013-05-04,2,4.998300952382681
119,2013-05-05,8,5.28417897419924
120,2013-05-06,5,5.257114145354841
121,2013-05-08,4,5.137388329725023
122,2013-05-10,7,5.314780800695299
123,2013-05-11,4,5.189563017443044
124,2013-05-12,7,5.361986290039668
125,2013-05-13,4,5.232272831655558
126,2013-05-14,3,5.019674709731923
127,2013-05-15,1,4.636847391161198
128,2013-05-16,3,4.4809567376260535
129,2013-05-17,3,4.339912890242838
130,2013-05-18,3,4.212301853460739
131,2013-05-19,3,4.096844300513847
132,2013-05-20,5,4.182859286471793
133,2013-05-21,1,3.879729328631358
134,2013-05-22,3,3.7959454575145495
135,2013-05-23,5,3.910617474152947
136,2013-05-24,3,3.823891894055638
137,2013-05-25,5,3.9359023141562135
138,2013-05-26,3,3.8467686709367603
139,2013-05-27,1,3.5756475988517322
140,2013-05-28,5,3.7113003199737364
