Day,Date,Rides,20_ExpMA
1,2013-01-01,7,7.0
2,2013-01-02,11,9.1
3,2013-01-03,7,8.328892589508742
4,2013-01-04,8,8.2339463840399
5,2013-01-05,5,7.451682274027022
6,2013-01-06,3,6.5125806554918055
7,2013-01-07,6,6.415664340837463
8,2013-01-08,1,5.4795395469476205
9,2013-01-09,5,5.402619058783158
10,2013-01-10,6,5.492579452323622
11,2013-01-12,7,5.707677548716956
12,2013-01-13,3,5.338815632674123
13,2013-01-14,5,5.294476853442235
14,2013-01-15,9,5.762715120775173
15,2013-01-16,8,6.036890023210839
16,2013-01-17,10,6.509650364254824
17,2013-01-18,8,6.68325887325114
18,2013-01-19,4,6.377194204937086
19,2013-01-20,4,6.111051184666421
20,2013-01-21,3,5.7684753160021955
21,2013-01-22,8,6.010599180755429
22,2013-01-23,7,6.116545480423963
23,2013-01-24,4,5.892555844260568
24,2013-01-25,8,6.113245240828062
25,2013-01-26,11,6.620175059413154
26,2013-01-27,3,6.247798708339739
27,2013-01-28,8,6.4266690363822025
28,2013-01-29,8,6.58618778387624
29,2013-01-30,9,6.82942606136581
30,2013-01-31,10,7.147165227542619
31,2013-02-01,9,7.331927571714962
32,2013-02-02,8,7.398249744847007
33,2013-02-04,9,7.556622615742983
34,2013-02-05,9,7.698819248243888
35,2013-02-06,5,7.433809587181373
36,2013-02-09,10,7.685052984256975
37,2013-02-10,5,7.422871589239935
38,2013-02-11,7,7.381679524092296
39,2013-02-12,6,7.247381380720733
40,2013-02-13,5,7.029365262375462
41,2013-02-14,8,7.1233590737555
42,2013-02-15,12,7.594846553865072
43,2013-02-16,7,7.537418070749242
44,2013-02-17,5,7.2927665467289735
45,2013-02-18,3,6.879356279975336
46,2013-02-19,8,6.987163764125204
47,2013-02-22,11,7.372832676920714
48,2013-02-23,9,7.529081742706518
49,2013-02-24,2,6.998568138003176
50,2013-02-25,11,7.382231223333387
51,2013-02-26,7,7.345605902796628
52,2013-02-27,7,7.312509265832139
53,2013-02-28,10,7.5697390841975345
54,2013-03-01,12,7.993574373796105
55,2013-03-03,7,7.8985617262592775
56,2013-03-05,4,7.525898501036107
57,2013-03-06,6,7.380089277009455
58,2013-03-07,8,7.439306812068014
59,2013-03-08,11,7.779347395836294
60,2013-03-09,5,7.513993181962443
61,2013-03-10,6,7.369480879032302
62,2013-03-11,5,7.143359504165645
63,2013-03-12,11,7.511330762916553
64,2013-03-13,12,7.939530759905064
65,2013-03-14,10,8.13605979655988
66,2013-03-15,9,8.218451282995643
67,2013-03-16,9,8.29297571563593
68,2013-03-17,4,7.88366758821386
69,2013-03-18,9,7.990091597476738
70,2013-03-19,7,7.895711597527145
71,2013-03-20,4,7.524386873638954
72,2013-03-21,9,7.665025827099583
73,2013-03-22,12,8.078157901808936
74,2013-03-23,4,7.689525821315089
75,2013-03-24,9,7.814401521783939
76,2013-03-25,11,8.117942800232223
77,2013-03-26,10,8.297267025789468
78,2013-03-27,7,8.173667470780838
79,2013-03-28,7,8.061848432665595
80,2013-03-29,8,8.055956142255301
81,2013-03-30,8,8.050625378656312
82,2013-03-31,3,7.569482191416523
83,2013-04-01,9,7.705755615166249
84,2013-04-02,9,7.829044515117998
85,2013-04-03,7,7.750071939795124
86,2013-04-04,12,8.154900991492852
87,2013-04-05,7,8.04489222755584
88,2013-04-06,6,7.850111441769051
89,2013-04-07,4,7.483384514252736
90,2013-04-08,6,7.342092492270882
91,2013-04-09,5,7.119011342370764
92,2013-04-10,6,7.012428146841778
93,2013-04-11,6,6.915997670651394
94,2013-04-12,5,6.733506723594293
95,2013-04-13,8,6.854134088744677
96,2013-04-14,4,6.582293530084263
97,2013-04-15,3,6.241101976872818
98,2013-04-16,3,5.932408620014984
99,2013-04-17,8,6.129331884036827
100,2013-04-18,8,6.307498773761338
101,2013-04-20,7,6.373453958165515
102,2013-04-21,4,6.147402392870001
103,2013-04-23,5,6.038122330534099
104,2013-04-24,1,5.558286679804717
105,2013-04-25,9,5.886077848228193
106,2013-04-26,6,5.896927844925956
107,2013-04-27,3,5.621023789993085
108,2013-04-28,4,5.466637450753536
109,2013-04-29,3,5.231715301320706
110,2013-04-30,3,5.019167469439524
111,2013-05-01,11,5.588779096366647
112,2013-05-02,8,5.81842229339738
113,2013-05-03,5,5.740476357707169
114,2013-05-04,6,5.765193169164805
115,2013-05-05,4,5.597077847249288
116,2013-05-06,4,5.44497381436378
117,2013-05-07,5,5.402595007786185
118,2013-05-08,3,5.173774735249211
119,2013-05-09,7,5.347702120305615
120,2013-05-10,6,5.409826105794829
121,2013-05-11,8,5.656510691480754
122,2013-05-12,4,5.498746982898884
123,2013-05-13,5,5.451247056242424
124,2013-05-14,6,5.503509454393438
125,2013-05-15,8,5.741271335597417
126,2013-05-16,7,5.861150656023033
127,2013-05-17,8,6.064851208507805
128,2013-05-18,8,6.249151596816732
129,2013-05-19,5,6.130184484068834
130,2013-05-20,5,6.022547625869098
131,2013-05-21,7,6.115638516489384
132,2013-05-22,9,6.390340112950503
133,2013-05-23,10,6.734117814349468
134,2013-05-24,7,6.759439965208592
135,2013-05-25,6,6.687112251427041
136,2013-05-26,3,6.33595827298362
137,2013-05-27,3,6.018247608711944
138,2013-05-28,8,6.206986121185462
139,2013-05-29,4,5.996796775854609
140,2013-05-30,8,6.187578192094456
141,2013-05-31,7,6.26495175514396
142,2013-06-01,6,6.239718237677515
143,2013-06-02,3,5.931173455800705
144,2013-06-03,4,5.747252073004535
145,2013-06-04,5,5.6760851734477455
146,2013-06-05,8,5.897410494803303
147,2013-06-06,6,5.907180927854917
148,2013-06-07,4,5.725544581979915
149,2013-06-08,6,5.751683201947512
150,2013-06-09,8,5.965808675972435
151,2013-06-10,2,5.588112508360093
152,2013-06-11,5,5.532101779427032
153,2013-06-12,8,5.767139757783916
154,2013-06-13,2,5.4083644701286095
155,2013-06-14,5,5.369472608707429
156,2013-06-15,9,5.715237179460914
157,2013-06-16,7,5.837595561666867
158,2013-06-17,6,5.853062653130041
159,2013-06-18,10,6.248009115589878
160,2013-06-19,6,6.224389197196601
161,2013-06-20,4,6.012542585703813
162,2013-06-21,11,6.487538573099009
163,2013-06-22,7,6.536344427293931
164,2013-06-23,5,6.390025899521361
165,2013-06-24,2,5.971928166657638
166,2013-06-25,2,5.593649270601327
167,2013-06-26,4,5.441873141227319
168,2013-06-27,6,5.495028082808424
169,2013-06-28,10,5.924073046658188
170,2013-06-29,6,5.931304185366842
171,2013-06-30,2,5.556894249124405
172,2013-07-01,10,5.980047191917551
173,2013-07-02,10,6.362899851879906
174,2013-07-03,5,6.233099862436453
175,2013-07-04,4,6.020423679798686
176,2013-07-05,7,6.1137166647637535
177,2013-07-06,11,6.579076991832041
178,2013-07-07,3,6.238212510172225
179,2013-07-08,8,6.406001797700035
180,2013-07-09,5,6.272096862576784
181,2013-07-10,4,6.055706682251228
182,2013-07-12,9,6.336115573099654
183,2013-07-13,3,6.018390276893049
184,2013-07-14,10,6.397591206715488
185,2013-07-15,10,6.740677761577558
186,2013-07-16,3,6.384422733733559
187,2013-07-17,2,5.966858660745046
188,2013-07-18,9,6.2557292664296575
189,2013-07-19,7,6.326612193868398
190,2013-07-20,8,6.485982461997898
191,2013-07-21,8,6.630174609193728
192,2013-07-22,5,6.47491988380775
193,2013-07-23,4,6.239213227244307
194,2013-07-24,5,6.12119291945158
195,2013-07-25,8,6.3001269277211085
196,2013-07-26,8,6.462019601761203
197,2013-07-27,5,6.3227796393076225
198,2013-07-28,3,6.006324434780421
199,2013-07-29,6,6.005722107657126
200,2013-07-30,6,6.005177145022009
201,2013-07-31,9,6.290398369828718
202,2013-08-01,10,6.643693763764593
203,2013-08-02,10,6.963341977219278
204,2013-08-03,5,6.776357026753934
205,2013-08-04,4,6.511942071500036
206,2013-08-05,2,6.082233302307952
207,2013-08-06,5,5.979163463889219
208,2013-08-07,7,6.076385991226357
209,2013-08-08,5,5.973873039596569
210,2013-08-09,9,6.262075607468773
211,2013-08-10,3,5.951401739881363
212,2013-08-11,6,5.956030145609771
213,2013-08-12,2,5.579265369629501
214,2013-08-13,7,5.714573429732343
215,2013-08-14,6,5.741756912627256
216,2013-08-15,2,5.385399111279015
217,2013-08-16,6,5.443932529274086
218,2013-08-17,10,5.87784371710744
219,2013-08-18,4,5.699001458281167
220,2013-08-19,4,5.537191795543407
221,2013-08-20,7,5.676506862669032
222,2013-08-21,3,5.421601447119596
223,2013-08-22,3,5.190972737823331
224,2013-08-23,8,5.458499143794015
225,2013-08-24,5,5.414832558663525
226,2013-08-25,7,5.565800886432536
227,2013-08-26,8,5.797629373470471
228,2013-08-27,3,5.531188480726232
229,2013-08-28,5,5.480599101603819
230,2013-08-29,5,5.434827758589324
231,2013-08-30,4,5.298177495854085
232,2013-08-31,3,5.079303448611849
233,2013-09-02,1,4.690798358238898
234,2013-09-03,2,4.434531847913145
235,2013-09-04,4,4.3931478623950815
236,2013-09-05,3,4.2604671135882235
237,2013-09-06,4,4.235660721816678
238,2013-09-07,6,4.403693034032209
239,2013-09-08,4,4.365246078408521
240,2013-09-09,7,4.616175023331281
241,2013-09-10,4,4.557491687773956
242,2013-09-12,7,4.790111527040625
243,2013-09-13,1,4.429148524455435
244,2013-09-14,2,4.197801045930134
245,2013-09-15,4,4.178962851079222
246,2013-09-16,3,4.066680674783684
247,2013-09-17,3,3.9650920390881343
248,2013-09-18,4,3.9684166067940816
249,2013-09-19,5,4.066662644243742
250,2013-09-20,6,4.250790011461128
251,2013-09-21,2,4.036429057986002
252,2013-09-22,2,3.8424834334137468
253,2013-09-23,1,3.571770725466853
254,2013-09-24,8,3.9935068468548063
255,2013-09-25,1,3.7084109566758072
256,2013-09-26,9,4.212371817948537
257,2013-09-27,5,4.287384025763469
258,2013-09-28,3,4.164776023309057
259,2013-09-29,2,3.9586068782308645
260,2013-09-30,2,3.772072889826992
261,2013-10-01,6,3.9842564241301432
262,2013-10-02,4,3.985755812308231
263,2013-10-03,2,3.796636211135318
264,2013-10-04,4,3.816004191027257
265,2013-10-05,4,3.8335276014056667
266,2013-10-06,1,3.563667829842482
267,2013-10-07,4,3.605223274619491
268,2013-10-08,4,3.6428210579891482
269,2013-10-09,5,3.7720761953237774
