Day,Date,Rides,20_ExpMA
1,2013-01-01,360,360.0
2,2013-01-02,199,275.475
3,2013-01-03,147,228.2997502081599
4,2013-01-04,187,216.37715087281796
5,2013-01-05,236,221.12375108986183
6,2013-01-06,186,213.7142439716283
7,2013-01-07,182,207.71786542154453
8,2013-01-08,194,205.3466634540374
9,2013-01-09,176,200.63931513782168
10,2013-01-10,183,197.9829871198063
11,2013-01-11,251,205.54813446012156
12,2013-01-12,223,207.9255698990688
13,2013-01-13,199,206.75753384904914
14,2013-01-14,217,208.0517949868301
15,2013-01-15,196,206.57487099499863
16,2013-01-16,182,203.64332873128376
17,2013-01-17,245,208.46090298621533
18,2013-01-18,264,214.7959441093217
19,2013-01-19,234,216.94596846390615
20,2013-01-20,202,215.30018129242325
21,2013-01-21,221,215.9186203998943
22,2013-01-22,206,214.85652189669318
23,2013-01-23,211,214.4483941505682
24,2013-01-24,246,217.7524460452213
25,2013-01-25,291,225.35081573389988
26,2013-01-26,248,227.6805430132119
27,2013-01-27,249,229.85690156463193
28,2013-01-28,245,231.39224800568476
29,2013-01-29,206,228.83348779010794
30,2013-01-30,212,227.14651928604573
31,2013-01-31,215,225.9352837186951
32,2013-02-01,273,230.60758290283007
33,2013-02-02,261,233.61262962198106
34,2013-02-03,227,232.96117583416554
35,2013-02-04,242,233.84874017555305
36,2013-02-05,184,228.96828907610058
37,2013-02-06,204,226.53026610242273
38,2013-02-07,247,228.5242298344847
39,2013-02-08,276,233.13883667868208
40,2013-02-09,276,237.29675332569093
41,2013-02-10,244,237.94587876816257
42,2013-02-11,209,235.14730908744014
43,2013-02-12,166,228.47159575157065
44,2013-02-13,177,223.50883281961964
45,2013-02-14,267,227.69720291376518
46,2013-02-15,258,230.61237413026834
47,2013-02-16,352,242.2787943239152
48,2013-02-17,258,243.7884262253635
49,2013-02-18,212,240.73833701174144
50,2013-02-19,213,238.07874506393725
51,2013-02-20,252,239.41267697002468
52,2013-02-21,267,242.0545520299031
53,2013-02-22,325,249.9935719656093
54,2013-02-23,346,259.1783385070422
55,2013-02-24,260,259.25691162233574
56,2013-02-25,242,257.6073247248772
57,2013-02-26,228,254.77815814485362
58,2013-02-27,267,255.94566069271377
59,2013-02-28,255,255.8553515879903
60,2013-03-01,322,262.1704172064967
61,2013-03-02,282,264.06317254368963
62,2013-03-03,237,261.4805132625006
63,2013-03-04,216,257.1411091277579
64,2013-03-05,182,249.97296618766333
65,2013-03-06,234,248.44945319543015
66,2013-03-07,265,250.02783112844375
67,2013-03-08,288,253.64866023314832
68,2013-03-09,287,256.8284998901181
69,2013-03-10,247,255.89151342237548
70,2013-03-11,262,256.47380193422384
71,2013-03-12,213,252.33004100750574
72,2013-03-13,248,251.9173498861961
73,2013-03-14,283,254.87959123223598
74,2013-03-15,321,261.18060081578386
75,2013-03-17,353,269.9301145233064
76,2013-03-18,314,274.1293346918683
77,2013-03-19,264,273.1642019109658
78,2013-03-20,226,268.6705438955816
79,2013-03-21,281,269.84521044841955
80,2013-03-22,343,276.81465569325724
81,2013-03-23,321,281.0240528308314
82,2013-03-24,260,279.0212157504033
83,2013-03-25,232,274.54189922548215
84,2013-03-26,219,269.251013101514
85,2013-03-27,217,264.27372057667475
86,2013-03-28,228,260.8184489357012
87,2013-03-29,265,261.21675776677114
88,2013-03-30,237,258.91005473203074
89,2013-03-31,241,257.2041042828384
90,2013-04-01,253,256.8036643503479
91,2013-04-02,222,253.48866227863837
92,2013-04-03,203,248.6797360775507
93,2013-04-04,278,251.47239550813782
94,2013-04-05,271,253.33232002269366
95,2013-04-06,352,262.72993979920096
96,2013-04-07,290,265.32726289937415
97,2013-04-08,359,274.2490183045428
98,2013-04-09,238,270.79654096101075
99,2013-04-10,267,270.43494763784634
100,2013-04-11,264,269.82206788841796
101,2013-04-12,328,275.36304903803205
102,2013-04-13,377,285.0431154146194
103,2013-04-14,288,285.3247328609647
104,2013-04-15,263,283.19850367935504
105,2013-04-16,247,279.7509330328946
106,2013-04-17,256,277.48888354587393
107,2013-04-18,276,277.34708194444676
108,2013-04-19,306,280.0759864518547
109,2013-04-20,312,283.1164243074309
110,2013-04-21,292,283.9624931369499
111,2013-04-22,234,279.20408920979526
112,2013-04-23,235,274.9941189193616
113,2013-04-24,266,274.1375256660565
114,2013-04-25,227,269.6481877229924
115,2013-04-26,279,270.5388454475442
116,2013-04-27,354,278.4875989905064
117,2013-04-28,277,278.345921732545
118,2013-04-29,264,276.97963331939303
119,2013-04-30,259,275.26727577628253
120,2013-05-01,253,273.1465699449862
121,2013-05-02,283,274.0849970197646
122,2013-05-03,327,279.12454620753374
123,2013-05-04,406,291.20797719817114
124,2013-05-05,313,293.2834164010783
125,2013-05-06,281,292.1135629056297
126,2013-05-07,223,285.5312968560579
127,2013-05-08,270,284.0521212613424
128,2013-05-09,261,281.8566751444917
129,2013-05-10,331,286.5370033638933
130,2013-05-11,333,290.96206055672485
131,2013-05-12,250,287.06090404026736
132,2013-05-13,262,284.67414690598423
133,2013-05-14,227,279.1813619140741
134,2013-05-15,232,274.68789214209977
135,2013-05-16,297,276.81285767583495
136,2013-05-17,337,282.5449734990218
137,2013-05-18,390,292.77879690306054
138,2013-05-19,340,297.2760588561209
139,2013-05-20,224,290.2973802448027
140,2013-05-21,217,283.3166716271137
141,2013-05-22,271,282.1436544094231
142,2013-05-23,320,285.7490230817558
143,2013-05-24,338,290.72530962686204
144,2013-05-25,281,289.7990891523
145,2013-05-26,293,290.1039379563623
146,2013-05-27,227,284.094036393957
147,2013-05-28,236,279.5136501071913
148,2013-05-29,280,279.5599691616954
149,2013-05-30,295,281.0304487801407
150,2013-05-31,346,287.2180269560407
151,2013-06-02,336,291.86393042054766
152,2013-06-03,249,287.78165032335085
153,2013-06-04,198,279.2310150460801
154,2013-06-05,234,274.9232984553781
155,2013-06-06,264,273.88298412623243
156,2013-06-07,343,280.46555815739725
157,2013-06-08,386,290.5164588874253
158,2013-06-09,355,296.6577493502615
159,2013-06-10,257,292.88082037716606
160,2013-06-11,256,289.3683609035944
161,2013-06-12,239,284.5713736689323
162,2013-06-13,309,286.89790972146545
163,2013-06-14,301,288.24096604892395
164,2013-06-15,353,294.40849355080394
165,2013-06-16,331,297.89339916153057
166,2013-06-17,275,295.71307529905556
167,2013-06-18,191,285.74040091145775
168,2013-06-19,262,283.4794102357259
169,2013-06-20,275,282.67184731970167
170,2013-06-21,365,290.51262408547467
171,2013-06-22,452,305.89237474052953
