Day,Date,Rides,20_ExpMA
1,2013-01-02,4,4.0
2,2013-01-03,1,2.425
3,2013-01-04,5,3.3705245628642793
4,2013-01-05,3,3.2635598503740644
5,2013-01-06,5,3.683589945783649
6,2013-01-07,1,3.117475046642273
7,2013-01-08,2,2.906188174852608
8,2013-01-09,5,3.2681140697940805
9,2013-01-10,4,3.385512151746829
10,2013-01-12,3,3.327457362092622
11,2013-01-13,2,3.138038721044126
12,2013-01-14,2,2.983005806074548
13,2013-01-15,6,3.3778218257858046
14,2013-01-16,3,3.330079407220466
15,2013-01-17,8,3.902369076183527
16,2013-01-18,5,4.033305732729282
17,2013-01-19,1,3.6799606699609693
18,2013-01-20,5,3.830530338708725
19,2013-01-21,4,3.8495036171252015
20,2013-01-22,5,3.9761914388174198
21,2013-01-23,1,3.6532700843823065
22,2013-01-24,6,3.904560912169349
23,2013-01-25,8,4.337972771114513
24,2013-01-26,6,4.512018562659005
25,2013-01-27,3,4.3551686011938004
26,2013-01-28,3,4.21577403310802
27,2013-01-29,3,4.0916639202102685
28,2013-01-30,5,4.183759376984677
29,2013-01-31,2,3.963703373555196
30,2013-02-01,5,4.067555872305077
31,2013-02-02,5,4.160538023441067
32,2013-02-03,4,4.144600783503974
33,2013-02-04,6,4.3280531660644215
34,2013-02-05,2,4.0987012833841785
35,2013-02-06,5,4.187204011961448
36,2013-02-07,1,3.875160151483204
37,2013-02-08,2,3.6920605600491534
38,2013-02-09,2,3.5272363661406154
39,2013-02-11,3,3.4759894135325777
40,2013-02-12,2,3.332805223515889
41,2013-02-13,3,3.3005772079783444
42,2013-02-14,5,3.464882224888439
43,2013-02-15,1,3.226914220678363
44,2013-02-16,4,3.301453224041569
45,2013-02-17,3,3.2724220954189955
46,2013-02-18,2,3.1500133205045153
47,2013-02-20,7,3.5200309563312437
48,2013-02-21,2,3.3740696814681264
49,2013-02-22,3,3.3381778165327485
50,2013-02-23,4,3.4016342865180476
51,2013-02-25,4,3.4589695713316804
52,2013-02-26,1,3.2234885724525033
53,2013-02-27,1,3.010670141356932
54,2013-02-28,5,3.2009858389578594
55,2013-03-01,6,3.468647478536601
56,2013-03-02,3,3.423849500947124
57,2013-03-03,3,3.383348008354255
58,2013-03-04,4,3.442254250140249
59,2013-03-05,1,3.2090228210064797
60,2013-03-06,3,3.189066666395163
61,2013-03-07,4,3.2664711388579444
62,2013-03-08,3,3.2410415940095167
63,2013-03-09,3,3.218043241206135
64,2013-03-10,1,3.006451328538947
65,2013-03-11,4,3.1012167147297722
66,2013-03-12,8,3.5683995533022985
67,2013-03-13,2,3.4188451054220113
68,2013-03-14,4,3.4742545550435198
69,2013-03-15,6,3.7150430099801977
70,2013-03-16,2,3.551557369249583
71,2013-03-17,8,3.975566357143956
72,2013-03-18,8,4.359130399569351
73,2013-03-19,6,4.515508692799149
74,2013-03-20,7,4.752270742953719
