Day,Date,Rides,20_ExpMA
1,2013-01-01,1,1.0
2,2013-01-02,7,4.15
3,2013-01-03,2,3.3605328892589514
4,2013-01-05,1,2.6790835411471323
5,2013-01-06,7,3.7242764623427087
6,2013-01-07,4,3.7824415344532993
7,2013-01-08,8,4.579877448081038
8,2013-01-09,7,4.9982077917878565
9,2013-01-10,3,4.6776854912253505
10,2013-01-11,4,4.575631928279214
11,2013-01-12,6,4.778879032256172
12,2013-01-13,5,4.809001933662169
13,2013-01-14,2,4.441404619407236
14,2013-01-15,8,4.891076762649853
15,2013-01-16,4,4.781877041715403
16,2013-01-17,5,4.807896981800865
17,2013-01-18,8,5.1797400931491
18,2013-01-19,3,4.931109058972293
19,2013-01-20,1,4.490994727633534
20,2013-01-21,4,4.436928453778046
21,2013-01-22,7,4.715025663663498
22,2013-01-23,4,4.638459805055229
23,2013-01-24,4,4.57089292271702
24,2013-01-25,4,4.511109599739777
25,2013-01-26,2,4.25061845652164
26,2013-01-27,6,4.430562328048463
27,2013-01-28,3,4.284525937069228
28,2013-01-29,5,4.357067270725274
29,2013-01-30,3,4.22031648988004
30,2013-01-31,8,4.599097590766491
31,2013-02-01,5,4.6390750728471435
32,2013-02-02,3,4.476357654562361
33,2013-02-03,4,4.429257846659343
34,2013-02-04,3,4.288452222996985
35,2013-02-05,9,4.7511010944528556
36,2013-02-06,7,4.971280001632493
37,2013-02-07,8,5.267018684982067
38,2013-02-08,7,5.435828983531955
39,2013-02-09,2,5.101869157548661
40,2013-02-10,1,4.703951118643243
41,2013-02-11,8,5.023132150234833
42,2013-02-12,3,4.827529994187337
43,2013-02-13,6,4.940724184344655
44,2013-02-15,5,4.94643941070203
45,2013-02-16,1,4.566381806416847
46,2013-02-17,7,4.800499260647323
47,2013-02-18,2,4.5313466110867235
48,2013-02-19,8,4.864424742551913
49,2013-02-20,9,5.261231850756605
50,2013-02-22,8,5.523828909605053
51,2013-02-23,5,5.473635726658372
52,2013-02-24,5,5.428278429309639
53,2013-02-25,7,5.578713796029085
54,2013-02-26,5,5.523349262427964
55,2013-02-27,9,5.855811330542225
56,2013-02-28,6,5.869594314722991
57,2013-03-01,7,5.97761170624257
58,2013-03-02,4,5.788698551164882
59,2013-03-03,4,5.6178806605403775
60,2013-03-04,5,5.5588893889954205
61,2013-03-05,8,5.791896063203961
62,2013-03-06,4,5.62089404963409
63,2013-03-07,5,5.561653068982254
64,2013-03-08,3,5.3172822368965
65,2013-03-09,7,5.477781066245412
66,2013-03-10,3,5.241482229477021
67,2013-03-11,5,5.218455736370531
68,2013-03-13,9,5.579002104166736
69,2013-03-14,6,5.619137357333957
70,2013-03-15,9,5.94141644429682
71,2013-03-16,5,5.851684134167853
72,2013-03-17,7,5.961128770250166
73,2013-03-18,5,5.869531195021563
74,2013-03-19,5,5.786668361969994
75,2013-03-20,2,5.425834953852968
76,2013-03-22,6,5.480544545579477
77,2013-03-23,1,5.053633939031539
78,2013-03-24,3,4.857970104239743
79,2013-03-25,3,4.680955374705876
