Day,Date,Rides,20_ExpMA
1,2013-01-01,13,13.0
2,2013-01-02,6,9.325000000000001
3,2013-01-03,9,9.205661948376354
4,2013-01-04,7,8.56892144638404
5,2013-01-05,7,8.189412699735449
6,2013-01-06,11,8.782318239762978
7,2013-01-07,7,8.445325976226794
8,2013-01-08,7,8.195494118776464
9,2013-01-09,9,8.324540795966687
10,2013-01-10,12,8.878033104849603
11,2013-01-11,8,8.752744080685376
12,2013-01-12,7,8.513970988874389
13,2013-01-13,9,8.577574704129518
14,2013-01-14,13,9.136402344936826
15,2013-01-15,8,8.99713845192796
16,2013-01-16,14,9.59393100765173
17,2013-01-17,7,9.291768022619987
18,2013-01-18,10,9.372552171852513
19,2013-01-19,5,8.88301528887888
20,2013-01-20,3,8.23520239435439
21,2013-01-21,7,8.101181032359978
22,2013-01-22,9,8.19742771200803
23,2013-01-23,12,8.59984608248487
24,2013-01-24,13,9.060625700400674
25,2013-01-25,14,9.573014031924814
26,2013-01-26,11,9.719795836424328
27,2013-01-27,8,9.544233561192923
28,2013-01-28,11,9.6918325370806
29,2013-01-29,7,9.420578333776701
30,2013-01-30,8,9.278215031737611
31,2013-01-31,8,9.15075304261111
32,2013-02-01,14,9.63215682856524
33,2013-02-02,12,9.86627704779738
34,2013-02-03,15,10.372033978699818
35,2013-02-04,6,9.942723552074192
36,2013-02-05,6,9.556710396540236
37,2013-02-06,10,9.599995310213473
38,2013-02-07,16,10.223421940980332
39,2013-02-08,11,10.298904706477598
40,2013-02-09,14,10.657944091800323
41,2013-02-10,9,10.497392982095851
42,2013-02-11,13,10.739352128652257
43,2013-02-12,10,10.66797259226414
44,2013-02-13,11,10.699985847098056
45,2013-02-14,14,11.017790161959184
46,2013-02-15,9,10.82367594259035
47,2013-02-16,10,10.744513428447684
48,2013-02-17,13,10.961096975019005
49,2013-02-18,9,10.772930354628098
50,2013-02-19,13,10.986465019432375
51,2013-02-20,10,10.891942135561377
52,2013-02-21,14,11.189582488262419
53,2013-02-23,19,11.9371468435026
54,2013-02-24,15,12.230164631676557
55,2013-02-25,15,12.495035987587313
56,2013-02-26,16,12.830075236641386
57,2013-02-27,16,13.132981537194366
58,2013-02-28,15,13.311330172208788
59,2013-03-01,19,13.85458916898593
60,2013-03-02,15,13.96394562837696
61,2013-03-03,11,13.681033780675456
