Day,Date,Rides,20_ExpMA
1,2013-01-01,841,841.0
2,2013-01-02,456,638.875
3,2013-01-03,432,562.9117402164862
4,2013-01-04,544,557.4522132169576
5,2013-01-05,632,575.4846884518801
6,2013-01-06,423,543.3173842930727
7,2013-01-07,447,525.1061509528789
8,2013-01-08,439,510.2222700953466
9,2013-01-09,357,485.64466875168
10,2013-01-10,465,482.53576052030826
11,2013-01-11,605,500.0105288117076
12,2013-01-12,662,522.0780555560175
13,2013-01-13,525,522.460432982369
14,2013-01-14,528,523.1604251722761
15,2013-01-15,422,510.763412185906
16,2013-01-16,459,504.58854231301996
17,2013-01-17,471,500.6758653072598
18,2013-01-18,648,517.4803238218253
19,2013-01-19,793,548.3266209437702
20,2013-01-20,684,563.2664026850282
21,2013-01-21,455,551.519331263857
22,2013-01-22,515,547.6087947669
23,2013-01-23,495,542.0413146877702
24,2013-01-24,527,540.4662035974072
25,2013-01-25,686,555.5632208704548
26,2013-01-26,763,576.9004627504659
27,2013-01-27,637,583.0356162823061
28,2013-01-28,431,567.6208487320191
29,2013-01-29,485,559.2951998699983
30,2013-01-30,488,552.1503491907359
31,2013-01-31,504,547.3488571627132
32,2013-02-01,733,565.7791750685484
33,2013-02-02,790,587.9489831549321
34,2013-02-03,643,593.3724221643695
35,2013-02-04,552,589.3098708904191
36,2013-02-05,459,576.5518563364516
37,2013-02-06,483,567.4170063560099
38,2013-02-07,589,569.5194130981187
39,2013-02-08,715,583.6600096524197
40,2013-02-09,836,608.1392483213899
41,2013-02-10,630,610.2561881858479
42,2013-02-11,495,599.1128929224362
43,2013-02-12,481,587.7098777534244
44,2013-02-13,504,579.6387800482369
45,2013-02-14,596,581.2144297443116
46,2013-02-15,822,604.3783364213468
47,2013-02-16,941,636.7306437134218
48,2013-02-17,819,654.2330948978905
49,2013-02-18,473,636.8438380664735
50,2013-02-19,554,628.9006508251647
51,2013-02-20,488,615.3995782144415
52,2013-02-21,560,610.0942876701763
53,2013-02-22,758,624.250898159695
54,2013-02-23,896,650.2486579904554
55,2013-02-24,722,657.1100315810411
56,2013-02-25,533,645.2463629003558
57,2013-02-26,511,632.4182763732312
58,2013-02-27,542,623.780988369507
59,2013-02-28,600,621.5099414859504
60,2013-03-01,893,647.4300661740284
61,2013-03-02,928,674.2107728200073
62,2013-03-03,691,675.8129816272119
63,2013-03-04,547,663.5226281332784
64,2013-03-05,474,645.4429736723374
65,2013-03-06,508,632.3335640848625
66,2013-03-07,601,629.3453724137233
67,2013-03-08,669,633.1266320564446
68,2013-03-09,811,650.0857345470695
69,2013-03-10,690,653.8909059381672
70,2013-03-11,556,644.5595029436811
71,2013-03-12,565,636.9761873609781
72,2013-03-13,556,629.2584420778602
73,2013-03-14,540,620.7519264931829
74,2013-03-15,884,645.83841136116
75,2013-03-16,1231,701.5987341948918
76,2013-03-17,808,711.7372298251022
77,2013-03-18,566,697.851245979091
78,2013-03-19,595,688.0519001371181
79,2013-03-20,505,670.6119625840372
80,2013-03-21,596,663.5036926945766
81,2013-03-22,723,669.1717165517418
82,2013-03-23,894,690.5897764492519
83,2013-03-24,655,687.1994371901906
84,2013-03-25,491,668.5096031327395
85,2013-03-26,467,649.3143343365666
86,2013-03-27,514,636.4248988274062
87,2013-03-28,592,632.1932562502251
88,2013-03-29,718,640.3665500542529
89,2013-03-30,709,646.9039541279084
90,2013-03-31,645,646.7226029503087
91,2013-04-01,548,637.3194082174081
92,2013-04-02,510,625.1925343718572
93,2013-04-03,558,618.7926648046893
94,2013-04-04,585,615.5740515995415
95,2013-04-05,785,631.711054554388
96,2013-04-06,872,654.5972537093081
97,2013-04-07,678,656.8262221869825
98,2013-04-08,586,650.0804966786621
99,2013-04-09,571,642.5486460058548
100,2013-04-10,549,633.6388500059263
101,2013-04-11,605,630.9112293726403
102,2013-04-12,805,647.491723367604
103,2013-04-13,808,662.7787356527558
104,2013-04-14,650,661.5616764915923
105,2013-04-15,556,651.5079090627709
