Date,Predicted_Poly
2017-01-01,2335.7349831358756
2017-01-02,2332.650147867096
2017-01-03,2329.5612135093984
2017-01-04,2326.4681832004057
2017-01-05,2323.3710600824975
2017-01-06,2320.2698473028045
2017-01-07,2317.16454801321
2017-01-08,2314.0551653703565
2017-01-09,2310.9417025356347
2017-01-10,2307.8241626751933
2017-01-11,2304.702548959932
2017-01-12,2301.5768645655053
2017-01-13,2298.447112672322
2017-01-14,2295.3132964655447
2017-01-15,2292.175419135089
2017-01-16,2289.0334838756266
2017-01-17,2285.8874938865793
2017-01-18,2282.737452372126
2017-01-19,2279.583362541197
2017-01-20,2276.425227607479
2017-01-21,2273.263050789411
2017-01-22,2270.0968353101875
2017-01-23,2266.926584397753
2017-01-24,2263.752301284809
2017-01-25,2260.5739892088113
2017-01-26,2257.391651411968
2017-01-27,2254.2052911412416
2017-01-28,2251.014911648347
2017-01-29,2247.820516189756
2017-01-30,2244.6221080266914
2017-01-31,2241.4196904251316
2017-02-01,2238.213266655808
2017-02-02,2235.002839994208
2017-02-03,2231.788413720567
2017-02-04,2228.569991119882
2017-02-05,2225.347575481897
2017-02-06,2222.1211701011152
2017-02-07,2218.8907782767906
2017-02-08,2215.6564033129316
2017-02-09,2212.4180485183006
2017-02-10,2209.175717206413
2017-02-11,2205.929412695541
2017-02-12,2202.6791383087075
2017-02-13,2199.4248973736903
2017-02-14,2196.166693223022
2017-02-15,2192.9045291939856
2017-02-16,2189.6384086286234
2017-02-17,2186.3683348737272
2017-02-18,2183.094311280846
2017-02-19,2179.8163412062777
2017-02-20,2176.5344280110785
2017-02-21,2173.2485750610576
2017-02-22,2169.9587857267766
2017-02-23,2166.6650633835525
2017-02-24,2163.3674114114565
2017-02-25,2160.0658331953105
2017-02-26,2156.760332124693
2017-02-27,2153.4509115939363
2017-02-28,2150.1375750021257
2017-03-01,2146.8203257531013
2017-03-02,2143.499167255456
2017-03-03,2140.174102922537
2017-03-04,2136.8451361724437
2017-03-05,2133.512270428033
2017-03-06,2130.1755091169143
2017-03-07,2126.8348556714486
2017-03-08,2123.4903135287514
2017-03-09,2120.1418861306947
2017-03-10,2116.789576923903
2017-03-11,2113.433389359752
2017-03-12,2110.0733268943764
2017-03-13,2106.7093929886587
2017-03-14,2103.34159110824
2017-03-15,2099.9699247235144
2017-03-16,2096.594397309629
2017-03-17,2093.2150123464826
2017-03-18,2089.831773318733
2017-03-19,2086.444683715789
2017-03-20,2083.0537470318095
2017-03-21,2079.6589667657136
2017-03-22,2076.260346421172
2017-03-23,2072.8578895066103
2017-03-24,2069.451599535202
2017-03-25,2066.041480024882
2017-03-26,2062.627534498335
2017-03-27,2059.2097664830017
2017-03-28,2055.788179511075
2017-03-29,2052.3627771195024
2017-03-30,2048.933562849984
2017-03-31,2045.500540248975
2017-04-01,2042.0637128676854
2017-04-02,2038.6230842620773
2017-04-03,2035.178657992867
2017-04-04,2031.730437625524
2017-04-05,2028.2784267302745
2017-04-06,2024.8226288820947
2017-04-07,2021.3630476607168
2017-04-08,2017.8996866506286
2017-04-09,2014.4325494410668
2017-04-10,2010.9616396260276
2017-04-11,2007.4869608042557
2017-04-12,2004.0085165792543
2017-04-13,2000.526310559277
2017-04-14,1997.0403463573346
2017-04-15,1993.550627591188
