Date,Predicted_Poly
2017-01-01,806.2994290259726
2017-01-02,804.5733041602412
2017-01-03,802.8443253897992
2017-01-04,801.1124865812271
2017-01-05,799.3777815875605
2017-01-06,797.6402042482957
2017-01-07,795.8997483893825
2017-01-08,794.1564078232291
2017-01-09,792.4101763487026
2017-01-10,790.6610477511231
2017-01-11,788.9090158022693
2017-01-12,787.1540742603793
2017-01-13,785.3962168701476
2017-01-14,783.6354373627214
2017-01-15,781.8717294557109
2017-01-16,780.1050868531804
2017-01-17,778.3355032456509
2017-01-18,776.5629723101015
2017-01-19,774.7874877099678
2017-01-20,773.0090430951411
2017-01-21,771.227632101974
2017-01-22,769.4432483532707
2017-01-23,767.6558854582963
2017-01-24,765.8655370127715
2017-01-25,764.0721965988748
2017-01-26,762.2758577852405
2017-01-27,760.4765141269609
2017-01-28,758.6741591655841
2017-01-29,756.868786429118
2017-01-30,755.0603894320259
2017-01-31,753.248961675225
2017-02-01,751.434496646096
2017-02-02,749.6169878184719
2017-02-03,747.7964286526442
2017-02-04,745.9728125953595
2017-02-05,744.1461330798259
2017-02-06,742.3163835257058
2017-02-07,740.4835573391163
2017-02-08,738.6476479126359
2017-02-09,736.8086486252964
2017-02-10,734.9665528425915
2017-02-11,733.1213539164651
2017-02-12,731.2730451853245
2017-02-13,729.4216199740306
2017-02-14,727.5670715939038
2017-02-15,725.7093933427186
2017-02-16,723.8485785047071
2017-02-17,721.9846203505592
2017-02-18,720.117512137424
2017-02-19,718.247247108904
2017-02-20,716.3738184950603
2017-02-21,714.497219512411
2017-02-22,712.6174433639317
2017-02-23,710.7344832390545
2017-02-25,708.8483323136679
2017-02-26,706.9589837501201
2017-02-27,705.0664306972121
2017-02-28,703.1706662902056
2017-03-01,701.2716836508168
2017-03-02,699.3694758872216
2017-03-03,697.4640360940509
2017-03-04,695.5553573523939
2017-03-05,693.6434327297948
2017-03-06,691.7282552802569
2017-03-07,689.8098180442403
2017-03-08,687.8881140486619
2017-03-09,685.9631363068927
2017-03-10,684.0348778187674
2017-03-11,682.1033315705713
2017-03-12,680.1684905350517
2017-03-13,678.2303476714073
2017-03-14,676.2888959252989
2017-03-15,674.3441282288434
2017-03-16,672.3960375006116
2017-03-17,670.4446166456348
2017-03-18,668.4898585553995
2017-03-19,666.5317561078509
2017-03-21,664.5703021673912
2017-03-22,662.6054895848756
2017-03-23,660.6373111976204
2017-03-24,658.6657598294005
2017-03-25,656.6908282904408
2017-03-26,654.7125093774321
2017-03-27,652.7307958735157
2017-03-28,650.7456805482921
2017-03-29,648.7571561578184
2017-03-30,646.7652154446112
2017-03-31,644.7698511376418
2017-04-01,642.7710559523377
2017-04-02,640.7688225905847
2017-04-03,638.7631437407233
2017-04-07,636.7540120775573
2017-04-08,634.7414202623424
2017-04-09,632.7253609427933
2017-04-10,630.7058267530795
2017-04-11,628.6828103138289
2017-04-12,626.6563042321266
2017-04-13,624.6263011015146
2017-04-14,622.5927935019938
2017-04-15,620.555774000019
2017-04-16,618.515235148503
2017-04-17,616.4711694868163
2017-04-18,614.4235695407865
2017-04-19,612.3724278226962
2017-04-20,610.3177368312904
2017-04-21,608.2594890517639
2017-04-23,606.1976769557746
2017-04-24,604.1322930014344
2017-04-25,602.0633296333108
2017-04-26,599.9907792824331
2017-04-27,597.9146343662844
2017-04-28,595.8348872888034
2017-04-29,593.7515304403914
2017-04-30,591.6645561978992
2017-05-01,589.5739569246421
2017-05-02,587.4797249703859
2017-05-03,585.3818526713585
2017-05-04,583.2803323502424
2017-05-05,581.1751563161777
2017-05-07,579.0663168647598
2017-05-09,576.9538062780443
2017-05-10,574.8376168245418
2017-05-11,572.7177407592214
2017-05-12,570.5941703235064
2017-05-13,568.4668977452802
2017-05-14,566.3359152388839
2017-05-15,564.2012150051119
2017-05-16,562.0627892312152
2017-05-17,559.9206300909066
2017-05-18,557.7747297443539
2017-05-19,555.6250803381827
2017-05-24,553.471674005471
2017-05-25,551.3145028657625
2017-05-26,549.1535590250462
2017-05-27,546.9888345757786
2017-05-28,544.8203215968704
2017-05-29,542.6480121536872
2017-05-30,540.4718982980489
2017-05-31,538.2919720682453
2017-06-01,536.108225489005
2017-06-06,533.920650571527
2017-06-07,531.7292393134633
2017-06-08,529.5339836989247
2017-06-09,527.3348756984744
2017-06-10,525.1319072691349
2017-06-11,522.9250703543873
2017-06-12,520.7143568841705
2017-06-13,518.4997587748762
2017-06-14,516.281267929357
2017-06-15,514.0588762369214
2017-06-16,511.832575573334
2017-06-17,509.6023578008176
2017-06-18,507.36821476804994
2017-06-19,505.13013831017065
2017-06-20,502.88812024876984
2017-06-21,500.64215239190025
2017-06-22,498.3922265340707
2017-06-23,496.13833445624437
2017-06-24,493.8804679258408
2017-06-25,491.6186186967391
2017-06-26,489.3527785092783
2017-06-27,487.08293909024997
2017-06-28,484.80909215290217
2017-06-29,482.5312293969423
2017-06-30,480.2493425085361
2017-07-01,477.96342316030496
2017-07-02,475.67346301132375
2017-07-03,473.3794537071278
2017-07-04,471.0813868797122
2017-07-05,468.7792541475237
2017-07-06,466.47304711546917
2017-07-07,464.1627573749131
2017-07-08,461.848376503674
2017-07-09,459.5298960660273
2017-07-10,457.20730761271057
2017-07-11,454.8806026809166
2017-07-12,452.5497727942902
2017-07-13,450.21480946293855
2017-07-14,447.87570418342375
2017-07-15,445.53244843876246
2017-07-16,443.1850336984405
2017-07-17,440.83345141838004
2017-07-18,438.47769304097915
2017-07-19,436.1177499950843
2017-07-20,433.75361369599545
2017-07-21,431.3852755454827
2017-07-22,429.0127269317593
2017-07-23,426.6359592294998
2017-07-24,424.25496379984156
2017-07-25,421.8697319903738
2017-07-26,419.4802551351445
2017-07-27,417.0865245546529
2017-07-28,414.6885315558634
2017-07-29,412.28626743219434
2017-07-30,409.8797234635192
2017-07-31,407.4688909161723
