Date,Predicted_Poly
2017-01-01,122.2933532426887
2017-01-02,122.0311818480388
2017-01-03,121.76908783456386
2017-01-04,121.507072197652
2017-01-05,121.24513593322605
2017-01-06,120.98328003774273
2017-01-07,120.7215055081936
2017-01-08,120.45981334210394
2017-01-09,120.19820453753397
2017-01-10,119.93668009307795
2017-01-11,119.67524100786498
2017-01-12,119.41388828155762
2017-01-13,119.15262291435364
2017-01-14,118.89144590698486
2017-01-15,118.6303582607176
2017-01-16,118.36936097735197
2017-01-17,118.10845505922316
2017-01-18,117.84764150920033
2017-01-19,117.58692133068725
2017-01-20,117.32629552762191
2017-01-21,117.06576510447651
2017-01-22,116.80533106625778
2017-01-23,116.54499441850685
2017-01-24,116.28475616729914
2017-01-25,116.02461731924443
2017-01-26,115.76457888148691
2017-01-27,115.50464186170505
2017-01-28,115.24480726811184
2017-01-29,114.98507610945428
2017-01-30,114.72544939501414
2017-01-31,114.4659281346074
2017-02-01,114.20651333858436
2017-02-02,113.94720601782963
2017-02-03,113.6880071837623
2017-02-04,113.42891784833562
2017-02-05,113.16993902403772
2017-02-06,112.91107172389042
2017-02-07,112.65231696145034
2017-02-08,112.39367575080814
2017-02-09,112.1351491065894
2017-02-10,111.87673804395332
2017-02-11,111.61844357859391
2017-02-12,111.36026672673964
2017-02-13,111.10220850515314
2017-02-14,110.84426993113122
2017-02-15,110.58645202250553
2017-02-16,110.32875579764146
2017-02-17,110.07118227543941
2017-02-18,109.81373247533372
2017-02-19,109.55640741729333
2017-02-20,109.2992081218212
2017-02-21,109.04213560995514
2017-02-22,108.78519090326682
2017-02-23,108.5283750238626
2017-02-24,108.27168899438308
2017-02-25,108.01513383800338
2017-02-26,107.75871057843268
2017-02-27,107.50242023991478
2017-02-28,107.24626384722777
2017-03-01,106.99024242568392
2017-03-02,106.73435700113028
2017-03-03,106.47860859994775
2017-03-04,106.22299824905214
2017-03-05,105.96752697589301
2017-03-06,105.7121958084549
2017-03-07,105.45700577525612
2017-03-08,105.20195790534987
2017-03-09,104.94705322832326
2017-03-10,104.69229277429814
2017-03-11,104.43767757393059
2017-03-12,104.18320865841088
2017-03-13,103.9288870594638
2017-03-14,103.67471380934843
2017-03-15,103.42068994085845
2017-03-16,103.16681648732155
2017-03-17,102.91309448260007
2017-03-18,102.65952496109043
2017-03-19,102.40610895772377
2017-03-20,102.15284750796503
2017-03-21,101.89974164781427
2017-03-22,101.64679241380523
2017-03-23,101.39400084300648
2017-03-24,101.14136797302046
2017-03-25,100.88889484198467
2017-03-26,100.63658248857033
2017-03-27,100.38443195198334
2017-03-28,100.13244427196388
2017-03-29,99.88062048878632
2017-03-30,99.62896164325987
2017-03-31,99.37746877672774
2017-04-01,99.1261429310674
2017-04-02,98.87498514869071
2017-04-03,98.62399647254436
2017-04-04,98.373177946109
2017-04-05,98.12253061339955
2017-04-06,97.8720555189656
2017-04-07,97.6217537078908
2017-04-08,97.37162622579336
2017-04-09,97.12167411882594
2017-04-10,96.87189843367518
2017-04-11,96.62230021756247
2017-04-12,96.37288051824349
2017-04-13,96.12364038400803
2017-04-14,95.87458086368048
2017-04-15,95.62570300661943
2017-04-16,95.37700786271819
2017-04-17,95.1284964824039
2017-04-18,94.88016991663847
2017-04-19,94.63202921691803
2017-04-20,94.38407543527296
2017-04-21,94.1363096242682
2017-04-22,93.88873283700303
2017-04-23,93.64134612711086
2017-04-24,93.39415054875968
2017-04-25,93.14714715665198
2017-04-26,92.90033700602413
2017-04-27,92.65372115264736
2017-04-28,92.4073006528269
2017-04-29,92.16107656340259
2017-04-30,91.91504994174858
2017-05-01,91.6692218457732
2017-05-02,91.42359333391934
2017-05-03,91.17816546516411
2017-05-04,90.93293929901924
2017-05-05,90.68791589553047
2017-05-06,90.44309631527818
2017-05-07,90.1984816193769
2017-05-08,89.95407286947582
2017-05-09,89.70987112775796
2017-05-10,89.46587745694134
2017-05-11,89.22209292027787
2017-05-12,88.97851858155414
2017-05-13,88.7351555050908
2017-05-14,88.49200475574307
2017-05-15,88.24906739890045
2017-05-16,88.00634450048668
2017-05-17,87.76383712696025
2017-05-18,87.52154634531377
2017-05-19,87.27947322307406
2017-05-20,87.03761882830247
2017-05-21,86.79598422959472
2017-05-22,86.5545704960808
2017-05-23,86.31337869742515
2017-05-24,86.07240990382664
2017-05-25,85.83166518601837
2017-05-26,85.59114561526766
2017-05-27,85.3508522633766
2017-05-28,85.11078620268108
2017-05-29,84.87094850605217
2017-05-30,84.63134024689435
2017-05-31,84.39196249914721
2017-06-01,84.15281633728421
2017-06-02,83.91390283631367
2017-06-03,83.67522307177757
2017-06-04,83.43677811975297
2017-06-05,83.19856905685063
2017-06-06,82.9605969602166
2017-06-07,82.7228629075301
2017-06-08,82.48536797700555
2017-06-09,82.24811324739173
2017-06-10,82.01109979797118
2017-06-11,81.77432870856128
2017-06-12,81.5378010595139
2017-06-13,81.30151793171476
2017-06-14,81.06548040658438
2017-06-15,80.82968956607732
2017-06-16,80.59414649268265
2017-06-17,80.35885226942415
2017-06-18,80.12380797985915
2017-06-19,79.88901470808023
2017-06-20,79.6544735387136
2017-06-21,79.42018555692025
2017-06-22,79.18615184839544
