Date,Revenue_Predicted_Poly
2017-01-03,37.90955749919428
2017-01-04,37.63136937218425
2017-01-05,37.352135381296875
2017-01-06,37.07185255593893
2017-01-07,36.79051792009136
2017-01-08,36.50812849231093
2017-01-09,36.224681285730355
2017-01-10,35.94017330805636
2017-01-11,35.654601561571866
2017-01-12,35.36796304313529
2017-01-13,35.0802547441798
2017-01-15,34.79147365071387
2017-01-17,34.501616743322245
2017-01-18,34.21068099716359
2017-01-19,33.91866338197315
2017-01-20,33.62556086206061
2017-01-21,33.331370396311456
2017-01-22,33.036088938186595
2017-01-23,32.73971343572185
2017-01-24,32.44224083152835
2017-01-25,32.143668062792955
2017-01-26,31.84399206127813
2017-01-27,31.543209753320554
2017-01-29,31.241318059832878
2017-01-30,30.938313896303384
2017-01-31,30.634194172795276
2017-02-01,30.328955793947216
2017-02-02,30.02259565897316
2017-02-03,29.715110661662294
2017-02-04,29.40649769037924
2017-02-05,29.096753628063908
2017-02-06,28.78587535223147
2017-02-08,28.47385973497279
2017-02-09,28.160703642953564
2017-02-10,27.846403937414948
2017-02-11,27.530957474174016
2017-02-13,27.21436110362191
2017-02-14,26.896611670726685
2017-02-15,26.577706015029776
2017-02-16,26.257640970649845
2017-02-17,25.93641336627985
2017-02-18,25.614020025188722
2017-02-20,25.2904577652196
2017-02-21,24.965723398791795
2017-02-22,24.63981373290028
2017-02-24,24.312725569114576
2017-02-25,23.984455703579783
2017-02-26,23.655000927016232
2017-02-27,23.32435802472014
2017-02-28,22.99252377656248
2017-03-02,22.65949495698942
2017-03-03,22.325268335022685
2017-03-04,21.989840674259995
2017-03-05,21.653208732873168
2017-03-06,21.315369263610165
2017-03-07,20.976319013794352
2017-03-08,20.636054725323817
2017-03-09,20.294573134671907
2017-03-10,19.95187097288857
2017-03-11,19.607944965597227
2017-03-12,19.2627918329986
2017-03-13,18.916408289866695
2017-03-15,18.568791045552814
2017-03-16,18.219936803981824
2017-03-17,17.86984226365533
2017-03-18,17.518504117649655
2017-03-19,17.165919053615767
2017-03-21,16.812083753781593
2017-03-22,16.45699489494865
2017-03-24,16.10064914849511
2017-03-25,15.74304318037349
2017-03-26,15.384173651112661
2017-03-27,15.024037215815753
2017-03-28,14.662630524161699
2017-03-29,14.29995022040535
