Date,Revenue_Predicted_Poly
2017-01-01,4984.516912785104
2017-01-02,4982.669941307882
2017-01-03,4980.913809692887
2017-01-04,4979.24891140348
2017-01-05,4977.675640417201
2017-01-06,4976.194391225617
2017-01-07,4974.805558834501
2017-01-08,4973.509538763639
2017-01-09,4972.306727047031
2017-01-10,4971.197520232716
2017-01-11,4970.1823153828445
2017-01-12,4969.261510073709
2017-01-13,4968.435502395805
2017-01-14,4967.704690953498
2017-01-15,4967.069474865511
2017-01-16,4966.530253764558
2017-01-17,4966.08742779752
2017-01-18,4965.74139762529
2017-01-19,4965.492564422955
2017-01-21,4965.3413298798005
2017-01-22,4965.288096199027
2017-01-23,4965.333266098107
2017-01-24,4965.477242808509
2017-01-25,4965.720430075966
2017-01-26,4966.063232160162
2017-01-27,4966.50605383495
2017-01-28,4967.049300388353
2017-01-29,4967.69337762244
2017-01-30,4968.438691853429
2017-01-31,4969.28564991161
2017-02-01,4970.234659141464
2017-02-02,4971.2861274014795
2017-02-03,4972.440463064348
2017-02-04,4973.698075016822
2017-02-05,4975.059372659762
2017-02-06,4976.5247659082015
2017-02-07,4978.094665191202
2017-02-08,4979.769481452051
2017-02-09,4981.5496261480075
2017-02-10,4983.435511250547
2017-02-11,4985.427549245211
2017-02-12,4987.526153131679
2017-02-13,4989.73173642375
2017-02-14,4992.044713149302
2017-02-15,4994.465497850346
2017-02-16,4996.994505582996
2017-02-17,4999.632151917507
2017-02-18,5002.378852938211
2017-02-19,5005.2350252435535
2017-02-20,5008.201085946104
2017-02-21,5011.27745267257
2017-02-22,5014.46454356375
2017-02-23,5017.762777274507
2017-02-24,5021.172572973945
2017-02-25,5024.694350345133
2017-02-26,5028.328529585317
2017-02-27,5032.075531405928
2017-02-28,5035.935777032322
2017-03-01,5039.909688204196
2017-03-02,5043.997687175204
2017-03-03,5048.200196713147
2017-03-04,5052.517640099948
2017-03-05,5056.950441131674
2017-03-06,5061.499024118479
2017-03-07,5066.163813884581
2017-03-08,5070.945235768355
2017-03-09,5075.843715622337
2017-03-10,5080.859679813104
2017-03-11,5085.9935552213865
2017-03-12,5091.245769241948
2017-03-13,5096.616749783785
2017-03-14,5102.106925269942
2017-03-15,5107.716724637572
2017-03-16,5113.446577337945
2017-03-17,5119.2969133364895
2017-03-18,5125.268163112629
2017-03-19,5131.360757660048
2017-03-20,5137.575128486478
2017-03-21,5143.911707613715
2017-03-22,5150.370927577736
2017-03-23,5156.953221428594
2017-03-24,5163.65902273051
2017-03-25,5170.488765561717
2017-03-26,5177.442884514654
2017-03-27,5184.521814695861
2017-03-28,5191.725991725871
2017-03-29,5199.05585173954
2017-03-30,5206.51183138564
2017-03-31,5214.094367827172
2017-04-01,5221.8038987412365
2017-04-02,5229.640862319018
2017-04-03,5237.605697265808
2017-04-04,5245.698842801008
2017-04-05,5253.920738658202
2017-04-06,5262.2718250849575
2017-04-07,5270.752542843133
2017-04-08,5279.363333208508
2017-04-09,5288.104637971108
2017-04-10,5296.976899435009
2017-04-11,5305.980560418429
2017-04-12,5315.116064253689
2017-04-13,5324.383854787207
2017-04-14,5333.78437637955
2017-04-15,5343.318073905382
2017-04-16,5352.98539275345
2017-04-17,5362.786778826667
2017-04-18,5372.722678542006
2017-04-19,5382.793538830567
2017-04-20,5392.999807137592
2017-04-21,5403.341931422427
2017-04-22,5413.820360158494
2017-04-23,5424.435542333358
2017-04-24,5435.187927448704
2017-04-25,5446.077965520326
2017-04-26,5457.106107078118
2017-04-27,5468.272803166063
2017-04-28,5479.578505342288
2017-04-29,5491.0236656790585
2017-04-30,5502.608736762704
2017-05-01,5514.3341716937175
2017-05-02,5526.200424086648
2017-05-03,5538.207948070227
2017-05-04,5550.35719828714
2017-05-05,5562.648629894422
2017-05-06,5575.082698563001
2017-05-07,5587.659860478107
2017-05-08,5600.380572338938
2017-05-09,5613.245291358879
2017-05-10,5626.254475265421
2017-05-11,5639.40858230009
2017-05-12,5652.708071218658
2017-05-13,5666.153401290907
2017-05-14,5679.74503230074
2017-05-15,5693.483424546237
2017-05-16,5707.369038839599
2017-05-17,5721.402336506973
2017-05-18,5735.583779388777
2017-05-19,5749.913829839585
2017-05-20,5764.392950727899
2017-05-21,5779.021605436523
2017-05-22,5793.800257862185
2017-05-23,5808.729372415892
2017-05-24,5823.8094140227
2017-05-25,5839.040848121767
2017-05-26,5854.424140666408
2017-05-27,5869.959758123903
2017-05-28,5885.648167475905
2017-05-30,5901.489836217937
2017-05-31,5917.485232359759
2017-06-01,5933.634824425222
2017-06-02,5949.939081452274
2017-06-03,5966.398472992947
2017-06-04,5983.013469113506
2017-06-05,5999.784540394168
2017-06-06,6016.712157929382
2017-06-07,6033.796793327656
2017-06-08,6051.0389187116125
2017-06-09,6068.439006718094
2017-06-11,6085.997530497796
2017-06-12,6103.714963715753
2017-06-13,6121.591780551105
2017-06-14,6139.62845569702
2017-06-15,6157.825464360783
2017-06-16,6176.183282263821
2017-06-17,6194.702385641725
2017-06-18,6213.383251244079
2017-06-19,6232.226356334635
2017-06-20,6251.232178691316
2017-06-21,6270.401196606057
2017-06-22,6289.733888884952
2017-06-23,6309.230734848323
2017-06-24,6328.892214330357
2017-06-25,6348.718807679619
2017-06-26,6368.710995758527
2017-06-27,6388.869259943855
2017-06-28,6409.194082126269
2017-06-29,6429.685944710745
2017-06-30,6450.345330616241
2017-07-01,6471.172723275868
2017-07-02,6492.168606636929
2017-07-03,6513.333465160624
2017-07-04,6534.667783822533
2017-07-05,6556.172048112152
2017-07-06,6577.846744033206
2017-07-07,6599.692358103399
2017-07-08,6621.709377354735
2017-07-09,6643.898289333149
2017-07-10,6666.259582098821
2017-07-11,6688.793744225928
2017-07-12,6711.50126480289
2017-07-13,6734.382633432182
2017-07-14,6757.438340230277
2017-07-15,6780.668875828018
2017-07-16,6804.074731370089
2017-07-17,6827.656398515468
2017-07-18,6851.414369437141
2017-07-19,6875.3491368222785
2017-07-20,6899.4611938720955
2017-07-21,6923.751034302048
2017-07-22,6948.219152341579
2017-07-23,6972.866042734207
2017-07-24,6997.692200737751
2017-07-25,7022.698122123933
2017-07-26,7047.884303178733
2017-07-27,7073.251240702171
2017-07-28,7098.799432008484
2017-07-29,7124.529374925794
2017-07-30,7150.44156779661
2017-07-31,7176.536509477395
