Date,Revenue_Predicted_Poly
2017-01-01,27.926264483454325
2017-01-03,27.864775810266824
2017-01-06,27.802048140392387
2017-01-08,27.73806979009485
2017-01-10,27.672829028367637
2017-01-12,27.606314076934005
2017-01-23,27.53851311024639
2017-01-30,27.46941425548747
2017-02-03,27.39900559256919
2017-02-20,27.327275154133385
2017-02-21,27.254210925551277
2017-03-04,27.17980084492398
2017-03-05,27.10403280308222
2017-03-08,27.026894643586264
2017-03-10,26.94837416272624
2017-03-22,26.868459109521687
2017-03-28,26.787137185722006
2017-04-05,26.704396045806078
2017-04-15,26.620223296982626
2017-04-17,26.534606499189874
2017-04-18,26.44753316509576
2017-04-21,26.35899076009795
2017-04-23,26.26896670232361
2017-04-25,26.177448362629793
2017-04-27,26.084423064602994
2017-05-01,25.989878084559432
2017-05-02,25.89380065154494
2017-05-06,25.79617794733512
2017-05-17,25.696997106435195
2017-05-19,25.596245216079993
2017-05-20,25.493909316234006
2017-05-24,25.38997639959151
2017-05-27,25.284433411576106
2017-05-28,25.177267250341462
2017-06-01,25.068464766770507
2017-06-02,24.95801276447641
2017-06-03,24.845897999801274
2017-06-11,24.73210718181731
2017-06-12,24.6166269723264
2017-06-18,24.49944398585959
2017-06-23,24.380544789678492
2017-07-02,24.259915903773365
2017-07-07,24.13754380086493
2017-07-11,24.013414906403007
2017-07-24,23.88751559856747
2017-07-25,23.759832208267667
2017-07-30,23.63035101914239
