Date,Revenue_Predicted_Poly
2017-01-01,33.39192697704675
2017-01-02,33.274838865805634
2017-01-04,33.158363166247796
2017-01-05,33.04250311643824
2017-01-06,32.92726195809624
2017-01-07,32.81264293659598
2017-01-08,32.6986493009658
2017-01-09,32.5852843038889
2017-01-10,32.47255120170297
2017-01-13,32.36045325440023
2017-01-14,32.248993725627486
2017-01-18,32.138175882685914
2017-01-19,32.02800299653151
2017-01-20,31.91847834177483
2017-01-23,31.80960519668065
2017-01-24,31.701386843168677
2017-01-26,31.593826566813078
2017-01-27,31.48692765684237
2017-01-30,31.38069340613984
2017-02-02,31.27512711124342
2017-02-03,31.170232072345215
2017-02-04,31.066011593292274
2017-02-06,30.962468981586056
2017-02-07,30.859607548382485
2017-02-08,30.757430608492342
2017-02-09,30.655941480380392
2017-02-11,30.555143486166713
2017-02-13,30.45503995162528
2017-02-15,30.35563420618496
2017-02-16,30.256929582929132
2017-02-17,30.158929418595733
2017-02-18,30.061637053577357
2017-02-19,29.965055831920637
2017-02-20,29.869189101327322
2017-02-21,29.774040213153853
2017-02-23,29.679612522410594
2017-02-24,29.58590938776294
2017-02-27,29.492934171530635
2017-03-02,29.400690239688032
2017-03-03,29.309180961864172
2017-03-04,29.21840971134236
2017-03-09,29.128379865060822
2017-03-10,29.039094803611988
2017-03-13,28.950557911243152
2017-03-14,28.862772575855814
2017-03-15,28.77574218900645
2017-03-16,28.6894701459058
2017-03-17,28.60395984541924
2017-03-19,28.51921469006666
2017-03-20,28.43523808602268
2017-03-27,28.3520334431162
2017-03-29,28.269604174830903
2017-03-30,28.187953698304852
2017-03-31,28.107085434331026
2017-04-02,28.027002807356382
2017-04-03,27.947709245483026
2017-04-04,27.86920818046704
2017-04-05,27.791503047719544
2017-04-07,27.714597286306088
2017-04-08,27.638494338946686
2017-04-09,27.56319765201596
2017-04-10,27.48871067554299
2017-04-11,27.415036863211583
2017-04-15,27.342179672360032
2017-04-17,27.270142563981295
2017-04-19,27.19892900272248
2017-04-21,27.12854245688581
2017-04-22,27.058986398427606
2017-04-24,26.990264302959105
2017-04-25,26.92237964974575
2017-04-27,26.855335921707848
2017-04-28,26.789136605420225
2017-04-30,26.723785191111944
2017-05-01,26.659285172667097
2017-05-02,26.595640047623903
2017-05-05,26.532853317175494
2017-05-06,26.470928486169242
2017-05-11,26.409869063107323
2017-05-12,26.34967856014626
2017-05-16,26.290360493097438
2017-05-17,26.231918381426254
2017-05-19,26.17435574825359
2017-05-22,26.11767612035382
2017-05-23,26.061883028156416
2017-05-24,26.006980005745703
2017-05-26,25.952970590859792
2017-05-27,25.899858324891994
2017-05-29,25.847646752889972
2017-05-30,25.796339423555906
2017-05-31,25.745939889246387
2017-06-02,25.69645170597309
2017-06-03,25.647878433401473
2017-06-04,25.60022363485237
2017-06-09,25.55349087730039
2017-06-11,25.507683731375295
2017-06-13,25.462805771361104
2017-06-14,25.418860575196618
2017-06-15,25.3758517244749
2017-06-16,25.3337828044439
2017-06-19,25.29265740400575
2017-06-23,25.252479115717392
2017-06-25,25.213251535790334
2017-06-26,25.174978264090498
2017-06-28,25.137662904138494
2017-06-30,25.101309063109397
2017-07-02,25.065920351832915
2017-07-03,25.031500384793162
2017-07-09,24.99805278012917
2017-07-10,24.965581159633984
2017-07-13,24.934089148755845
2017-07-15,24.90358037659672
2017-07-17,24.874058475914012
2017-07-18,24.845527083119293
2017-07-19,24.817989838278436
2017-07-20,24.791450385112284
2017-07-21,24.76591237099592
2017-07-22,24.74137944695957
2017-07-25,24.71785526768707
2017-07-26,24.695343491517463
2017-07-31,24.673847780444305
