Date,Revenue_Predicted_Poly
2017-01-01,1878.0252425293302
2017-01-02,1880.3209341578804
2017-01-03,1882.6626232744657
2017-01-04,1885.050486211956
2017-01-05,1887.4846995315538
2017-01-06,1889.9654400227255
2017-01-07,1892.4928847032752
2017-01-08,1895.0672108192502
2017-01-09,1897.6885958449848
2017-01-10,1900.3572174831852
2017-01-11,1903.0732536647338
2017-01-12,1905.8368825488951
2017-01-13,1908.6482825231951
2017-01-14,1911.5076322034374
2017-01-15,1914.4151104337443
2017-01-16,1917.370896286514
2017-01-17,1920.3751690624122
2017-01-18,1923.4281082904708
2017-01-19,1926.5298937279213
2017-01-20,1929.680705360368
2017-01-21,1932.8807234016385
2017-01-22,1936.130128293904
2017-01-23,1939.4291007076035
2017-01-24,1942.7778215414792
2017-01-25,1946.1764719225512
2017-01-26,1949.625233206115
2017-01-27,1953.1242869758362
2017-01-28,1956.6738150435913
2017-01-29,1960.273999449546
2017-01-30,1963.9250224622456
2017-01-31,1967.6270665784086
2017-02-01,1971.380314523146
2017-02-02,1975.1849492498077
2017-02-03,1979.0411539400338
2017-02-04,1982.949112003801
2017-02-05,1986.9090070793072
2017-02-06,1990.921023033131
2017-02-07,1994.9853439600665
2017-02-08,1999.102154183216
2017-02-09,2003.2716382540048
2017-02-10,2007.493980952123
2017-02-11,2011.769367285562
2017-02-12,2016.0979824905999
2017-02-13,2020.4800120318023
2017-02-14,2024.9156416020505
2017-02-15,2029.4050571224907
2017-02-16,2033.9484447425693
2017-02-17,2038.5459908400371
2017-02-18,2043.1978820209206
2017-02-19,2047.9043051195367
2017-02-20,2052.6654471985066
2017-02-21,2057.481495548758
2017-02-22,2062.352637689458
2017-02-23,2067.2790613681063
2017-02-24,2072.2609545604946
2017-02-25,2077.2985054707106
2017-02-26,2082.3919025310915
2017-02-27,2087.54133440232
2017-02-28,2092.746989973335
2017-03-01,2098.0090583613874
2017-03-02,2103.327728912017
2017-03-03,2108.703191199028
2017-03-04,2114.135635024548
2017-03-05,2119.6252504189897
2017-03-06,2125.1722276410565
2017-03-07,2130.776757177762
2017-03-08,2136.4390297443488
2017-03-09,2142.159236284432
2017-03-10,2147.937567969856
2017-03-11,2153.7742162008044
2017-03-12,2159.669372605722
2017-03-13,2165.62322904134
2017-03-14,2171.635977592702
2017-03-15,2177.70781057316
2017-03-16,2183.838920524322
2017-03-17,2190.029500216069
2017-03-18,2196.2797426466504
2017-03-19,2202.589841042535
2017-03-20,2208.959988858531
2017-03-21,2215.3903797777157
2017-03-22,2221.881207711436
2017-03-23,2228.4326667993655
2017-03-24,2235.0449514094817
2017-03-25,2241.7182561380087
2017-03-26,2248.4527758095064
2017-03-27,2255.248705476796
2017-03-28,2262.1062404209933
2017-03-29,2269.0255761515164
2017-03-30,2276.0069084060706
2017-03-31,2283.050433150681
2017-04-01,2290.156346579599
2017-04-02,2297.3248451154313
2017-04-03,2304.556125409046
2017-04-04,2311.850384339602
2017-04-05,2319.207819014583
2017-04-06,2326.628626769708
2017-04-07,2334.113005169036
2017-04-08,2341.661152004891
2017-04-09,2349.2732652979057
2017-04-10,2356.949543297017
2017-04-11,2364.690184479394
2017-04-12,2372.495387550548
2017-04-13,2380.365351444296
2017-04-14,2388.3002753227147
2017-04-15,2396.300358576158
2017-04-16,2404.3658008233197
2017-04-17,2412.4968019111493
2017-04-18,2420.6935619149017
2017-04-19,2428.956281138133
2017-04-20,2437.2851601126513
2017-04-21,2445.6803995986174
2017-04-22,2454.142200584417
2017-04-23,2462.6707642868005
2017-04-24,2471.26629215075
2017-04-25,2479.928985849545
2017-04-26,2488.6590472847993
2017-04-27,2497.4566785863726
2017-04-28,2506.322082112454
2017-04-29,2515.255460449498
2017-04-30,2524.2570164122662
2017-05-01,2533.3269530437947
2017-05-02,2542.46547361542
2017-05-03,2551.672781626794
2017-05-04,2560.94908080582
2017-05-05,2570.294575108702
2017-05-06,2579.7094687199797
2017-05-07,2589.193966052413
2017-05-08,2598.748271747122
2017-05-09,2608.3725906734808
2017-05-10,2618.0671279291555
2017-05-11,2627.8320888401095
2017-05-12,2637.66767896061
2017-05-13,2647.57410407321
2017-05-14,2657.551570188729
2017-05-15,2667.6002835463187
2017-05-16,2677.7204506133985
2017-05-17,2687.912278085678
2017-05-18,2698.1759728871857
2017-05-19,2708.511742170198
2017-05-20,2718.9197933153227
2017-05-21,2729.400333931442
2017-05-22,2739.9535718557217
2017-05-23,2750.5797151536462
2017-05-24,2761.2789721189547
2017-05-25,2772.05155127372
2017-05-26,2782.8976613682607
2017-05-27,2793.8175113812413
2017-05-28,2804.8113105195807
2017-05-29,2815.8792682184776
