Date,Revenue_Predicted_Poly
2017-01-01,50.408226771920795
2017-01-02,50.18772586937109
2017-01-03,49.967206590864464
2017-01-04,49.74667053162685
2017-01-05,49.526119289078025
2017-01-07,49.30555446283256
2017-01-08,49.08497765469886
2017-01-09,48.86439046867949
2017-01-10,48.643794510971304
2017-01-11,48.42319138996547
2017-01-12,48.20258271624735
2017-01-13,47.98197010259656
2017-01-14,47.761355163986735
2017-01-16,47.54073951758576
2017-01-17,47.320124782755784
2017-01-18,47.09951258105315
2017-01-19,46.878904536228504
2017-01-20,46.658302274226656
2017-01-21,46.43770742318662
2017-01-22,46.217121613441265
2017-01-23,45.99654647751839
2017-01-25,45.775983650139466
2017-01-26,45.55543476822021
2017-01-27,45.3349014708709
2017-01-28,45.114385399395616
2017-01-29,44.893888197292796
2017-01-31,44.673411510255164
2017-02-01,44.45295698616957
2017-02-02,44.23252627511715
2017-02-03,44.01212102937308
2017-02-04,43.791742903407
2017-02-05,43.5713935538825
2017-02-06,43.3510746396575
2017-02-07,43.13078782178428
2017-02-08,42.91053476350902
2017-02-09,42.69031713027249
2017-02-10,42.47013658970923
2017-02-11,42.24999481164804
2017-02-12,42.029893468112505
2017-02-13,41.80983423331986
2017-02-15,41.58981878368161
2017-02-17,41.36984879780357
2017-02-19,41.14992595648596
2017-02-20,40.9300519427228
2017-02-21,40.710228441702554
2017-02-22,40.49045714080796
2017-02-23,40.270739729615684
2017-02-24,40.05107789989705
2017-02-25,39.831473345616985
2017-02-26,39.611927762935466
2017-02-27,39.39244285020578
2017-03-01,39.17302030797583
2017-03-02,38.953661838987955
2017-03-03,38.7343691481783
2017-03-04,38.51514394267747
2017-03-05,38.29598793181026
2017-03-06,38.07690282709552
2017-03-07,37.85789034224638
2017-03-09,37.638952193170155
2017-03-11,37.42009009796868
2017-03-12,37.2013057769376
2017-03-15,36.98260095256694
2017-03-16,36.76397734954077
2017-03-17,36.545436694737646
2017-03-18,36.32698071723013
2017-03-19,36.108611148285036
2017-03-20,35.8903297213634
2017-03-21,35.67213817212075
2017-03-23,35.454038238406156
2017-03-24,35.23603166026345
2017-03-25,35.01812017993052
2017-03-26,34.80030554183952
2017-03-27,34.58258949261659
2017-03-28,34.36497378108248
2017-03-29,34.147460158251704
2017-03-30,33.930050377333146
2017-03-31,33.712746193730084
2017-04-01,33.495549365040006
2017-04-02,33.27846165105416
2017-04-03,33.06148481375857
2017-04-04,32.84462061733291
2017-04-05,32.62787082815163
2017-04-08,32.41123721478294
2017-04-09,32.19472154798967
2017-04-10,31.97832560072851
2017-04-12,31.762051148150363
2017-04-14,31.545899967600803
2017-04-15,31.329873838618823
2017-04-16,31.113974542938422
2017-04-18,30.898203864487357
2017-04-19,30.682563589387655
2017-04-20,30.46705550595567
2017-04-21,30.251681404701912
2017-04-22,30.03644307833099
2017-04-23,29.821342321741724
2017-04-24,29.606380932027434
2017-04-25,29.39156070847531
2017-04-26,29.176883452567097
2017-04-27,28.962350967978352
2017-04-28,28.74796506057902
2017-04-29,28.533727538433254
2017-04-30,28.319640211799538
2017-05-01,28.105704893130564
2017-05-02,27.891923397072787
2017-05-03,27.678297540467668
2017-05-04,27.464829142349856
2017-05-05,27.251520023949297
2017-05-06,27.038372008689294
2017-05-07,26.82538692218776
2017-05-08,26.612566592256826
2017-05-10,26.399912848902886
2017-05-11,26.187427524325926
2017-05-12,25.97511245292111
2017-05-14,25.76296947127713
2017-05-15,25.551000418177182
2017-05-16,25.33920713459844
2017-05-17,25.127591463712577
2017-05-18,24.916155250885197
2017-05-19,24.704900343676172
2017-05-20,24.4938285918397
2017-05-21,24.28294184732431
2017-05-23,24.07224196427245
2017-05-24,23.861730799020734
2017-05-25,23.65141021010055
2017-05-26,23.44128205823671
2017-05-27,23.23134820634874
2017-05-28,23.021610519550165
2017-05-30,22.812070865148996
2017-06-01,22.60273111264712
2017-06-02,22.39359313374115
2017-06-03,22.18465880232094
2017-06-04,21.975929994471358
2017-06-05,21.767408588471483
2017-06-06,21.55909646479421
2017-06-07,21.350995506106926
2017-06-08,21.143107597271182
2017-06-09,20.935434625342452
2017-06-10,20.727978479570766
2017-06-11,20.520741051400364
2017-06-12,20.31372423446942
2017-06-13,20.106929924610597
2017-06-14,19.90036001985061
2017-06-15,19.694016420410435
2017-06-16,19.48790102870521
2017-06-18,19.282015749344225
2017-06-19,19.07636248913127
2017-06-21,18.870943157064175
2017-06-22,18.6657596643347
2017-06-23,18.460813924329386
2017-06-24,18.256107852628304
2017-06-25,18.051643367006363
2017-06-26,17.847422387432346
2017-06-27,17.6434468360693
2017-06-28,17.439718637274495
2017-06-29,17.23623971759946
2017-06-30,17.03301200578977
2017-07-01,16.830037432785332
2017-07-02,16.627317931720484
2017-07-03,16.424855437923156
2017-07-04,16.222651888916346
2017-07-05,16.02070922441635
2017-07-06,15.81902938633425
2017-07-07,15.617614318775225
2017-07-09,15.416465968038892
2017-07-10,15.215586282618403
2017-07-11,15.014977213201803
2017-07-13,14.814640712671121
2017-07-14,14.614578736102317
2017-07-15,14.414793240765846
2017-07-17,14.215286186126605
2017-07-18,14.016059533843134
2017-07-19,13.817115247768584
2017-07-20,13.618455293950376
2017-07-21,13.42008164062969
2017-07-22,13.221996258242143
2017-07-24,13.024201119417967
2017-07-25,12.826698198980978
2017-07-26,12.629489473949604
2017-07-28,12.432576923536317
2017-07-29,12.235962529147798
2017-07-30,12.039648274385002
2017-07-31,11.843636145042979
