Day,Date,Rides,Poly_Average
1,2013-01-01,1697,809.5357246799239
2,2013-01-02,411,810.3292207923821
3,2013-01-03,360,811.120791654322
4,2013-01-04,591,811.9104355584811
5,2013-01-05,1070,812.6981508035033
6,2013-01-06,771,813.4839356939378
7,2013-01-07,393,814.2677885402403
8,2013-01-08,305,815.0497076587718
9,2013-01-09,351,815.8296913717993
10,2013-01-10,436,816.607738007496
11,2013-01-11,740,817.3838458999405
12,2013-01-12,1317,818.1580133891176
13,2013-01-13,1048,818.9302388209177
14,2013-01-14,407,819.7005205471371
15,2013-01-15,366,820.4688569254782
16,2013-01-16,409,821.2352463195489
17,2013-01-17,479,821.9996870988634
18,2013-01-18,848,822.7621776388414
19,2013-01-19,1439,823.5227163208083
20,2013-01-20,1247,824.2813015319957
21,2013-01-21,533,825.0379316655415
22,2013-01-22,395,825.7926051204881
23,2013-01-23,416,826.5453203017854
24,2013-01-24,494,827.2960756202878
25,2013-01-25,802,828.0448694927561
26,2013-01-26,1511,828.7917003418573
27,2013-01-27,1312,829.5365665961638
28,2013-01-28,509,830.2794666901539
29,2013-01-29,363,831.0203990642119
30,2013-01-30,440,831.7593621646276
31,2013-01-31,541,832.4963544435976
32,2013-02-01,877,833.2313743592232
33,2013-02-02,1429,833.9644203755122
34,2013-02-03,1208,834.6954909623781
35,2013-02-04,536,835.4245845956405
36,2013-02-05,426,836.1516997570243
37,2013-02-06,446,836.8768349341608
38,2013-02-07,551,837.5999886205869
39,2013-02-08,903,838.3211593157455
40,2013-02-09,1532,839.0403455249854
41,2013-02-10,1205,839.7575457595607
42,2013-02-11,500,840.4727585366322
43,2013-02-12,429,841.1859823792659
44,2013-02-13,419,841.897215816434
45,2013-02-14,603,842.6064573830147
46,2013-02-15,975,843.3137056197913
47,2013-02-16,1717,844.0189590734541
48,2013-02-17,1327,844.7222162965982
49,2013-02-18,581,845.4234758477251
50,2013-02-19,479,846.1227362912421
51,2013-02-20,495,846.8199961974624
52,2013-02-21,671,847.5152541426048
53,2013-02-22,1012,848.2085087087942
54,2013-02-23,1673,848.8997584840614
55,2013-02-24,1311,849.5890020623426
56,2013-02-25,555,850.2762380434806
57,2013-02-26,457,850.9614650332236
58,2013-02-27,483,851.6446816432256
59,2013-02-28,607,852.3258864910465
60,2013-03-01,1010,853.0050782001524
61,2013-03-02,1887,853.6822553999148
62,2013-03-03,1414,854.3574167256113
63,2013-03-04,615,855.0305608184253
64,2013-03-05,424,855.7016863254462
65,2013-03-06,551,856.3707918996688
66,2013-03-07,598,857.0378761999943
67,2013-03-08,1025,857.7029378912298
68,2013-03-09,1883,858.3659756440875
69,2013-03-10,1390,859.0269881351865
70,2013-03-11,634,859.6859740470506
71,2013-03-12,481,860.3429320681105
72,2013-03-13,544,860.9978608927023
73,2013-03-14,656,861.6507592210678
74,2013-03-15,1081,862.301625759355
75,2013-03-17,1605,862.9504592196176
76,2013-03-18,574,863.5972583198152
77,2013-03-19,504,864.2420217838132
78,2013-03-20,537,864.8847483413828
79,2013-03-21,655,865.5254367282012
80,2013-03-22,1066,866.1640856858513
81,2013-03-23,1620,866.8006939618222
82,2013-03-24,1223,867.4352603095083
83,2013-03-25,458,868.0677834882105
84,2013-03-26,461,868.6982622631349
85,2013-03-27,499,869.326695405394
86,2013-03-28,656,869.953081692006
87,2013-03-29,1061,870.5774199058947
88,2013-03-30,1424,871.1997088358901
89,2013-03-31,902,871.8199472767278
90,2013-04-01,460,872.4381340290497
91,2013-04-02,466,873.0542678994027
92,2013-04-03,477,873.6683477002407
93,2013-04-04,556,874.2803722499223
94,2013-04-05,1043,874.8903403727129
95,2013-04-06,1758,875.4982508987832
96,2013-04-07,1360,876.10410266421
97,2013-04-08,563,876.7078945109758
98,2013-04-09,440,877.309625286969
99,2013-04-10,472,877.9092938459839
100,2013-04-11,600,878.506899047721
101,2013-04-12,1095,879.102439757786
102,2013-04-13,1833,879.6959148476908
103,2013-04-14,1384,880.2873231948531
104,2013-04-15,546,880.8766636825965
105,2013-04-16,421,881.4639352001507
106,2013-04-17,611,882.0491366426506
107,2013-04-18,643,882.6322669111378
108,2013-04-19,1055,883.2133249125588
109,2013-04-20,1869,883.7923095597671
110,2013-04-21,1443,884.3692197715211
111,2013-04-22,456,884.9440544724853
112,2013-04-23,472,885.5168125932303
113,2013-04-24,510,886.0874930702323
114,2013-04-25,634,886.6560948458737
115,2013-04-26,1025,887.2226168684423
116,2013-04-27,1695,887.787058092132
117,2013-04-28,1306,888.3494174770428
118,2013-04-29,549,888.9096939891799
119,2013-04-30,475,889.4678866004552
120,2013-05-01,507,890.0239942886858
121,2013-05-02,693,890.5780160375948
122,2013-05-03,1032,891.1299508368113
123,2013-05-04,1697,891.6797976818702
124,2013-05-05,1338,892.2275555742124
125,2013-05-06,515,892.7732235211843
126,2013-05-07,479,893.3168005360384
127,2013-05-08,559,893.858285637933
128,2013-05-09,640,894.3976778519325
129,2013-05-10,959,894.9349762090067
130,2013-05-11,1604,895.4701797460316
131,2013-05-12,1048,896.0032875057889
132,2013-05-13,481,896.5342985369664
133,2013-05-14,452,897.0632118941573
134,2013-05-15,540,897.590026637861
135,2013-05-16,639,898.114741834483
136,2013-05-17,1092,898.637356556334
137,2013-05-18,1742,899.157869881631
138,2013-05-19,1426,899.6762808944968
139,2013-05-20,560,900.1925886849599
140,2013-05-21,493,900.706792348955
141,2013-05-22,565,901.2188909883223
142,2013-05-23,711,901.728883710808
143,2013-05-24,975,902.2367696300641
144,2013-05-25,1428,902.7425478656487
145,2013-05-26,1402,903.2462175430254
146,2013-05-27,811,903.7477777935638
147,2013-05-28,510,904.2472277545396
148,2013-05-29,534,904.7445665691339
149,2013-05-30,568,905.239793386434
150,2013-05-31,1094,905.732907361433
151,2013-06-01,1720,906.22390765503
152,2013-06-02,1300,906.7127934340293
153,2013-06-03,526,907.1995638711419
154,2013-06-04,485,907.6842181449842
155,2013-06-05,534,908.1667554400785
156,2013-06-06,667,908.647174946853
157,2013-06-07,1042,909.1254758616419
158,2013-06-08,1723,909.601657386685
159,2013-06-09,1321,910.0757187301283
160,2013-06-10,510,910.5476591060232
161,2013-06-11,527,911.0174777343271
162,2013-06-12,588,911.4851738409036
163,2013-06-13,641,911.9507466575219
164,2013-06-14,1060,912.4141954218569
165,2013-06-15,1601,912.8755193774898
166,2013-06-16,1118,913.3347177739072
167,2013-06-17,569,913.7917898665017
168,2013-06-18,535,914.2467349165719
169,2013-06-19,559,914.6995521913221
170,2013-06-20,684,915.1502409638626
171,2013-06-21,1057,915.5988005132095
172,2013-06-22,1722,916.0452301242847
173,2013-06-23,1354,916.4895290879159
174,2013-06-24,708,916.9316967008368
175,2013-06-25,585,917.371732265687
176,2013-06-26,530,917.809635091012
177,2013-06-27,691,918.2454044912625
178,2013-06-28,1146,918.679039786796
179,2013-06-29,1784,919.1105403038755
180,2013-06-30,1393,919.5399053746696
181,2013-07-01,517,919.9671343372531
182,2013-07-02,537,920.3922265356064
183,2013-07-03,827,920.8151813196158
184,2013-07-04,1251,921.2359980450738
185,2013-07-05,1027,921.6546760736784
186,2013-07-06,1287,922.0712147730333
187,2013-07-07,1057,922.4856135166486
188,2013-07-08,521,922.8978716839399
189,2013-07-09,506,923.3079886602286
190,2013-07-10,514,923.7159638367423
191,2013-07-11,647,924.1217966106141
192,2013-07-12,1109,924.525486384883
193,2013-07-13,1844,924.9270325684942
194,2013-07-14,1351,925.3264345762982
195,2013-07-15,538,925.7236918290521
196,2013-07-16,517,926.118803753418
197,2013-07-17,537,926.5117697819645
198,2013-07-18,709,926.9025893531657
199,2013-07-19,1245,927.2912619114022
200,2013-07-20,1847,927.6777869069592
201,2013-07-21,1495,928.0621637960292
