Day,Date,Rides,Poly_Average
1,2013-01-01,5,4.981067194829468
2,2013-01-02,3,4.997057877898005
3,2013-01-03,6,5.013010807907911
4,2013-01-04,4,5.028926037177836
5,2013-01-05,3,5.044803617963213
6,2013-01-06,3,5.060643602456253
7,2013-01-07,6,5.076446042785943
8,2013-01-08,6,5.092210991018054
9,2013-01-09,7,5.107938499155134
10,2013-01-10,2,5.123628619136515
11,2013-01-11,6,5.1392814028383
12,2013-01-12,1,5.154896902073379
13,2013-01-13,7,5.170475168591418
14,2013-01-14,3,5.186016254078863
15,2013-01-15,2,5.2015202101589395
16,2013-01-16,3,5.216987088391652
17,2013-01-17,6,5.232416940273785
18,2013-01-18,7,5.247809817238904
19,2013-01-19,4,5.26316577065735
20,2013-01-20,3,5.278484851836247
21,2013-01-21,3,5.293767112019497
22,2013-01-22,4,5.309012602387783
23,2013-01-23,4,5.324221374058563
24,2013-01-24,7,5.33939347808608
25,2013-01-25,4,5.354528965461352
26,2013-01-26,4,5.3696278871121805
27,2013-01-28,4,5.384690293903144
28,2013-01-29,9,5.3997162366356
29,2013-01-30,6,5.414705766047685
30,2013-01-31,2,5.429658932814319
31,2013-02-01,7,5.444575787547198
32,2013-02-02,9,5.459456380794795
33,2013-02-03,7,5.474300763042369
34,2013-02-04,2,5.4891089847119545
35,2013-02-05,4,5.503881096162363
36,2013-02-06,4,5.518617147689192
37,2013-02-07,10,5.533317189524814
38,2013-02-08,6,5.547981271838379
39,2013-02-09,9,5.562609444735823
40,2013-02-10,2,5.5772017582598545
41,2013-02-11,8,5.591758262389966
42,2013-02-12,4,5.606279007042428
43,2013-02-13,7,5.620764042070292
44,2013-02-14,6,5.635213417263382
45,2013-02-15,6,5.649627182348312
46,2013-02-16,7,5.664005386988468
47,2013-02-17,5,5.67834808078402
48,2013-02-18,7,5.692655313271913
49,2013-02-19,11,5.706927133925873
50,2013-02-20,8,5.721163592156408
51,2013-02-21,4,5.735364737310802
52,2013-02-22,3,5.749530618673122
53,2013-02-23,2,5.7636612854642095
54,2013-02-24,5,5.777756786841691
55,2013-02-25,3,5.791817171899966
56,2013-02-26,10,5.805842489670221
57,2013-02-27,7,5.819832789120418
58,2013-02-28,13,5.833788119155296
59,2013-03-01,5,5.847708528616377
60,2013-03-02,7,5.861594066281963
61,2013-03-03,7,5.875444780867132
62,2013-03-04,8,5.889260721023745
63,2013-03-05,4,5.903041935340438
64,2013-03-06,10,5.916788472342633
65,2013-03-07,8,5.930500380492525
66,2013-03-08,6,5.944177708189093
67,2013-03-09,3,5.957820503768092
68,2013-03-10,3,5.971428815502057
69,2013-03-11,12,5.9850026916003065
70,2013-03-12,11,5.9985421802089345
71,2013-03-13,4,6.012047329410812
72,2013-03-14,12,6.0255181872255985
73,2013-03-15,8,6.038954801609723
74,2013-03-16,8,6.052357220456399
75,2013-03-17,8,6.065725491595618
76,2013-03-18,5,6.079059662794155
77,2013-03-19,10,6.092359781755556
78,2013-03-20,1,6.105625896120156
79,2013-03-21,6,6.118858053465061
80,2013-03-22,4,6.1320563013041625
81,2013-03-23,11,6.14522068708813
82,2013-03-24,8,6.15835125820441
83,2013-03-25,10,6.171448061977231
84,2013-03-26,7,6.184511145667599
85,2013-03-27,4,6.197540556473303
86,2013-03-28,8,6.210536341528906
87,2013-03-29,11,6.223498547905756
88,2013-03-30,5,6.236427222611975
89,2013-03-31,9,6.249322412592471
90,2013-04-01,9,6.262184164728924
91,2013-04-02,4,6.2750125258398
92,2013-04-04,7,6.287807542680341
93,2013-04-05,11,6.300569261942568
94,2013-04-06,8,6.313297730255282
95,2013-04-07,4,6.325992994184067
96,2013-04-08,11,6.33865510023128
97,2013-04-09,5,6.351284094836064
98,2013-04-10,6,6.363880024374335
99,2013-04-11,5,6.376442935158796
100,2013-04-12,8,6.38897287343892
101,2013-04-13,5,6.401469885400969
102,2013-04-14,4,6.413934017167978
103,2013-04-15,7,6.426365314799764
104,2013-04-16,2,6.438763824292922
105,2013-04-17,6,6.451129591580829
106,2013-04-18,5,6.463462662533638
107,2013-04-19,7,6.475763082958286
108,2013-04-20,9,6.488030898598484
109,2013-04-21,7,6.500266155134726
110,2013-04-22,6,6.512468898184284
111,2013-04-23,3,6.524639173301213
112,2013-04-24,5,6.536777025976342
113,2013-04-25,9,6.548882501637281
114,2013-04-26,7,6.560955645648423
115,2013-04-27,4,6.572996503310935
116,2013-04-28,7,6.585005119862769
117,2013-04-29,5,6.596981540478653
118,2013-04-30,9,6.608925810270094
119,2013-05-01,4,6.62083797428538
120,2013-05-02,8,6.63271807750958
121,2013-05-03,8,6.644566164864537
122,2013-05-04,16,6.656382281208879
123,2013-05-05,4,6.6681664713380115
124,2013-05-06,12,6.679918779984119
125,2013-05-07,4,6.691639251816165
126,2013-05-08,5,6.703327931439894
127,2013-05-09,9,6.71498486339783
128,2013-05-10,11,6.726610092169274
129,2013-05-11,8,6.738203662170308
130,2013-05-12,4,6.749765617753795
131,2013-05-13,9,6.761296003209376
132,2013-05-14,5,6.772794862763469
133,2013-05-15,11,6.784262240579276
134,2013-05-16,7,6.795698180756773
135,2013-05-17,15,6.807102727332724
136,2013-05-18,4,6.818475924280664
137,2013-05-19,4,6.82981781551091
138,2013-05-20,8,6.841128444870559
139,2013-05-21,5,6.85240785614349
140,2013-05-22,9,6.863656093050356
141,2013-05-23,5,6.874873199248594
142,2013-05-24,11,6.886059218332418
143,2013-05-25,11,6.8972141938328235
144,2013-05-26,5,6.908338169217583
145,2013-05-27,3,6.919431187891249
146,2013-05-28,5,6.9304932931951555
147,2013-05-29,8,6.941524528407413
148,2013-05-30,6,6.952524936742915
149,2013-05-31,7,6.963494561353331
150,2013-06-01,5,6.9744334453271115
151,2013-06-02,7,6.9853416316894865
152,2013-06-03,8,6.996219163402465
153,2013-06-04,7,7.007066083364837
154,2013-06-05,2,7.017882434412167
155,2013-06-06,9,7.028668259316806
156,2013-06-07,4,7.039423600787881
157,2013-06-08,7,7.050148501471297
158,2013-06-09,3,7.0608430039497385
159,2013-06-10,3,7.071507150742672
160,2013-06-11,11,7.082140984306346
161,2013-06-12,4,7.092744547033778
162,2013-06-13,6,7.103317881254778
163,2013-06-14,3,7.113861029235925
164,2013-06-15,9,7.124374033180583
165,2013-06-16,3,7.134856935228893
166,2013-06-17,5,7.145309777457777
167,2013-06-18,4,7.155732601880937
168,2013-06-19,6,7.166125450448852
169,2013-06-20,5,7.176488365048782
170,2013-06-21,6,7.186821387504767
171,2013-06-22,7,7.197124559577624
172,2013-06-23,7,7.207397922964953
173,2013-06-24,6,7.217641519301129
174,2013-06-25,11,7.227855390157311
175,2013-06-26,11,7.238039577041435
176,2013-06-27,14,7.248194121398216
177,2013-06-28,5,7.258319064609151
178,2013-06-29,5,7.268414447992514
179,2013-06-30,4,7.278480312803358
180,2013-07-01,8,7.288516700233517
181,2013-07-02,3,7.298523651411605
182,2013-07-03,4,7.308501207403015
183,2013-07-04,10,7.318449409209918
184,2013-07-05,9,7.328368297771265
185,2013-07-06,3,7.338257913962787
186,2013-07-07,1,7.348118298596995
187,2013-07-08,15,7.357949492423177
188,2013-07-09,1,7.367751536127405
189,2013-07-10,5,7.377524470332526
190,2013-07-11,10,7.3872683355981685
191,2013-07-12,6,7.396983172420739
192,2013-07-13,10,7.406669021233425
193,2013-07-14,4,7.416325922406192
194,2013-07-15,2,7.4259539162457875
195,2013-07-16,4,7.435553042995736
196,2013-07-17,6,7.445123342836342
197,2013-07-18,4,7.45466485588469
198,2013-07-19,6,7.464177622194644
199,2013-07-20,7,7.473661681756846
200,2013-07-21,3,7.483117074498719
201,2013-07-22,6,7.492543840284465
202,2013-07-23,6,7.501942018915065
203,2013-07-24,5,7.511311650128281
204,2013-07-25,7,7.520652773598651
205,2013-07-26,5,7.529965428937496
206,2013-07-27,3,7.539249655692917
207,2013-07-28,4,7.548505493349789
208,2013-07-29,5,7.557732981329772
209,2013-07-30,8,7.566932158991303
210,2013-07-31,6,7.5761030656296
211,2013-08-01,7,7.585245740476658
212,2013-08-02,4,7.594360222701253
213,2013-08-03,8,7.6034465514089415
214,2013-08-04,10,7.612504765642057
215,2013-08-05,6,7.621534904379713
216,2013-08-06,1,7.630537006537804
217,2013-08-07,5,7.6395111109690035
218,2013-08-08,10,7.648457256462763
219,2013-08-09,10,7.657375481745316
220,2013-08-10,6,7.666265825479671
