Day,Date,Rides,Poly_Average
1,2013-01-01,10,59.98047783404985
2,2013-01-02,58,60.011676483492835
3,2013-01-03,60,60.042667746280316
4,2013-01-04,35,60.073452120394776
5,2013-01-05,5,60.10403010324484
6,2013-01-06,6,60.134402191665274
7,2013-01-07,93,60.16456888191697
8,2013-01-08,94,60.19453066968693
9,2013-01-09,116,60.22428805008829
10,2013-01-10,86,60.253841517660334
11,2013-01-11,72,60.283191566368444
12,2013-01-12,11,60.312338689604175
13,2013-01-13,7,60.34128338018515
14,2013-01-14,76,60.37002613035519
15,2013-01-15,75,60.39856743178417
16,2013-01-16,99,60.42690777556817
17,2013-01-17,72,60.455047652229325
18,2013-01-18,81,60.48298755171595
19,2013-01-19,3,60.51072796340249
20,2013-01-20,3,60.53826937608947
21,2013-01-21,7,60.56561227800359
22,2013-01-22,68,60.59275715679766
23,2013-01-23,93,60.61970449955063
24,2013-01-24,100,60.64645479276756
25,2013-01-25,86,60.673008522379654
26,2013-01-26,4,60.69936617374424
27,2013-01-27,3,60.72552823164477
28,2013-01-28,103,60.75149518029083
29,2013-01-29,88,60.777267503318136
30,2013-01-30,113,60.802845683788526
31,2013-01-31,96,60.82823020418998
32,2013-02-01,79,60.85342154643658
33,2013-02-02,8,60.878420191868564
34,2013-02-03,6,60.90322662125229
35,2013-02-04,85,60.92784131478024
36,2013-02-05,76,60.952264752071024
37,2013-02-06,69,60.976497412169394
38,2013-02-07,76,61.0005397735462
39,2013-02-08,146,61.02439231409846
40,2013-02-09,9,61.04805551114929
41,2013-02-10,7,61.07152984144796
42,2013-02-11,108,61.09481578116984
43,2013-02-12,4,61.117913805916444
44,2013-02-13,86,61.14082439071543
45,2013-02-14,100,61.16354801002055
46,2013-02-15,111,61.18608513771171
47,2013-02-16,3,61.20843624709494
48,2013-02-17,4,61.230601810902385
49,2013-02-18,5,61.25258230129233
50,2013-02-19,113,61.2743781898492
51,2013-02-20,105,61.29598994758354
52,2013-02-21,93,61.31741804493201
53,2013-02-22,107,61.338662951757414
54,2013-02-23,9,61.35972513734866
55,2013-02-24,8,61.38060507042083
56,2013-02-25,68,61.4013032191151
57,2013-02-26,99,61.42182005099878
58,2013-02-27,97,61.44215603306532
59,2013-02-28,97,61.462311631734266
60,2013-03-01,134,61.48228731285134
61,2013-03-02,13,61.50208354168837
62,2013-03-03,4,61.5217007829433
63,2013-03-04,4,61.54113950074023
64,2013-03-05,108,61.56040015862934
65,2013-03-06,95,61.579483219587004
66,2013-03-07,79,61.59838914601569
67,2013-03-08,109,61.61711839974397
68,2013-03-09,6,61.63567144202661
69,2013-03-10,3,61.654048733544435
70,2013-03-11,101,61.67225073440444
71,2013-03-12,47,61.69027790413974
72,2013-03-13,83,61.70813070170958
73,2013-03-14,94,61.72580958549932
74,2013-03-15,67,61.743315013320455
75,2013-03-16,6,61.76064744241063
76,2013-03-17,10,61.777807329433585
77,2013-03-18,78,61.7947951304792
78,2013-03-19,86,61.81161130106352
79,2013-03-20,76,61.82825629612865
80,2013-03-21,86,61.844730570042884
81,2013-03-22,99,61.8610345766006
82,2013-03-23,10,61.87716876902235
83,2013-03-24,10,61.893133599954766
84,2013-03-25,48,61.90892952147064
85,2013-03-26,92,61.92455698506889
86,2013-03-27,91,61.94001644167456
87,2013-03-28,90,61.9553083416388
88,2013-03-29,86,61.97043313473894
89,2013-03-30,4,61.985391270178376
90,2013-03-31,4,62.00018319658669
91,2013-04-01,73,62.01480936201955
92,2013-04-02,83,62.02927021395876
93,2013-04-03,98,62.04356619931228
94,2013-04-04,87,62.057697764414186
95,2013-04-05,67,62.07166535502465
96,2013-04-06,5,62.08546941633002
97,2013-04-07,5,62.09911039294275
98,2013-04-08,82,62.112588728901414
99,2013-04-09,50,62.12590486767073
100,2013-04-10,65,62.139059252141536
101,2013-04-11,92,62.1520523246308
102,2013-04-12,79,62.164884526881636
103,2013-04-13,8,62.17755630006326
104,2013-04-14,6,62.19006808477103
105,2013-04-15,63,62.202420321026416
106,2013-04-16,67,62.21461344827705
107,2013-04-17,101,62.226647905396675
108,2013-04-18,102,62.238524130685136
109,2013-04-19,97,62.250242561868454
110,2013-04-20,5,62.26180363609875
111,2013-04-21,6,62.27320778995427
112,2013-04-22,106,62.28445545943943
113,2013-04-23,66,62.2955470799847
114,2013-04-24,83,62.30648308644675
115,2013-04-25,88,62.317263913108334
116,2013-04-26,97,62.327889993678355
117,2013-04-27,12,62.33836176129185
118,2013-04-28,12,62.34867964850996
119,2013-04-29,79,62.35884408731997
120,2013-04-30,87,62.36885550913531
121,2013-05-01,106,62.3787143447955
122,2013-05-02,116,62.38842102456623
123,2013-05-03,101,62.39797597813927
124,2013-05-04,10,62.407379634632576
125,2013-05-05,10,62.41663242259018
126,2013-05-06,71,62.425734769982284
127,2013-05-07,87,62.43468710420521
128,2013-05-08,79,62.44348985208136
129,2013-05-09,107,62.45214343985934
130,2013-05-10,74,62.46064829321382
131,2013-05-11,9,62.46900483724565
132,2013-05-12,3,62.477213496481795
133,2013-05-13,75,62.4852746948753
134,2013-05-14,58,62.4931888558054
135,2013-05-15,50,62.500956402077435
136,2013-05-16,83,62.50857775592287
137,2013-05-17,82,62.51605333899933
138,2013-05-18,1,62.52338357239049
139,2013-05-19,9,62.53056887660625
140,2013-05-20,43,62.53760967158257
141,2013-05-21,60,62.54450637668158
142,2013-05-22,89,62.551259410691515
143,2013-05-23,107,62.55786919182673
144,2013-05-24,98,62.56433613772774
145,2013-05-25,2,62.57066066546117
146,2013-05-26,4,62.57684319151976
147,2013-05-27,7,62.582884131822425
148,2013-05-28,66,62.58878390171414
149,2013-05-29,69,62.59454291596607
150,2013-05-30,72,62.60016158877547
151,2013-05-31,125,62.60564033376575
152,2013-06-01,5,62.61097956398645
153,2013-06-02,11,62.61617969191319
154,2013-06-03,119,62.62124112944778
155,2013-06-04,74,62.62616428791812
156,2013-06-05,73,62.63094957807826
157,2013-06-06,73,62.63559741010836
158,2013-06-07,62,62.640108193614736
159,2013-06-08,4,62.64448233762978
160,2013-06-09,11,62.64872025061208
161,2013-06-10,91,62.652822340446306
162,2013-06-11,66,62.65678901444328
163,2013-06-12,65,62.66062067933993
164,2013-06-13,96,62.66431774129934
165,2013-06-14,87,62.66788060591068
166,2013-06-15,6,62.67130967818932
167,2013-06-16,7,62.67460536257668
168,2013-06-17,76,62.677768062940345
169,2013-06-18,112,62.68079818257405
170,2013-06-19,103,62.68369612419762
171,2013-06-20,80,62.68646228995702
172,2013-06-21,92,62.689097081424364
173,2013-06-22,8,62.69160089959787
174,2013-06-23,6,62.69397414490189
175,2013-06-24,91,62.6962172171869
176,2013-06-25,81,62.69833051572954
177,2013-06-26,87,62.70031443923253
178,2013-06-27,130,62.70216938582473
179,2013-06-28,105,62.70389575306116
180,2013-06-29,9,62.70549393792294
181,2013-06-30,6,62.70696433681732
182,2013-07-01,111,62.70830734557768
183,2013-07-02,107,62.709523359463546
184,2013-07-03,62,62.710612773160555
185,2013-07-04,3,62.71157598078047
186,2013-07-05,40,62.712413375861175
187,2013-07-06,2,62.71312535136673
188,2013-07-07,6,62.71371229968726
189,2013-07-08,67,62.71417461263907
190,2013-07-09,75,62.714512681464555
191,2013-07-10,112,62.714726896832275
192,2013-07-11,97,62.71481764883688
193,2013-07-12,119,62.71478532699918
194,2013-07-13,4,62.714630320266096
195,2013-07-14,9,62.71435301701069
196,2013-07-15,73,62.713953805032126
197,2013-07-16,91,62.71343307155574
198,2013-07-17,68,62.71279120323296
199,2013-07-18,93,62.712028586141365
200,2013-07-19,100,62.71114560578464
201,2013-07-20,12,62.71014264709261
202,2013-07-21,4,62.70902009442124
203,2013-07-22,64,62.70777833155262
204,2013-07-23,87,62.70641774169495
205,2013-07-24,65,62.70493870748256
206,2013-07-25,125,62.70334161097594
207,2013-07-26,127,62.70162683366168
208,2013-07-27,7,62.699794756452505
209,2013-07-28,1,62.69784575968728
210,2013-07-29,103,62.69578022313097
211,2013-07-30,94,62.6935985259747
212,2013-07-31,84,62.691301046835704
213,2013-08-01,108,62.688888163757355
214,2013-08-02,95,62.68636025420916
215,2013-08-03,7,62.68371769508672
216,2013-08-04,7,62.680960862711814
217,2013-08-05,90,62.67809013283231
218,2013-08-06,115,62.675105880622226
219,2013-08-07,92,62.67200848068171
220,2013-08-08,63,62.66879830703702
221,2013-08-09,66,62.66547573314055
222,2013-08-10,11,62.66204113187085
223,2013-08-11,3,62.658494875532554
224,2013-08-12,85,62.65483733585644
225,2013-08-13,128,62.65106888399944
226,2013-08-14,91,62.64718989054458
227,2013-08-15,102,62.64320072550103
228,2013-08-16,65,62.63910175830409
229,2013-08-17,2,62.6348933578152
230,2013-08-18,4,62.6305758923219
231,2013-08-19,80,62.62614972953786
232,2013-08-20,68,62.621615236602906
233,2013-08-21,92,62.61697278008299
234,2013-08-22,111,62.61222272597017
235,2013-08-23,102,62.60736543968265
236,2013-08-24,7,62.60240128606473
237,2013-08-25,8,62.5973306293869
238,2013-08-26,53,62.59215383334573
239,2013-08-27,66,62.586871261063926
240,2013-08-28,85,62.58148327509033
241,2013-08-29,89,62.57599023739991
242,2013-08-30,73,62.57039250939376
243,2013-08-31,14,62.56469045189913
244,2013-09-01,10,62.55888442516935
245,2013-09-02,5,62.552974788883915
246,2013-09-03,69,62.546961902148425
247,2013-09-04,100,62.54084612349463
248,2013-09-05,60,62.534627810880394
249,2013-09-06,107,62.528307321689724
250,2013-09-07,5,62.521885012732724
251,2013-09-08,6,62.51536124024568
252,2013-09-09,86,62.508736359890946
253,2013-09-10,102,62.50201072675706
254,2013-09-11,97,62.495184695358645
255,2013-09-12,96,62.48825861963647
256,2013-09-13,87,62.48123285295743
257,2013-09-14,1,62.47410774811456
258,2013-09-15,6,62.46688365732701
259,2013-09-16,55,62.45956093224008
260,2013-09-17,65,62.452139923925145
261,2013-09-18,97,62.44462098287977
262,2013-09-19,74,62.437004459027634
263,2013-09-20,63,62.429290701718514
264,2013-09-21,5,62.42148005972834
265,2013-09-22,9,62.41357288125917
266,2013-09-23,49,62.405569513939184
267,2013-09-24,55,62.3974703048227
268,2013-09-25,75,62.38927560039015
269,2013-09-26,82,62.380985746548106
270,2013-09-27,79,62.372601088629274
271,2013-09-28,6,62.364121971392464
272,2013-09-29,7,62.35554873902264
273,2013-09-30,92,62.34688173513088
274,2013-10-01,97,62.3381213027544
275,2013-10-02,77,62.329267784356546
276,2013-10-03,72,62.32032152182677
277,2013-10-04,79,62.31128285648069
278,2013-10-05,5,62.30215212906001
279,2013-10-06,9,62.29292967973261
280,2013-10-07,77,62.28361584809245
281,2013-10-08,94,62.27421097315964
282,2013-10-09,72,62.26471539338044
283,2013-10-10,96,62.25512944662721
284,2013-10-11,108,62.24545347019844
285,2013-10-12,8,62.235687800818766
286,2013-10-13,4,62.22583277463893
287,2013-10-14,6,62.215888727235836
288,2013-10-15,86,62.205855993612474
289,2013-10-16,118,62.19573490819799
290,2013-10-17,95,62.18552580484767
291,2013-10-18,114,62.17522901684288
292,2013-10-19,4,62.164844876891166
293,2013-10-20,5,62.15437371712618
294,2013-10-21,81,62.1438158691077
295,2013-10-22,83,62.13317166382164
296,2013-10-23,109,62.122441431680045
297,2013-10-24,103,62.11162550252108
298,2013-10-25,80,62.100724205609026
299,2013-10-26,7,62.08973786963435
300,2013-10-27,5,62.07866682271356
301,2013-10-28,89,62.06751139238936
302,2013-10-29,96,62.05627190563057
303,2013-10-30,109,62.044948688832115
304,2013-10-31,85,62.03354206781508
305,2013-11-01,142,62.02205236782663
306,2013-11-02,13,62.01047991354013
307,2013-11-03,8,61.998825029055006
308,2013-11-04,58,61.987088037896854
309,2013-11-05,82,61.97526926301738
310,2013-11-06,60,61.963369026794425
311,2013-11-07,100,61.951387651031965
312,2013-11-08,69,61.939325456960084
313,2013-11-09,5,61.92718276523502
314,2013-11-10,6,61.91495989593912
315,2013-11-11,6,61.90265716858086
316,2013-11-12,94,61.890274902094866
317,2013-11-13,72,61.87781341484187
318,2013-11-14,81,61.86527302460874
319,2013-11-15,91,61.85265404860847
320,2013-11-16,7,61.8399568034802
321,2013-11-17,10,61.82718160528918
322,2013-11-18,60,61.81432876952677
323,2013-11-19,99,61.8013986111105
324,2013-11-20,95,61.78839144438402
325,2013-11-21,85,61.77530758311707
326,2013-11-22,94,61.76214734050558
327,2013-11-23,5,61.74891102917155
328,2013-11-24,4,61.73559896116314
329,2013-11-25,76,61.72221144795465
330,2013-11-26,73,61.70874880044646
331,2013-11-27,90,61.69521132896514
332,2013-11-28,4,61.68159934326333
333,2013-11-29,41,61.667913152519844
334,2013-11-30,4,61.65415306533963
335,2013-12-01,7,61.640319389753685
336,2013-12-02,89,61.626412433219244
337,2013-12-03,103,61.6124325026196
338,2013-12-04,109,61.59837990426418
339,2013-12-05,79,61.58425494388855
340,2013-12-06,94,61.57005792665444
341,2013-12-07,9,61.555789157149654
342,2013-12-08,2,61.54144893938814
343,2013-12-09,80,61.52703757680999
344,2013-12-10,71,61.512555372281426
345,2013-12-11,82,61.49800262809475
346,2013-12-12,68,61.48337964596848
347,2013-12-13,80,61.46868672704717
348,2013-12-14,9,61.453924171901576
349,2013-12-15,10,61.43909228052853
350,2013-12-16,63,61.42419135235102
351,2013-12-17,75,61.409221686218174
352,2013-12-18,62,61.39418358040521
353,2013-12-19,86,61.379077332613505
354,2013-12-20,62,61.363903239970554
355,2013-12-21,5,61.34866159902998
356,2013-12-22,10,61.33335270577156
357,2013-12-23,54,61.31797685560114
358,2013-12-24,60,61.30253434335074
359,2013-12-25,7,61.287025463278525
360,2013-12-26,73,61.27145050906873
361,2013-12-27,39,61.255809773831785
362,2013-12-28,8,61.24010355010418
363,2013-12-29,2,61.2243321298486
364,2013-12-30,35,61.208495804453804
365,2013-12-31,22,61.192594864734716
366,2014-01-01,10,61.17662960093239
367,2014-01-02,72,61.16060030271395
368,2014-01-03,108,61.144507259172734
369,2014-01-04,4,61.12835075882815
370,2014-01-05,2,61.11213108962575
371,2014-01-06,13,61.09584853893723
372,2014-01-07,82,61.07950339356039
373,2014-01-08,93,61.06309593971916
374,2014-01-09,94,61.04662646306362
375,2014-01-10,103,61.03009524866998
376,2014-01-11,6,61.01350258104054
377,2014-01-12,7,60.99684874410376
378,2014-01-13,74,60.98013402121424
379,2014-01-14,133,60.963358695152664
380,2014-01-15,98,60.9465230481259
381,2014-01-16,101,60.92962736176689
382,2014-01-17,87,60.912671917134745
383,2014-01-18,7,60.8956569947147
384,2014-01-19,4,60.87858287441807
385,2014-01-20,11,60.861449835582384
386,2014-01-21,92,60.84425815697123
387,2014-01-22,120,60.82700811677434
388,2014-01-23,110,60.8096999926076
389,2014-01-24,112,60.79233406151299
390,2014-01-25,6,60.774910599958645
391,2014-01-26,10,60.757429883838824
392,2014-01-27,99,60.73989218847389
393,2014-01-28,94,60.722297788610376
394,2014-01-29,135,60.704646958420895
395,2014-01-30,115,60.68693997150425
396,2014-01-31,97,60.66917710088532
397,2014-02-01,8,60.65135861901511
398,2014-02-02,3,60.633484797770805
399,2014-02-03,134,60.61555590845566
400,2014-02-04,120,60.59757222179911
401,2014-02-05,108,60.579534007956696
402,2014-02-06,88,60.56144153651006
403,2014-02-07,78,60.54329507646702
404,2014-02-08,17,60.52509489626148
405,2014-02-09,9,60.506841263753515
406,2014-02-10,98,60.48853444622931
407,2014-02-11,104,60.47017471040115
408,2014-02-12,7,60.45176232240749
409,2014-02-13,127,60.433297547812906
410,2014-02-14,111,60.41478065160808
411,2014-02-15,6,60.39621189820985
412,2014-02-16,5,60.37759155146115
413,2014-02-17,12,60.35891987463108
414,2014-02-18,129,60.340197130414836
415,2014-02-19,114,60.32142358093378
416,2014-02-20,94,60.302599487735364
417,2014-02-21,92,60.28372511179318
418,2014-02-22,4,60.26480071350696
419,2014-02-23,7,60.24582655270256
420,2014-02-24,86,60.22680288863195
421,2014-02-25,104,60.207729979973266
422,2014-02-26,92,60.18860808483072
423,2014-02-27,87,60.169437460734684
424,2014-02-28,132,60.15021836464166
425,2014-03-01,7,60.13095105293428
426,2014-03-02,6,60.1116357814213
427,2014-03-03,8,60.09227280533757
428,2014-03-04,90,60.07286237934414
429,2014-03-05,125,60.05340475752813
430,2014-03-06,106,60.0339001934028
431,2014-03-07,99,60.01434893990757
432,2014-03-08,11,59.99475124940794
433,2014-03-09,6,59.97510737369558
434,2014-03-10,80,59.95541756398826
435,2014-03-11,99,59.93568207092991
436,2014-03-12,103,59.91590114459055
437,2014-03-13,108,59.89607503446635
438,2014-03-14,98,59.87620398947961
439,2014-03-15,49,59.85628825797876
440,2014-03-16,5,59.83632808773834
441,2014-03-17,91,59.81632372595905
442,2014-03-18,75,59.79627541926768
443,2014-03-19,96,59.77618341371718
444,2014-03-20,125,59.756047954786624
445,2014-03-21,116,59.73586928738119
446,2014-03-22,9,59.71564765583223
447,2014-03-23,13,59.695383303897174
448,2014-03-24,103,59.67507647475961
449,2014-03-25,100,59.65472741102924
450,2014-03-26,111,59.634336354741926
451,2014-03-27,109,59.61390354735962
452,2014-03-28,93,59.593429229770415
453,2014-03-29,6,59.57291364228854
454,2014-03-30,7,59.552357024654356
455,2014-03-31,103,59.53175961603433
456,2014-04-01,92,59.511121655021086
457,2014-04-02,91,59.49044337963336
458,2014-04-03,129,59.46972502731601
459,2014-04-04,136,59.44896683494004
460,2014-04-05,11,59.428169038802565
461,2014-04-06,3,59.40733187462686
462,2014-04-07,118,59.38645557756229
463,2014-04-08,101,59.36554038218436
464,2014-04-09,126,59.34458652249474
465,2014-04-10,153,59.32359423192115
466,2014-04-11,106,59.30256374331752
467,2014-04-12,8,59.28149528896387
468,2014-04-13,9,59.26038910056634
469,2014-04-14,56,59.23924540925724
470,2014-04-15,105,59.21806444559493
471,2014-04-16,68,59.196846439564005
472,2014-04-17,130,59.17559162057509
473,2014-04-18,36,59.15430021746501
474,2014-04-19,9,59.132972458496674
475,2014-04-20,7,59.111608571359135
476,2014-04-21,67,59.09020878316759
477,2014-04-22,92,59.06877332046332
478,2014-04-23,87,59.04730240921379
479,2014-04-24,94,59.025796274812556
480,2014-04-25,133,59.004255142079316
481,2014-04-26,16,58.98267923525991
482,2014-04-27,5,58.96106877802626
483,2014-04-28,76,58.93942399347647
484,2014-04-29,88,58.91774510413474
485,2014-04-30,101,58.89603233195142
486,2014-05-01,77,58.87428589830297
487,2014-05-02,120,58.852506023991964
488,2014-05-03,11,58.83069292924718
489,2014-05-04,10,58.80884683372342
490,2014-05-05,70,58.786967956501684
491,2014-05-06,101,58.7650565160891
492,2014-05-07,103,58.74311273041887
493,2014-05-08,96,58.72113681685039
494,2014-05-09,89,58.69912899216915
495,2014-05-10,13,58.677089472586765
496,2014-05-11,6,58.65501847374101
497,2014-05-12,69,58.632916210695726
498,2014-05-13,77,58.610782897940965
499,2014-05-14,106,58.58861874939284
500,2014-05-15,122,58.56642397839364
501,2014-05-16,101,58.54419879771174
502,2014-05-17,4,58.52194341954166
503,2014-05-18,14,58.499658055504085
504,2014-05-19,75,58.47734291664577
505,2014-05-20,87,58.45499821343962
506,2014-05-21,90,58.432624155784694
507,2014-05-22,121,58.410220953006146
508,2014-05-23,93,58.38778881385529
509,2014-05-24,12,58.365327946509524
510,2014-05-25,7,58.34283855857241
511,2014-05-26,5,58.320320857073646
512,2014-05-27,60,58.297775048469006
513,2014-05-28,93,58.27520133864048
514,2014-05-29,66,58.25259993289609
515,2014-05-30,81,58.22997103597004
516,2014-05-31,12,58.20731485202269
517,2014-06-01,8,58.18463158464043
518,2014-06-02,88,58.16192143683591
519,2014-06-03,93,58.13918461104778
520,2014-06-04,79,58.11642130914092
521,2014-06-05,90,58.09363173240628
522,2014-06-06,105,58.07081608156095
523,2014-06-07,9,58.04797455674817
524,2014-06-08,7,58.02510735753728
525,2014-06-09,73,58.002214682923764
526,2014-06-10,79,57.97929673132925
527,2014-06-11,94,57.95635370060144
528,2014-06-12,87,57.933385788014235
529,2014-06-13,86,57.91039319026761
530,2014-06-14,8,57.887376103487696
531,2014-06-15,9,57.864334723226754
532,2014-06-16,103,57.84126924446315
533,2014-06-17,115,57.81817986160141
534,2014-06-18,77,57.795066768472154
535,2014-06-19,131,57.77193015833216
536,2014-06-20,84,57.74877022386433
537,2014-06-21,10,57.725587157177664
538,2014-06-22,9,57.70238114980735
539,2014-06-23,58,57.67915239271464
540,2014-06-24,68,57.65590107628695
541,2014-06-25,114,57.63262739033783
542,2014-06-26,86,57.609331524106935
543,2014-06-27,117,57.58601366626008
544,2014-06-28,16,57.56267400488916
545,2014-06-29,5,57.53931272751224
546,2014-06-30,115,57.5159300210735
547,2014-07-01,100,57.49252607194326
548,2014-07-02,67,57.46910106591796
549,2014-07-03,96,57.445655188220144
550,2014-07-04,8,57.42218862349852
551,2014-07-05,9,57.39870155582793
552,2014-07-06,3,57.375194168709285
553,2014-07-07,83,57.35166664506971
554,2014-07-08,79,57.328119167262386
555,2014-07-09,65,57.304551917066675
556,2014-07-10,79,57.280965075688016
557,2014-07-11,48,57.257358823758025
558,2014-07-12,12,57.23373334133443
559,2014-07-13,9,57.210088807901045
560,2014-07-14,75,57.1864254023679
561,2014-07-15,68,57.162743303071075
562,2014-07-16,98,57.139042687772815
563,2014-07-17,75,57.115323733661505
564,2014-07-18,71,57.09158661735161
565,2014-07-19,12,57.06783151488378
566,2014-07-20,12,57.04405860172474
567,2014-07-21,70,57.02026805276739
568,2014-07-22,94,56.99646004233075
569,2014-07-23,67,56.972634744159926
570,2014-07-24,60,56.94879233142622
571,2014-07-25,85,56.924932976727
572,2014-07-26,13,56.9010568520858
573,2014-07-27,4,56.87716412895229
574,2014-07-28,65,56.85325497820221
575,2014-07-29,75,56.82932957013751
576,2014-07-30,83,56.8053880744862
577,2014-07-31,57,56.781430660402464
578,2014-08-01,100,56.7574574964666
579,2014-08-02,11,56.733468750685006
580,2014-08-03,4,56.70946459049027
