Day,Date,Rides,Poly_Average
1,01/01/2013,5472,3562.6788725039505
2,01/02/2013,1846,3566.1769216749167
3,01/03/2013,1708,3569.6653382633094
4,01/04/2013,3068,3573.1441230126375
5,01/05/2013,5049,3576.613276678352
6,01/06/2013,3810,3580.0728000278386
7,01/07/2013,2120,3583.522693840423
8,01/08/2013,1705,3586.9629589073684
9,01/09/2013,1723,3590.393596031876
10,01/10/2013,2303,3593.814606029085
11,01/11/2013,3506,3597.2259897260733
12,01/12/2013,6221,3600.627747961856
13,01/13/2013,4722,3604.0198815873873
14,01/14/2013,1918,3607.402391465559
15,01/15/2013,1677,3610.7752784712
16,01/16/2013,1841,3614.1385434910803
17,01/17/2013,2345,3617.4921874239044
18,01/18/2013,3964,3620.8362111803162
19,01/19/2013,6541,3624.1706156828996
20,01/20/2013,5724,3627.495401866174
21,01/21/2013,2635,3630.8105706765973
22,01/22/2013,1860,3634.1161230725675
23,01/23/2013,2050,3637.4120600244178
24,01/24/2013,2237,3640.6983825144216
25,01/25/2013,3824,3643.9750915367913
26,01/26/2013,6496,3647.242188097673
27,01/27/2013,4777,3650.499673215156
28,01/28/2013,1933,3653.747547919264
29,01/29/2013,1963,3656.985813251961
30,01/30/2013,2073,3660.2144702671485
31,01/31/2013,2529,3663.433520030666
32,02/01/2013,4205,3666.64296362029
33,02/02/2013,6506,3669.8428021257378
34,02/03/2013,5175,3673.0330366486614
35,02/04/2013,2267,3676.2136683026547
36,02/05/2013,1928,3679.3846982132454
37,02/06/2013,2010,3682.546127517903
38,02/07/2013,2666,3685.6979573660333
39,02/08/2013,4204,3688.8401889189804
40,02/09/2013,6205,3691.972823350027
41,02/10/2013,4603,3695.095861844393
42,02/11/2013,2205,3698.209305599237
43,02/12/2013,2030,3701.3131558236555
44,02/13/2013,2279,3704.4074137386838
45,02/14/2013,3074,3707.492080577294
46,02/15/2013,4543,3710.567157584398
47,02/16/2013,8109,3713.632646016844
48,02/17/2013,6463,3716.6885471434193
49,02/18/2013,2529,3719.734862244849
50,02/19/2013,2215,3722.771592613796
51,02/20/2013,2295,3725.7987395548635
52,02/21/2013,2762,3728.816304384589
53,02/22/2013,4408,3731.8242884314504
54,02/23/2013,7184,3734.822693035864
55,02/24/2013,5241,3737.8115195501837
56,02/25/2013,2279,3740.7907693387006
57,02/26/2013,1995,3743.7604437776463
58,02/27/2013,2296,3746.7205442551863
59,02/28/2013,2625,3749.671072171429
60,03/01/2013,4570,3752.612028938417
61,03/02/2013,7210,3755.5434159801343
62,03/03/2013,5344,3758.465234732501
63,03/04/2013,2282,3761.377486643374
64,03/05/2013,1935,3764.280173172552
65,03/06/2013,2288,3767.1732957917693
66,03/07/2013,2795,3770.056855984698
67,03/08/2013,4612,3772.9308552469492
68,03/09/2013,7359,3775.7952950860727
69,03/10/2013,5066,3778.6501770215546
70,03/11/2013,2346,3781.495502584821
71,03/12/2013,2165,3784.331273319235
72,03/13/2013,2345,3787.1574907800978
73,03/14/2013,2877,3789.9741565346494
74,03/15/2013,5107,3792.781272162067
75,03/17/2013,6025,3795.5788392534664
76,03/18/2013,2253,3798.3668594119017
77,03/19/2013,2039,3801.1453342523646
78,03/20/2013,2260,3803.914265401785
79,03/21/2013,2939,3806.673654499031
80,03/22/2013,4845,3809.4235031949097
81,03/23/2013,7206,3812.163813152164
82,03/24/2013,4930,3814.894586045478
83,03/25/2013,1868,3817.6158235614694
84,03/26/2013,1926,3820.327527398699
85,03/27/2013,2226,3823.0296992676645
86,03/28/2013,2989,3825.7223408907985
87,03/29/2013,4637,3828.4054540024745
88,03/30/2013,5634,3831.0790403490037
89,03/31/2013,3169,3833.7431016886358
90,04/01/2013,1932,3836.3976397915567
91,04/02/2013,2110,3839.0426564398927
92,04/03/2013,2369,3841.678153427706
93,04/04/2013,2906,3844.304132561
94,04/05/2013,4714,3846.9205956577125
95,04/06/2013,7455,3849.5275445477228
96,04/07/2013,5477,3852.1249810728445
97,04/08/2013,2356,3854.712907086833
98,04/09/2013,2267,3857.2913244553806
99,04/10/2013,2183,3859.860235056116
100,04/11/2013,2812,3862.419640778608
101,04/12/2013,4829,3864.9695435243634
102,04/13/2013,7585,3867.5099452068253
103,04/14/2013,5511,3870.040847751378
104,04/15/2013,2168,3872.56225309534
105,04/16/2013,2207,3875.074163187971
106,04/17/2013,2675,3877.576579990468
107,04/18/2013,2773,3880.0695054759653
108,04/19/2013,4682,3882.552941629536
109,04/20/2013,7734,3885.0268904481914
110,04/21/2013,5045,3887.49135394088
111,04/22/2013,2047,3889.946334128489
112,04/23/2013,2385,3892.391833043845
113,04/24/2013,2423,3894.82785273171
114,04/25/2013,2914,3897.254395248786
115,04/26/2013,4570,3899.671462663713
116,04/27/2013,7736,3902.079057057068
117,04/28/2013,5320,3904.4771805213672
118,04/29/2013,2080,3906.8658351610648
119,04/30/2013,2437,3909.2450230925524
120,05/01/2013,2676,3911.61474644416
121,05/02/2013,3247,3913.9750073561563
122,05/03/2013,4930,3916.325807980747
123,05/04/2013,8219,3918.6671504820765
124,05/05/2013,5699,3920.9990370362275
125,05/06/2013,2174,3923.3214698312213
126,05/07/2013,2310,3925.634451067015
127,05/08/2013,2647,3927.9379829555073
128,05/09/2013,3789,3930.2320677205316
129,05/10/2013,4892,3932.5167075978607
130,05/11/2013,6674,3934.791904835208
131,05/12/2013,4675,3937.0576616922194
132,05/13/2013,2325,3939.3139804404846
133,05/14/2013,2348,3941.5608633635275
134,05/15/2013,2784,3943.7983127568127
135,05/16/2013,3365,3946.0263309277407
136,05/17/2013,5104,3948.244920195652
137,05/18/2013,8049,3950.454082891824
138,05/19/2013,6071,3952.653821359472
139,05/20/2013,2372,3954.844137953751
140,05/21/2013,2576,3957.025035041753
141,05/22/2013,2615,3959.1965150025076
142,05/23/2013,3551,3961.3585802269827
143,05/24/2013,4872,3963.5112331180853
144,05/25/2013,7080,3965.6544760906595
145,05/26/2013,6151,3967.7883115714876
146,05/27/2013,3071,3969.912741999291
147,05/28/2013,2462,3972.027769824728
148,05/29/2013,3019,3974.133397510395
149,05/30/2013,3217,3976.229627530828
150,05/31/2013,4721,3978.316462372499
151,06/01/2013,6433,3980.393904533819
152,06/02/2013,2925,3982.461956525138
153,06/03/2013,2419,3984.520620868743
154,06/04/2013,2732,3986.569900098859
155,06/05/2013,3370,3988.60979676165
156,06/06/2013,4974,3990.640313415218
157,06/07/2013,6652,3992.6614526296016
158,06/09/2013,3318,3994.673216986779
159,06/10/2013,2662,3996.6756090806666
160,06/11/2013,2864,3998.668631517118
161,06/12/2013,3506,4000.652286913925
162,06/13/2013,5089,4002.626577900818
163,06/14/2013,6731,4004.5915071194654
164,06/15/2013,5093,4006.5470772234735
165,06/16/2013,3217,4008.493290878387
166,06/17/2013,2770,4010.430150761688
167,06/18/2013,3268,4012.3576595627974
168,06/19/2013,4383,4014.275819983074
169,06/20/2013,5785,4016.184634735815
170,06/21/2013,5247,4018.0841065462546
171,06/23/2013,4246,4019.974238151566
172,06/24/2013,3085,4021.8550323008612
173,06/25/2013,3120,4023.7264917551884
174,06/26/2013,4279,4025.5886192875355
175,06/27/2013,6489,4027.4414176828277
176,06/28/2013,6809,4029.284889737929
177,06/29/2013,4421,4031.1190382616405
178,06/30/2013,3247,4032.9438660747023
179,07/01/2013,3385,4034.7593760097916
180,07/02/2013,5537,4036.5655709115254
181,07/03/2013,5372,4038.362453636457
182,07/04/2013,6318,4040.150027053078
183,07/05/2013,5121,4041.9282940418198
184,07/06/2013,3616,4043.6972574950496
185,07/07/2013,2947,4045.456920317075
186,07/08/2013,2777,4047.2072854241396
187,07/09/2013,3151,4048.9483557444264
188,07/10/2013,4649,4050.680134218056
189,07/11/2013,5715,4052.4026237970875
190,07/12/2013,3912,4054.115827445517
191,07/14/2013,3345,4055.8197481392804
192,07/15/2013,2758,4057.51438886625
193,07/16/2013,3460,4059.1997526262376
194,07/17/2013,5084,4060.8758424309917
195,07/18/2013,6129,4062.542661304201
196,07/19/2013,4312,4064.2002122814906
197,07/21/2013,3455,4065.848498410423
198,07/22/2013,2914,4067.487522750501
199,07/23/2013,3211,4069.1172883731633
200,07/24/2013,4596,4070.737798361789
201,07/25/2013,5873,4072.349055811693
202,07/26/2013,3967,4073.95106383013
203,07/28/2013,3539,4075.5438255362924
204,07/29/2013,2916,4077.1273440613095
205,07/30/2013,3522,4078.701622548251
206,07/31/2013,4996,4080.266664152122
207,08/01/2013,5842,4081.8224720398675
208,08/02/2013,4294,4083.3690493903714
209,08/04/2013,3424,4084.906399394452
210,08/05/2013,2790,4086.43452525487
211,08/06/2013,3046,4087.9534301863223
212,08/07/2013,4605,4089.463117415443
213,08/08/2013,5166,4090.9635901808056
214,08/09/2013,3650,4092.4548517329213
215,08/11/2013,3373,4093.936905334239
216,08/12/2013,3083,4095.4097542591476
217,08/13/2013,3441,4096.873401793971
218,08/14/2013,5017,4098.327851236974
219,08/15/2013,5870,4099.773105898358
220,08/16/2013,4018,4101.209169100262
221,08/18/2013,3324,4102.636044176766
222,08/19/2013,2782,4104.053734473882
223,08/20/2013,3257,4105.46224334957
224,08/21/2013,4724,4106.861574173716
225,08/22/2013,5253,4108.251730328154
226,08/23/2013,3638,4109.6327152066515
227,08/25/2013,3165,4111.004532214915
228,08/26/2013,2778,4112.36718477059
229,08/27/2013,3229,4113.720676303257
230,08/28/2013,4339,4115.065010254439
231,08/29/2013,6396,4116.400190077593
232,08/30/2013,6702,4117.726219238119
233,08/31/2013,5135,4119.043101213348
234,09/01/2013,3420,4120.350839492556
235,09/02/2013,2739,4121.6494375769535
