Day,Date,Rides,Poly_Average
1,2013-01-01,76,47.03805379277085
2,2013-01-02,20,47.24023439974323
3,2013-01-03,25,47.44154911386657
4,2013-01-04,26,47.642000127456086
5,2013-01-05,26,47.84158962998611
6,2013-01-06,23,48.040319808090054
7,2013-01-07,20,48.23819284556043
8,2013-01-08,25,48.435210923348876
9,2013-01-09,26,48.63137621956612
10,2013-01-10,23,48.826690909482025
11,2013-01-11,26,49.02115716552554
12,2013-01-12,53,49.214777157284686
13,2013-01-13,28,49.407553051506646
14,2013-01-14,31,49.59948701209769
15,2013-01-15,33,49.79058120012317
16,2013-01-16,29,49.98083777380757
17,2013-01-17,26,50.17025888853448
18,2013-01-18,30,50.35884669684657
19,2013-01-19,54,50.54660334844564
20,2013-01-20,43,50.73353099019259
21,2013-01-21,31,50.91963176610743
22,2013-01-22,30,51.10490781736926
23,2013-01-23,33,51.28936128231629
24,2013-01-24,25,51.472994296445854
25,2013-01-25,29,51.65580899241437
26,2013-01-26,50,51.83780750003738
27,2013-01-27,26,52.0189919462895
28,2013-01-28,18,52.19936445530449
29,2013-01-29,31,52.3789271483752
30,2013-01-30,19,52.55768214395358
31,2013-01-31,22,52.73563155765068
32,2013-02-01,37,52.91277750223668
33,2013-02-02,35,53.08912208764084
34,2013-02-03,37,53.26466742095154
35,2013-02-04,34,53.43941560641626
36,2013-02-05,28,53.61336874544161
37,2013-02-06,24,53.78652893659325
38,2013-02-07,26,53.958898275596006
39,2013-02-08,60,54.130478855333756
40,2013-02-09,68,54.30127276584953
41,2013-02-10,49,54.47128209434544
42,2013-02-11,37,54.64050892518271
43,2013-02-12,27,54.80895533988165
44,2013-02-13,18,54.976623417121715
45,2013-02-14,26,55.14351523274143
46,2013-02-15,48,55.30963285973844
47,2013-02-16,61,55.474978368269504
48,2013-02-17,71,55.63955382565046
49,2013-02-18,31,55.803361296356286
50,2013-02-19,27,55.96640284202104
51,2013-02-20,23,56.128680521437886
52,2013-02-21,36,56.29019639055912
53,2013-02-22,50,56.45095250249611
54,2013-02-23,99,56.610950907519346
55,2013-02-24,41,56.77019365305843
56,2013-02-25,22,56.92868278370206
57,2013-02-26,23,57.08642034119803
58,2013-02-27,34,57.24340836445327
59,2013-02-28,36,57.39964888953377
60,2013-03-01,80,57.55514394966468
61,2013-03-02,142,57.70989557523022
62,2013-03-03,94,57.86390579377372
63,2013-03-04,65,58.017176629997614
64,2013-03-05,40,58.16971010576344
65,2013-03-06,34,58.32150824009189
66,2013-03-07,41,58.47257304916266
67,2013-03-08,57,58.62290654631465
68,2013-03-09,77,58.772510742045824
69,2013-03-10,65,58.92138764401325
70,2013-03-11,56,59.0695392570331
71,2013-03-12,49,59.21696758308066
72,2013-03-13,59,59.363674621290315
73,2013-03-14,54,59.509662367955585
74,2013-03-15,57,59.65493281652904
75,2013-03-16,98,59.799487957622404
76,2013-03-17,72,59.94332977900649
77,2013-03-18,53,60.086460265611194
78,2013-03-19,39,60.22888139952557
79,2013-03-20,48,60.37059515999772
80,2013-03-21,48,60.51160352343489
81,2013-03-22,61,60.65190846340343
82,2013-03-23,88,60.79151195062876
83,2013-03-24,66,60.93041595299546
84,2013-03-25,36,61.06862243554717
85,2013-03-26,44,61.206133360486646
86,2013-03-27,41,61.342950687175765
87,2013-03-28,40,61.47907637213551
88,2013-03-29,60,61.61451236904594
89,2013-03-30,75,61.749260628746256
90,2013-03-31,56,61.883323099234744
91,2013-04-01,166,62.016701725668796
92,2013-04-02,33,62.149398450364906
93,2013-04-03,68,62.2814152127987
94,2013-04-04,60,62.41275394960488
95,2013-04-05,104,62.54341659457726
96,2013-04-06,125,62.67340507866878
97,2013-04-07,77,62.80272132999144
98,2013-04-08,36,62.931367273816406
99,2013-04-09,36,63.05934483257391
100,2013-04-10,23,63.1866559258533
101,2013-04-11,36,63.313302470403016
102,2013-04-12,58,63.43928638013062
103,2013-04-13,76,63.56460956610277
104,2013-04-14,49,63.689273936545256
105,2013-04-15,28,63.81328139684294
106,2013-04-16,43,63.93663384953979
107,2013-04-17,38,64.0593331943389
108,2013-04-18,31,64.18138132810247
109,2013-04-19,57,64.3027801448518
110,2013-04-20,120,64.42353153576725
111,2013-04-21,72,64.54363738918839
112,2013-04-22,91,64.6630995906138
113,2013-04-23,46,64.78192002270119
114,2013-04-24,65,64.90010056526742
115,2013-04-25,77,65.01764309528838
116,2013-04-26,117,65.1345494868991
117,2013-04-28,92,65.25082161139377
118,2013-04-29,41,65.36646133722562
119,2013-04-30,34,65.48147053000699
120,2013-05-01,35,65.59585105250933
121,2013-05-02,44,65.70960476466323
122,2013-05-03,52,65.82273352355836
123,2013-05-04,70,65.93523918344346
124,2013-05-05,55,66.04712359572643
125,2013-05-06,50,66.15838860897426
126,2013-05-07,43,66.26903606891305
127,2013-05-08,41,66.37906781842801
128,2013-05-09,48,66.48848569756339
129,2013-05-10,134,66.59729154352263
130,2013-05-11,163,66.70548719066826
131,2013-05-12,83,66.81307447052188
132,2013-05-13,55,66.92005521176422
133,2013-05-14,56,67.0264312402351
134,2013-05-15,52,67.1322043789335
135,2013-05-16,58,67.23737644801739
136,2013-05-17,60,67.34194926480399
137,2013-05-18,78,67.4459246437695
138,2013-05-19,82,67.54930439654933
139,2013-05-20,156,67.65209033193788
140,2013-05-21,158,67.75428425588878
141,2013-05-22,162,67.85588797151468
142,2013-05-23,69,67.95690327908734
143,2013-05-24,133,68.05733197603769
144,2013-05-26,137,68.15717585695572
145,2013-05-27,140,68.25643671359049
146,2013-05-28,106,68.35511633485024
147,2013-05-29,45,68.45321650680225
148,2013-05-30,40,68.55073901267296
149,2013-05-31,62,68.6476856328479
150,2013-06-01,105,68.74405814487164
151,2013-06-02,97,68.83985832344797
152,2013-06-03,82,68.93508794043971
153,2013-06-04,44,69.0297487648688
154,2013-06-05,46,69.12384256291631
155,2013-06-06,126,69.21737109792235
156,2013-06-07,134,69.3103361303862
157,2013-06-08,92,69.40273941796625
158,2013-06-09,85,69.49458271547992
159,2013-06-10,93,69.58586777490385
160,2013-06-11,136,69.67659634537367
161,2013-06-12,56,69.7667701731842
162,2013-06-13,52,69.85639100178932
163,2013-06-14,73,69.94546057180202
164,2013-06-15,103,70.03398062099441
165,2013-06-16,74,70.12195288429773
166,2013-06-17,58,70.20937909380227
167,2013-06-18,50,70.29626097875745
168,2013-06-19,41,70.3826002655718
169,2013-06-20,49,70.46839867781296
170,2013-06-21,55,70.55365793620764
