Day,Date,Rides,Poly_Average
1,2013-01-01,4,2.3820733704755908
2,2013-01-02,4,2.3810629270858126
3,2013-01-03,1,2.380066141965777
4,2013-01-04,1,2.3790829611388515
5,2013-01-06,2,2.378113330705259
6,2013-01-07,4,2.377157196842078
7,2013-01-09,5,2.3762145058032442
8,2013-01-10,4,2.3752852039195487
9,2013-01-11,6,2.374369237598639
10,2013-01-12,1,2.3734665533250188
11,2013-01-13,4,2.3725770976600478
12,2013-01-14,4,2.3717008172419414
13,2013-01-15,1,2.370837658785771
14,2013-01-16,1,2.369987569083466
15,2013-01-17,1,2.3691504950038103
16,2013-01-18,6,2.3683263834924433
17,2013-01-19,2,2.3675151815718616
18,2013-01-20,1,2.3667168363414186
19,2013-01-22,1,2.3659312949773215
20,2013-01-23,4,2.3651585047326362
21,2013-01-24,1,2.364398412937283
22,2013-01-25,1,2.363650966998039
23,2013-01-26,5,2.3629161143985375
24,2013-01-27,1,2.3621938026992675
25,2013-01-28,4,2.3614839795375744
26,2013-01-29,1,2.36078659262766
27,2013-01-30,1,2.360101589760581
28,2013-01-31,4,2.359428918804252
29,2013-02-01,4,2.3587685277034423
30,2013-02-02,1,2.3581203644797784
31,2013-02-03,1,2.3574843772317413
32,2013-02-04,4,2.35686051413467
33,2013-02-05,1,2.3562487234407588
34,2013-02-06,3,2.355648953479058
35,2013-02-07,1,2.355061152655474
36,2013-02-08,1,2.354485269452769
37,2013-02-10,2,2.3539212524305624
38,2013-02-11,3,2.3533690502253295
39,2013-02-12,3,2.3528286115504002
40,2013-02-13,1,2.3522998851959622
41,2013-02-15,2,2.351782820029059
42,2013-02-18,3,2.3512773649935896
43,2013-02-19,2,2.350783469110309
44,2013-02-20,2,2.35030108147683
45,2013-02-21,2,2.3498301512676196
46,2013-02-22,3,2.3493706277340016
47,2013-02-23,1,2.348922460204156
48,2013-02-24,4,2.348485598083119
49,2013-02-25,4,2.3480599908527835
50,2013-02-26,3,2.3476455880718965
51,2013-02-27,3,2.3472423393760633
52,2013-02-28,4,2.3468501944777436
53,2013-03-01,3,2.346469103166255
54,2013-03-02,2,2.34609901530777
55,2013-03-03,6,2.345739880845317
56,2013-03-04,1,2.3453916497987817
57,2013-03-05,1,2.345054272264906
58,2013-03-06,5,2.3447276984172847
59,2013-03-07,2,2.3444118785063734
60,2013-03-08,2,2.344106762859481
61,2013-03-09,3,2.3438123018807726
62,2013-03-10,1,2.343528446051271
63,2013-03-12,2,2.3432551459288535
64,2013-03-13,3,2.3429923521482534
65,2013-03-14,6,2.342740015421062
66,2013-03-15,5,2.3424980865357248
67,2013-03-16,2,2.3422665163575442
68,2013-03-17,2,2.342045255828679
69,2013-03-18,1,2.341834255968143
70,2013-03-21,2,2.3416334678718083
71,2013-03-22,2,2.3414428427124
72,2013-03-23,1,2.341262331739503
73,2013-03-24,1,2.3410918862795542
74,2013-03-26,1,2.3409314577358504
