Day,Date,Rides,Poly_Average
1,2013-01-01,33,22.530122202511436
2,2013-01-02,23,22.57851961746678
3,2013-01-03,19,22.626785947164333
4,2013-01-04,23,22.67492132007117
5,2013-01-05,18,22.7229258645881
6,2013-01-06,11,22.77079970904964
7,2013-01-07,23,22.818542981724036
8,2013-01-08,15,22.86615581081326
9,2013-01-09,17,22.913638324452986
10,2013-01-10,19,22.960990650712628
11,2013-01-11,19,23.00821291759531
12,2013-01-12,24,23.05530525303788
13,2013-01-13,14,23.1022677849109
14,2013-01-14,9,23.149100641018677
15,2013-01-15,13,23.195803949099204
16,2013-01-16,24,23.242377836824218
17,2013-01-17,21,23.288822431799165
18,2013-01-18,26,23.33513786156322
19,2013-01-19,26,23.381324253589284
20,2013-01-20,16,23.42738173528396
21,2013-01-21,34,23.473310433987578
22,2013-01-22,26,23.5191104769742
23,2013-01-23,22,23.5647819914516
24,2013-01-24,23,23.610325104561277
25,2013-01-25,22,23.655739943378443
26,2013-01-26,23,23.701026634912033
27,2013-01-27,21,23.746185306104714
28,2013-01-28,16,23.791216083832857
29,2013-01-29,16,23.836119094906564
30,2013-01-30,20,23.880894466069655
31,2013-01-31,21,23.92554232399967
32,2013-02-01,29,23.97006279530788
33,2013-02-02,25,24.01445600653925
34,2013-02-03,21,24.05872208417249
35,2013-02-04,19,24.102861154620033
36,2013-02-05,15,24.146873344228013
37,2013-02-06,19,24.190758779276294
38,2013-02-07,13,24.23451758597847
39,2013-02-08,24,24.27814989048184
40,2013-02-09,24,24.321655818867434
41,2013-02-10,17,24.36503549715
42,2013-02-11,19,24.408289051278008
43,2013-02-12,14,24.451416607133645
44,2013-02-13,23,24.49441829053282
45,2013-02-14,8,24.537294227225164
46,2013-02-15,27,24.58004454289403
47,2013-02-16,20,24.62266936315649
48,2013-02-17,17,24.665168813563334
49,2013-02-18,15,24.707543019599076
50,2013-02-19,17,24.74979210668195
51,2013-02-20,25,24.791916200163918
52,2013-02-21,24,24.833915425330648
53,2013-02-22,38,24.875789907401533
54,2013-02-23,45,24.917539771529697
55,2013-02-24,30,24.959165142801975
56,2013-02-25,26,25.000666146238927
57,2013-02-26,26,25.042042906794826
58,2013-02-27,21,25.08329554935768
59,2013-02-28,39,25.124424198749203
60,2013-03-01,53,25.165428979724837
61,2013-03-03,21,25.206310016973745
62,2013-03-04,29,25.247067435118808
63,2013-03-05,20,25.28770135871663
64,2013-03-06,25,25.328211912257544
65,2013-03-07,29,25.368599220165574
66,2013-03-08,41,25.408863406798503
67,2013-03-09,35,25.44900459644781
68,2013-03-10,17,25.4890229133387
69,2013-03-11,29,25.528918481630107
70,2013-03-12,25,25.56869142541467
71,2013-03-13,25,25.608341868718764
72,2013-03-14,28,25.647869935502477
73,2013-03-15,31,25.68727574965962
74,2013-03-16,36,25.72655943501772
75,2013-03-17,42,25.76572111533803
76,2013-03-18,37,25.804760914315523
77,2013-03-19,21,25.843678955578895
78,2013-03-20,31,25.882475362690553
79,2013-03-21,24,25.921150259146636
80,2013-03-22,24,25.959703768376997
81,2013-03-23,36,25.998136013745214
82,2013-03-24,14,26.03644711854858
83,2013-03-25,15,26.074637206018117
84,2013-03-26,18,26.112706399318554
85,2013-03-27,13,26.150654821548358
86,2013-03-28,21,26.188482595739707
87,2013-03-29,24,26.226189844858496
88,2013-03-30,23,26.26377669180435
89,2013-03-31,23,26.301243259410604
90,2013-04-01,53,26.33858967044433
91,2013-04-02,13,26.3758160476063
92,2013-04-03,18,26.412922513531022
93,2013-04-04,19,26.44990919078672
94,2013-04-05,36,26.486776201875344
95,2013-04-06,36,26.523523669232553
96,2013-04-07,50,26.560151715227732
97,2013-04-08,26,26.596660462163992
98,2013-04-09,18,26.63305003227816
99,2013-04-10,19,26.669320547740778
100,2013-04-11,29,26.705472130656126
101,2013-04-12,35,26.74150490306218
102,2013-04-13,40,26.777418986930662
103,2013-04-14,27,26.813214504166996
104,2013-04-15,21,26.848891576610338
105,2013-04-16,34,26.88445032603356
106,2013-04-17,27,26.91989087414325
107,2013-04-18,26,26.955213342579725
108,2013-04-19,42,26.99041785291702
109,2013-04-20,47,27.025504526662893
110,2013-04-21,31,27.060473485258814
111,2013-04-22,28,27.095324850079983
112,2013-04-23,23,27.130058742435317
113,2013-04-24,30,27.164675283567448
114,2013-04-25,28,27.199174594652746
115,2013-04-26,28,27.23355679680128
116,2013-04-27,37,27.267822011056857
117,2013-04-28,33,27.301970358396993
118,2013-04-29,14,27.336001959732933
119,2013-04-30,16,27.369916935909636
120,2013-05-01,26,27.403715407705786
121,2013-05-02,22,27.437397495833785
122,2013-05-03,36,27.47096332093976
123,2013-05-04,37,27.504413003603556
124,2013-05-05,23,27.537746664338734
125,2013-05-06,26,27.570964423592585
126,2013-05-07,23,27.604066401746117
127,2013-05-08,22,27.637052719114052
128,2013-05-09,30,27.669923495944843
129,2013-05-10,22,27.702678852420654
130,2013-05-11,30,27.735318908657387
131,2013-05-12,34,27.767843784704638
132,2013-05-13,25,27.80025360054574
133,2013-05-14,24,27.832548476097756
134,2013-05-15,18,27.864728531211444
135,2013-05-16,27,27.896793885671308
136,2013-05-17,49,27.92874465919556
137,2013-05-18,31,27.96058097143613
138,2013-05-19,33,27.992302941978675
139,2013-05-20,25,28.023910690342575
140,2013-05-21,35,28.05540433598092
141,2013-05-22,29,28.086783998280538
142,2013-05-23,30,28.118049796561955
143,2013-05-24,32,28.14920185007944
144,2013-05-25,44,28.18024027802096
145,2013-05-26,27,28.21116519950823
146,2013-05-27,31,28.24197673359666
147,2013-05-28,36,28.272674999275395
148,2013-05-29,29,28.303260115467303
149,2013-05-30,23,28.33373220102896
150,2013-05-31,36,28.364091374750664
151,2013-06-01,44,28.394337755356457
152,2013-06-02,24,28.424471461504066
153,2013-06-03,27,28.454492611784964
154,2013-06-04,14,28.484401324724345
155,2013-06-05,28,28.514197718781105
156,2013-06-06,24,28.54388191234787
157,2013-06-07,32,28.573454023751005
158,2013-06-08,35,28.60291417125056
159,2013-06-09,38,28.632262473040342
160,2013-06-10,30,28.661499047247847
161,2013-06-11,20,28.690624011934315
162,2013-06-12,14,28.719637485094694
163,2013-06-13,26,28.74853958465766
164,2013-06-14,50,28.7773304284856
165,2013-06-15,31,28.806010134374638
166,2013-06-16,26,28.834578820054602
167,2013-06-17,21,28.863036603189045
168,2013-06-18,18,28.891383601375253
169,2013-06-19,26,28.919619932144215
170,2013-06-20,19,28.947745712960653
171,2013-06-21,41,28.975761061223
172,2013-06-22,27,29.00366609426342
173,2013-06-23,26,29.03146092934779
174,2013-06-24,35,29.05914568367571
175,2013-06-25,27,29.086720474380506
176,2013-06-26,27,29.11418541852921
177,2013-06-27,26,29.14154063312259
178,2013-06-28,36,29.168786235095133
179,2013-06-29,37,29.19592234131504
180,2013-06-30,27,29.222949068584235
181,2013-07-01,17,29.24986653363836
182,2013-07-02,30,29.276674853146787
183,2013-07-03,21,29.303374143712603
184,2013-07-04,21,29.329964521872604
185,2013-07-05,29,29.35644610409733
186,2013-07-06,33,29.382819006791024
187,2013-07-07,16,29.40908334629166
188,2013-07-08,30,29.435239238870924
189,2013-07-09,17,29.46128680073423
190,2013-07-10,19,29.487226148020703
191,2013-07-11,26,29.5130573968032
192,2013-07-12,26,29.538780663088303
193,2013-07-13,22,29.564396062816286
194,2013-07-14,34,29.589903711861176
195,2013-07-15,18,29.61530372603071
196,2013-07-16,23,29.640596221066335
197,2013-07-17,23,29.665781312643233
198,2013-07-18,23,29.6908591163703
199,2013-07-19,29,29.715829747790153
200,2013-07-20,47,29.740693322379133
201,2013-07-21,32,29.765449955547293
202,2013-07-22,25,29.79009976263842
203,2013-07-23,26,29.814642858930014
204,2013-07-24,20,29.83907935963329
205,2013-07-25,24,29.86340937989319
206,2013-07-26,34,29.887633034788387
207,2013-07-27,38,29.911750439331257
208,2013-07-28,20,29.9357617084679
209,2013-07-29,23,29.959666957078152
210,2013-07-30,6,29.983466299975547
211,2013-07-31,13,30.00715985190736
212,2013-08-01,14,30.030747727554573
213,2013-08-02,28,30.054230041531888
214,2013-08-03,29,30.07760690838775
215,2013-08-04,34,30.100878442604294
