Day,Date,Rides,Poly_Average
1,2013-01-01,46,49.708348059649666
2,2013-01-02,40,49.638479908529305
3,2013-01-03,46,49.56886792724923
4,2013-01-04,44,49.49951152317059
5,2013-01-05,54,49.430410104126054
6,2013-01-06,44,49.36156307841977
7,2013-01-07,42,49.29296985482738
8,2013-01-08,58,49.22462984259599
9,2013-01-09,48,49.156542451444196
10,2013-01-10,38,49.08870709156211
11,2013-01-11,61,49.021123173611294
12,2013-01-12,49,48.95379010872482
13,2013-01-13,38,48.88670730850722
14,2013-01-14,58,48.81987418503455
15,2013-01-15,63,48.753290150854326
16,2013-01-16,54,48.68695461898556
17,2013-01-17,45,48.62086700291873
18,2013-01-18,57,48.55502671661583
19,2013-01-19,57,48.48943317451034
20,2013-01-20,30,48.42408579150718
21,2013-01-21,36,48.358983982982814
22,2013-01-22,50,48.294127164785166
23,2013-01-23,62,48.22951475323363
24,2013-01-24,43,48.16514616511913
25,2013-01-26,59,48.10102081770404
26,2013-01-27,45,48.03713812872222
27,2013-01-28,59,47.97349751637905
28,2013-01-29,49,47.91009839935135
29,2013-01-31,55,47.84694019678746
30,2013-02-02,55,47.78402232830719
31,2013-02-03,47,47.72134421400185
32,2013-02-04,55,47.65890527443423
33,2013-02-05,40,47.596704930638595
34,2013-02-06,41,47.53474260412071
35,2013-02-07,61,47.473017716857825
36,2013-02-09,59,47.411529691298675
37,2013-02-10,49,47.35027795036346
38,2013-02-11,54,47.28926191744391
39,2013-02-12,63,47.22848101640321
40,2013-02-13,59,47.167934671576035
41,2013-02-14,58,47.10762230776855
42,2013-02-16,63,47.04754335025841
43,2013-02-17,59,46.987697224794736
44,2013-02-18,49,46.928083357598176
45,2013-02-21,62,46.86870117536082
46,2013-02-23,58,46.809550105246274
47,2013-02-24,54,46.750629574889615
48,2013-02-25,55,46.69193901239742
49,2013-02-26,44,46.63347784634773
50,2013-02-27,54,46.57524550579009
51,2013-03-04,62,46.51724142024553
52,2013-03-07,59,46.45946501970658
53,2013-03-09,51,46.4019157346372
54,2013-03-10,44,46.3445929959729
55,2013-03-11,59,46.28749623512066
56,2013-03-12,51,46.23062488395893
57,2013-03-15,52,46.173978374837645
58,2013-03-17,51,46.117556140578245
59,2013-03-18,46,46.06135761447365
60,2013-03-19,51,46.00538223028826
61,2013-03-20,56,45.949629422257956
62,2013-03-21,45,45.89409862509012
63,2013-03-22,51,45.83878927396363
64,2013-03-23,56,45.783700804528806
65,2013-03-24,39,45.7288326529075
66,2013-03-25,54,45.67418425569303
67,2013-03-26,41,45.6197550499502
68,2013-03-27,52,45.565544473215304
69,2013-03-28,64,45.511551963496125
70,2013-03-29,51,45.457776959271925
71,2013-03-31,64,45.40421889949346
72,2013-04-01,41,45.35087722358296
73,2013-04-02,42,45.29775137143416
74,2013-04-03,55,45.24484078341227
75,2013-04-04,43,45.19214490035398
76,2013-04-05,50,45.13966316356748
77,2013-04-06,53,45.087395014832424
78,2013-04-07,50,45.03533989639999
79,2013-04-08,46,44.9834972509928
80,2013-04-09,50,44.931866521805
81,2013-04-10,46,44.8804471525022
82,2013-04-11,60,44.82923858722148
83,2013-04-13,47,44.778240270571466
84,2013-04-14,42,44.7274516476322
85,2013-04-15,51,44.67687216395525
86,2013-04-16,41,44.62650126556366
87,2013-04-17,60,44.576338398951975
88,2013-04-18,40,44.526383011086196
89,2013-04-20,50,44.47663454940384
90,2013-04-21,47,44.427092461813885
91,2013-04-22,57,44.37775619669682
92,2013-04-23,42,44.328625202904604
93,2013-04-24,55,44.279698929760684
94,2013-04-25,49,44.230976827060005
95,2013-04-26,61,44.18245834506897
96,2013-04-27,60,44.134142934525514
97,2013-04-28,29,44.08603004663901
98,2013-04-29,36,44.03811913309035
99,2013-04-30,36,43.99040964603189
100,2013-05-01,47,43.9429010380875
101,2013-05-03,61,43.8955927623525
102,2013-05-04,51,43.84848427239373
103,2013-05-05,48,43.801575022249494
104,2013-05-06,40,43.754864466429595
105,2013-05-07,38,43.70835205991533
106,2013-05-08,49,43.662037258159444
107,2013-05-09,59,43.615919517086205
108,2013-05-10,64,43.56999829309136
109,2013-05-11,51,43.524273043042136
110,2013-05-12,57,43.47874322427725
111,2013-05-13,40,43.433408294606906
112,2013-05-14,45,43.38826771231278
113,2013-05-15,47,43.34332093614806
114,2013-05-16,57,43.29856742533741
115,2013-05-17,58,43.254006639576964
116,2013-05-19,29,43.20963803903436
117,2013-05-20,46,43.16546108434872
118,2013-05-21,33,43.121475236630644
119,2013-05-22,52,43.07767995746224
120,2013-05-24,56,43.03407470889706
121,2013-05-25,49,42.99065895346018
122,2013-05-26,44,42.947432154148174
123,2013-05-27,34,42.90439377442905
124,2013-05-28,55,42.86154327824235
125,2013-05-29,42,42.81888012999906
126,2013-05-30,36,42.7764037945817
127,2013-05-31,64,42.73411373734423
128,2013-06-02,51,42.69200942411214
129,2013-06-03,49,42.65009032118237
130,2013-06-04,45,42.60835589532336
131,2013-06-05,54,42.56680561377505
132,2013-06-06,55,42.52543894424885
133,2013-06-08,48,42.484255354927654
134,2013-06-09,50,42.44325431446585
135,2013-06-10,35,42.402435291989306
136,2013-06-11,51,42.36179775709538
137,2013-06-12,39,42.32134117985292
138,2013-06-13,59,42.28106503080226
139,2013-06-14,49,42.240968780955214
140,2013-06-15,46,42.20105190179509
141,2013-06-16,34,42.16131386527667
142,2013-06-17,41,42.12175414382622
143,2013-06-18,44,42.08237221034154
144,2013-06-19,53,42.04316753819184
145,2013-06-20,52,42.00413960121786
146,2013-06-21,63,41.96528787373184
147,2013-06-22,51,41.92661183051747
148,2013-06-23,37,41.888110946829954
149,2013-06-24,46,41.849784698395965
150,2013-06-25,45,41.81163256141367
151,2013-06-26,38,41.77365401255271
152,2013-06-27,45,41.73584852895425
153,2013-06-28,52,41.698215588230894
154,2013-06-29,40,41.66075466846675
155,2013-06-30,30,41.62346524821744
156,2013-07-01,27,41.58634680651002
157,2013-07-02,49,41.549398822843074
158,2013-07-03,39,41.512620777186655
159,2013-07-04,40,41.476012149982296
160,2013-07-05,52,41.439572422143044
161,2013-07-06,42,41.4033010750534
162,2013-07-07,37,41.367197590569354
163,2013-07-08,51,41.33126145101842
164,2013-07-09,41,41.29549213919955
165,2013-07-10,56,41.25988913838323
166,2013-07-11,52,41.22445193231137
167,2013-07-12,59,41.18918000519742
168,2013-07-13,46,41.154072841726304
169,2013-07-14,35,41.119129927054416
170,2013-07-15,48,41.08435074680966
171,2013-07-16,48,41.049734787091396
172,2013-07-17,43,41.015281534470496
173,2013-07-18,43,40.980990475989316
174,2013-07-19,64,40.94686109916168
175,2013-07-20,58,40.912892891972916
