Day,Date,Rides,Poly_Average
1,2013-01-01,197,178.25973144400712
2,2013-01-02,164,178.6555882517419
3,2013-01-03,150,179.05064259374012
4,2013-01-04,192,179.44489469377248
5,2013-01-05,163,179.83834477614397
6,2013-01-06,149,180.23099306569407
7,2013-01-07,160,180.62283978779647
8,2013-01-08,149,181.0138851683593
9,2013-01-09,148,181.40412943382518
10,2013-01-10,140,181.7935728111708
11,2013-01-11,187,182.18221552790743
12,2013-01-12,166,182.5700578120807
13,2013-01-13,145,182.95709989227046
14,2013-01-14,156,183.34334199759107
15,2013-01-15,146,183.72878435769115
16,2013-01-16,157,184.1134272027537
17,2013-01-17,172,184.49727076349615
18,2013-01-18,254,184.88031527117022
19,2013-01-19,184,185.26256095756202
20,2013-01-20,146,185.644008054992
21,2013-01-21,148,186.02465679631499
22,2013-01-22,163,186.40450741492015
23,2013-01-23,181,186.7835601447311
24,2013-01-24,208,187.16181522020565
25,2013-01-25,220,187.5392728763361
26,2013-01-26,182,187.91593334864916
27,2013-01-27,156,188.29179687320573
28,2013-01-28,163,188.66686368660115
29,2013-01-29,177,189.04113402596522
30,2013-01-30,161,189.41460812896193
31,2013-01-31,207,189.78728623378976
32,2013-02-01,301,190.15916857918148
33,2013-02-02,234,190.53025540440433
34,2013-02-03,192,190.90054694925976
35,2013-02-04,191,191.27004345408358
36,2013-02-05,214,191.63874515974618
37,2013-02-06,176,192.00665230765205
38,2013-02-07,209,192.37376513974021
39,2013-02-08,227,192.740083898484
40,2013-02-09,210,193.105608826891
41,2013-02-10,187,193.4703401685034
42,2013-02-11,222,193.83427816739754
43,2013-02-12,146,194.19742306818415
44,2013-02-13,179,194.55977511600844
45,2013-02-14,208,194.92133455654988
46,2013-02-15,254,195.28210163602228
47,2013-02-16,210,195.64207660117387
48,2013-02-17,168,196.00125969928726
49,2013-02-18,184,196.35965117817935
50,2013-02-19,201,196.71725128620147
51,2013-02-20,201,197.07406027223925
52,2013-02-21,222,197.4300783857127
53,2013-02-22,206,197.78530587657627
54,2013-02-23,206,198.13974299531867
55,2013-02-24,173,198.49338999296293
56,2013-02-25,193,198.8462471210666
57,2013-02-26,191,199.19831463172147
58,2013-02-27,211,199.54959277755376
59,2013-02-28,199,199.90008181172396
60,2013-03-01,237,200.24978198792707
61,2013-03-02,250,200.59869356039226
62,2013-03-03,196,200.94681678388326
63,2013-03-04,237,201.29415191369793
64,2013-03-05,151,201.6406992056688
65,2013-03-06,177,201.9864589161624
66,2013-03-07,184,202.33143130207998
67,2013-03-08,235,202.67561662085686
68,2013-03-09,213,203.0190151304629
69,2013-03-10,188,203.3616270894022
70,2013-03-11,221,203.70345275671332
71,2013-03-12,207,204.04449239196913
72,2013-03-13,249,204.3847462552769
73,2013-03-14,163,204.7242146072782
74,2013-03-15,226,205.062897709149
75,2013-03-16,212,205.40079582259972
76,2013-03-17,207,205.73790920987489
77,2013-03-18,212,206.07423813375368
78,2013-03-19,178,206.40978285754943
79,2013-03-20,190,206.7445436451099
80,2013-03-21,206,207.0785207608173
81,2013-03-22,232,207.41171446958813
82,2013-03-23,195,207.74412503687319
83,2013-03-24,151,208.07575272865765
84,2013-03-25,214,208.40659781146118
85,2013-03-26,193,208.7366605523377
86,2013-03-27,182,209.06594121887545
