Day,Date,Rides,Poly_Average
1,2013-01-04,2,1.8776957551669633
2,2013-01-05,1,1.8787405868217948
3,2013-01-06,2,1.8797827893696355
4,2013-01-07,1,1.8808223736625536
5,2013-01-09,1,1.8818593505072012
6,2013-01-10,3,1.8828937306648137
7,2013-01-11,2,1.8839255248512088
8,2013-01-12,1,1.8849547437367864
9,2013-01-13,1,1.8859813979465316
10,2013-01-14,1,1.8870054980600104
11,2013-01-15,2,1.8880270546113727
12,2013-01-17,1,1.889046078089351
13,2013-01-19,2,1.8900625789372612
14,2013-01-22,2,1.8910765675530024
15,2013-01-23,1,1.8920880542890557
16,2013-01-24,1,1.8930970494524857
17,2013-01-25,2,1.8941035633049403
18,2013-01-26,3,1.8951076060626495
19,2013-01-28,2,1.8961091878964278
20,2013-01-29,2,1.897108318931671
21,2013-01-30,3,1.898105009248359
22,2013-01-31,1,1.8990992688810537
23,2013-02-01,1,1.9000911078189013
24,2013-02-03,1,1.9010805360056298
25,2013-02-04,2,1.9020675633395505
26,2013-02-05,3,1.9030521996735579
27,2013-02-06,4,1.9040344548151298
28,2013-02-07,5,1.905014338526326
29,2013-02-08,2,1.9059918605237898
30,2013-02-10,2,1.9069670304787478
31,2013-02-11,4,1.9079398580170093
32,2013-02-13,1,1.908910352718966
33,2013-02-14,2,1.9098785241195935
34,2013-02-16,1,1.91084438170845
35,2013-02-17,1,1.9118079349296766
36,2013-02-18,1,1.9127691931819977
37,2013-02-19,1,1.91372816581872
38,2013-02-20,3,1.9146848621477335
39,2013-02-21,1,1.915639291431512
40,2013-02-22,1,1.9165914628871108
41,2013-02-23,2,1.9175413856861692
42,2013-02-24,1,1.9184890689549094
43,2013-02-25,2,1.9194345217741362
44,2013-02-26,3,1.9203777531792374
45,2013-02-27,3,1.9213187721601837
46,2013-02-28,1,1.9222575876615298
47,2013-03-01,1,1.9231942085824123
48,2013-03-02,2,1.9241286437765504
49,2013-03-03,2,1.9250609020522476
50,2013-03-04,4,1.9259909921723894
51,2013-03-05,2,1.926918922854445
52,2013-03-06,3,1.9278447027704657
53,2013-03-07,3,1.9287683405470863
54,2013-03-08,5,1.9296898447655244
55,2013-03-10,3,1.9306092239615813
56,2013-03-11,2,1.93152648662564
57,2013-03-12,2,1.9324416412026673
58,2013-03-13,2,1.9333546960922132
59,2013-03-15,2,1.9342656596484096
60,2013-03-16,4,1.9351745401799727
61,2013-03-17,2,1.9360813459502006
62,2013-03-18,2,1.9369860851769751
63,2013-03-19,1,1.9378887660327606
64,2013-03-20,3,1.9387893966446046
65,2013-03-21,1,1.939687985094137
66,2013-03-22,2,1.9405845394175723
67,2013-03-24,1,1.941479067605706
68,2013-03-25,2,1.942371577603918
69,2013-03-27,3,1.9432620773121703
70,2013-03-28,2,1.9441505745850085
71,2013-03-29,2,1.9450370772315604
72,2013-03-30,2,1.945921593015538
73,2013-04-01,1,1.9468041296552352
74,2013-04-02,5,1.9476846948235287
75,2013-04-03,2,1.9485632961478798
76,2013-04-05,2,1.9494399412103305
77,2013-04-06,1,1.950314637547508
78,2013-04-08,3,1.9511873926506207
79,2013-04-09,1,1.9520582139654612
80,2013-04-10,3,1.9529271088924043
81,2013-04-11,1,1.953794084786408
82,2013-04-17,3,1.9546591489570133
83,2013-04-18,2,1.9555223086683449
84,2013-04-21,1,1.9563835711391087
85,2013-04-22,2,1.9572429435425955
86,2013-04-23,1,1.9581004330066778
87,2013-04-24,2,1.9589560466138116
88,2013-04-25,1,1.9598097914010357
89,2013-05-01,1,1.9606616743599727
90,2013-05-02,2,1.9615117024368263
91,2013-05-03,2,1.9623598825323854
92,2013-05-04,1,1.9632062215020198
93,2013-05-05,2,1.964050726155684
94,2013-05-06,1,1.9648934032579144
95,2013-05-07,1,1.9657342595278309
96,2013-05-08,3,1.9665733016391358
97,2013-05-09,1,1.9674105362201153
98,2013-05-10,2,1.9682459698536379
99,2013-05-12,1,1.9690796090771552
100,2013-05-15,1,1.9699114603827015
101,2013-05-16,2,1.9707415302168947
102,2013-05-18,1,1.9715698249809352
103,2013-05-19,2,1.9723963510306068
104,2013-05-22,1,1.973221114676276
105,2013-05-23,1,1.9740441221828917
106,2013-05-24,1,1.9748653797699869
107,2013-05-25,1,1.9756848936116767
108,2013-05-27,2,1.97650266983666
109,2013-05-29,1,1.9773187145282176
110,2013-05-30,4,1.9781330337242142
111,2013-05-31,4,1.978945633417097
112,2013-06-03,4,1.9797565195538969
113,2013-06-04,2,1.980565698036226
114,2013-06-05,2,1.9813731747202816
